ranking_year,rank,lea_irn,lea_name,building_irn,building_name,building_org_type,performance_index
2023,15,045286,Chagrin Falls Exempted Village,005769,Chagrin Falls Middle School,Public School,112.126
2023,725,050237,Southington Local,005777,Chalker High School,Public School,95.376
2023,545,050070,Twinsburg City,005785,R B Chamberlin Middle School,Public School,98.306
2023,807,050138,Champion Local,005801,Champion Central Elementary School,Public School,94.46
2023,1142,050138,Champion Local,005819,Champion High School,Public School,90.388
2023,2863,043802,Columbus City Schools District,005827,Champion Middle School,Public School,45.106
2023,583,050138,Champion Local,005835,Champion Middle School,Public School,97.676
2023,2767,045161,Youngstown City,005850,Chaney High,Public School,51.956
2023,1151,046961,Gahanna-Jefferson City,005868,Chapelfield Elementary School,Public School,90.321
2023,617,047183,Chardon Local,005876,Chardon High School,Public School,97.101
2023,210,047183,Chardon Local,005884,Chardon Middle School,Public School,104.118
2023,1589,049932,Plain Local,005926,Charles L Warstler Elementary School,Public School,85.385
2023,178,047373,Oak Hills Local,005967,Charles W Springmyer Elementary School,Public School,104.657
2023,2594,044909,Toledo City,006007,Chase STEM Academy,Public School,61.939
2023,2632,043752,Cincinnati Public Schools,006015,Chase School,Public School,59.317
2023,1202,045047,Westerville City,006049,Cherrington Elementary School,Public School,89.876
2023,2881,044909,Toledo City,006056,Rosa Parks Elementary School,Public School,43.711
2023,607,047092,Swanton Local,006072,Swanton Middle School,Public School,97.275
2023,1136,044453,Newark City,006080,Cherry Valley Elementary School,Public School,90.451
2023,2113,045294,Chesapeake Union Exempted Village,006098,Chesapeake High School,Public School,77.692
2023,826,044529,North Olmsted City,006189,Chestnut Elementary School,Public School,94.118
2023,167,047688,East Holmes Local,006213,Chestnut Ridge Elementary School,Public School,104.818
2023,2361,043752,Cincinnati Public Schools,006239,Cheviot School,Public School,71.028
2023,2493,043745,Chillicothe City,006296,Chillicothe High School,Public School,66.844
2023,522,050534,Chippewa Local,006312,Chippewa Jr./Sr. High School,Public School,98.666
2023,2141,043760,Circleville City,006320,Circleville High School,Public School,77.163
2023,2321,043760,Circleville City,006338,Circleville Middle School,Public School,72.754
2023,2823,043711,Canton City,006379,Clarendon Intermediate School,Public School,48.899
2023,2809,043802,Columbus City Schools District,006387,Watkins Elementary School,Public School,49.735
2023,1885,044602,Oregon City,006494,Clay High School,Public School,81.772
2023,1978,049601,Clay Local,006502,Clay High School,Public School,80.27
2023,1843,043778,Claymont City,006510,Claymont Middle School,Public School,82.418
2023,2026,043778,Claymont City,006528,Claymont High School,Public School,79.368
2023,1945,049411,Clear Fork Valley Local,006551,Clear Fork High School,Public School,80.767
2023,301,050427,Springboro Community City,006577,Clearcreek Elementary School,Public School,102.416
2023,2115,046847,Amanda-Clearcreek Local,006585,Amanda-Clearcreek Primary School,Public School,77.624
2023,420,050427,Springboro Community City,006593,Springboro High School,Public School,100.648
2023,401,044503,North Canton City,006601,Clearmount Elementary School,Public School,100.94
2023,2353,048132,Clearview Local,006619,Clearview High School,Public School,71.206
2023,2155,044453,Newark City,006627,John Clem Elementary School,Public School,76.912
2023,2122,046326,Clermont Northeastern Local,006635,Clermont Northeastern High School,Public School,77.529
2023,2637,043844,Dayton City,006643,Cleveland Elementary School,Public School,59.146
2023,1786,044107,Hamilton City,006650,Brookwood Elementary School,Public School,83.034
2023,192,043802,Columbus City Schools District,006692,Clinton Elementary School,Public School,104.362
2023,205,049908,Northwest Local,006700,Northwest Primary School,Public School,104.189
2023,1117,046391,Clinton-Massie Local,006734,Clinton-Massie High School,Public School,90.582
2023,553,046359,West Clermont Local,006742,Clough Pike Elementary School,Public School,98.187
2023,1366,048488,Cloverleaf Local,006759,Cloverleaf High School,Public School,87.841
2023,2658,044511,North College Hill City,006775,North College Hill Elementary School,Public School,57.54
2023,1152,045302,Clyde-Green Springs Exempted Village,006783,McPherson Middle School,Public School,90.31
2023,1987,045302,Clyde-Green Springs Exempted Village,006791,Clyde High School,Public School,80.121
2023,2138,045021,Wellston City,006809,Wellston Intermediate School,Public School,77.204
2023,2923,043844,Dayton City,006841,Thurgood Marshall High School,Public School,36.613
2023,753,045310,Coldwater Exempted Village,006858,Coldwater High School,Public School,94.982
2023,1222,043802,Columbus City Schools District,006874,Colerain Elementary School,Public School,89.623
2023,1636,047365,Northwest Local,006882,Colerain Elementary School,Public School,84.843
2023,2188,047365,Northwest Local,006890,Colerain High School,Public School,75.948
2023,2406,047365,Northwest Local,006908,Colerain Middle School,Public School,69.55
2023,2664,043752,Cincinnati Public Schools,006932,College Hill Fundamental Academy,Public School,57.356
2023,959,045260,Carey Exempted Village Schools,006957,Carey Elementary School,Public School,92.487
2023,856,046516,Colonel Crawford Local,006965,Col Crawford High School,Public School,93.769
2023,860,045138,Worthington City,006999,Colonial Hills Elementary School,Public School,93.679
2023,898,044420,Mount Vernon City,007005,Columbia Elementary School,Public School,93.227
2023,965,048140,Columbia Local,007021,Columbia High School,Public School,92.446
2023,1055,048140,Columbia Local,007039,Columbia Middle School,Public School,91.405
2023,1616,044891,Tiffin City Schools,007054,Columbian High School,Public School,85.136
2023,542,045328,Columbiana Exempted Village,007062,Columbiana High School,Public School,98.372
2023,2391,043562,Bedford City,007070,Columbus Intermediate School,Public School,70.083
2023,2505,043513,Ashtabula Area City,007088,Lakeside Junior High School,Public School,66.393
2023,232,049312,Columbus Grove Local,007096,Columbus Grove Elementary School,Public School,103.6
2023,677,049312,Columbus Grove Local,007104,Columbus Grove High School,Public School,96.077
2023,2666,043802,Columbus City Schools District,007120,Como Elementary School,Public School,57.212
2023,157,044925,Troy City,007161,Concord Elementary School,Public School,105.099
2023,1560,046482,River View Local,007187,Conesville Elementary School,Public School,85.613
2023,1701,050575,Northwestern Local,007195,Northwestern Middle School,Public School,84.033
2023,987,043638,Bowling Green City School District,007203,Conneaut Elementary School,Public School,92.188
2023,2213,043810,Conneaut Area City,007211,Conneaut High School,Public School,75.4
2023,1760,047548,Conotton Valley Union Local,007245,Conotton Valley High School,Public School,83.298
2023,336,049320,Continental Local,007260,Continental Local Elementary School,Public School,101.975
2023,1522,049320,Continental Local,007278,Continental Local High School,Public School,85.99
2023,2057,049999,Coventry Local,007286,Coventry High School,Public School,78.703
2023,1663,044925,Troy City,007294,Cookson Elementary School,Public School,84.508
2023,824,045914,Federal Hocking Local,007302,Coolville Elementary School,Public School,94.156
2023,781,049981,Copley-Fairlawn City,007310,Copley High School,Public School,94.673
2023,426,049981,Copley-Fairlawn City,007328,Copley-Fairlawn Middle School,Public School,100.544
2023,632,048140,Columbia Local,007336,Copopa Elementary School,Public School,96.827
2023,1493,044057,Geneva Area City,007344,Cork Elementary School,Public School,86.424
2023,1981,047431,Cory-Rawson Local,007401,Cory-Rawson High School,Public School,80.239
2023,2094,043828,Coshocton City,007427,Coshocton High School,Public School,77.974
2023,2266,045351,Crooksville Exempted Village,007450,Crooksville Middle School,Public School,74.221
2023,2146,043752,Cincinnati Public Schools,007492,Covedale School,Public School,77.041
2023,896,045336,Covington Exempted Village,007526,Covington Elementary School,Public School,93.232
2023,1569,045336,Covington Exempted Village,007534,Covington High School,Public School,85.518
2023,2043,045153,Xenia Community City,007542,Cox Elementary School,Public School,79.078
2023,256,044602,Oregon City,007559,Coy Elementary School,Public School,103.234
2023,2111,043802,Columbus City Schools District,007567,Cranbrook Elementary School,Public School,77.814
2023,2620,044404,Middletown City,007609,Creekview Elementary School,Public School,60.078
2023,2454,045344,Crestline Exempted Village,007617,Crestline High School,Public School,67.964
2023,459,050567,Norwayne Local,007625,Norwayne Middle School,Public School,99.914
2023,262,043661,Brunswick City,007633,Crestview Elementary School,Public School,103.175
2023,1310,046433,Crestview Local,007658,Crestview High School,Public School,88.515
2023,716,050351,Crestview Local,007666,Crestview High School,Public School,95.505
2023,1962,049429,Crestview Local,007674,Crestview High School,Public School,80.513
2023,144,050351,Crestview Local,007690,Crestview Elementary School,Public School,105.291
2023,2340,043943,Elyria City Schools,007716,Westwood Elementary School,Public School,71.53
2023,1509,049189,Crestwood Local,007724,Crestwood High School,Public School,86.185
2023,1849,044982,Wapakoneta City,007757,Cridersville Elementary School,Public School,82.321
2023,2127,043638,Bowling Green City School District,007773,Crim Elementary School,Public School,77.475
2023,1837,048223,Springfield Local,007799,Crissey Elementary School,Public School,82.463
2023,2315,044016,Fremont City,007815,Croghan Elementary School,Public School,72.95
2023,2402,045351,Crooksville Exempted Village,007823,Crooksville High School,Public School,69.765
2023,54,047381,Southwest Local,007849,Crosby Elementary School,Public School,108.551
2023,2598,044909,Toledo City,007856,Byrnedale Elementary School,Public School,61.64
2023,2774,043489,Akron City,007864,Crouse Community Learning Center,Public School,51.35
2023,778,050153,Mathews Local,007898,Currie Elementary School,Public School,94.688
2023,1959,050120,Brookfield Local,007906,Brookfield Elementary School,Public School,80.523
2023,2287,043836,Cuyahoga Falls City,007930,Cuyahoga Falls High School,Public School,73.636
2023,318,046557,Cuyahoga Heights Local,007948,Cuyahoga Hts Elementary School,Public School,102.211
2023,264,046557,Cuyahoga Heights Local,007955,Cuyahoga Hts High School,Public School,103.095
2023,1327,050682,Elmwood Local,007963,Elmwood Middle School,Public School,88.346
2023,287,050542,Dalton Local,007997,Dalton Elementary School,Public School,102.674
2023,1002,050542,Dalton Local,008003,Dalton High School,Public School,92.02
2023,431,044420,Mount Vernon City,008029,Dan Emmett Elementary School,Public School,100.458
2023,2872,043802,Columbus City Schools District,008037,Starling PK-8,Public School,44.211
2023,609,048934,Danbury Local,008045,Danbury Elementary School,Public School,97.246
2023,1082,048934,Danbury Local,008052,Danbury High School,Public School,91.1
2023,942,047837,Danville Local,008078,Danville Elementary School,Public School,92.737
2023,1771,047837,Danville Local,008086,Danville High School,Public School,83.174
2023,1611,044800,South-Western City,008102,Darbydale Elementary School,Public School,85.213
2023,2738,043752,Cincinnati Public Schools,008110,Gilbert A. Dater High School,Public School,53.625
2023,266,045476,Marysville Exempted Village,008112,Northwood Elementary,Public School,103.058
2023,2301,045450,Lisbon Exempted Village,008136,David Anderson Jr/Sr High School,Public School,73.406
2023,1026,043877,Delaware City,008151,David Smith Elementary School,Public School,91.713
2023,530,046763,Olentangy Local,008162,Olentangy Meadows Elementary School,Public School,98.557
2023,2410,045039,Wellsville Local,008185,Daw Elementary School,Public School,69.488
2023,1676,044024,Galion City,008201,Primary Elementary School,Public School,84.333
2023,2392,047928,Dawson-Bryant Local,008219,Dawson-Bryant High School,Public School,70
2023,1713,047928,Dawson-Bryant Local,008227,Dawson-Bryant Middle School,Public School,83.801
2023,2183,048009,Licking Heights Local,008242,LICKING HEIGHTS CENTRAL INTERMEDIATE SCHOOL,Public School,76.082
2023,2103,043851,Deer Park Community City,008250,Deer Park  Jr/Sr High School,Public School,77.903
