fiscal_year,leaid,irn,comparable,enrollment,total_revenue,federal_revenue,state_revenue,local_revenue,property_tax,current_spending,student_transportation,charter_payments,general_formula_assistance,state_nonspecified,capital_outlay
2013,3900350,000623,0,169,2985000,234000,2746000,5000,,3413000,0,0,2691000,51000,0
2013,3900356,000629,0,93,1502000,114000,1383000,5000,,1544000,0,0,1368000,13000,0
2013,3900360,000633,0,168,2609000,223000,2378000,8000,,2710000,0,0,2346000,29000,0
2013,3900361,000634,0,52,831000,42000,782000,7000,,841000,0,0,779000,2000,0
2013,3900366,000640,0,36,228000,0,228000,0,,165000,0,0,227000,0,43000
2013,3900381,000664,0,176,1228000,111000,1117000,0,,1410000,50000,0,1117000,0,0
2013,3900382,000677,0,260,4482000,475000,3934000,73000,,2058000,0,0,3635000,154000,21000
2013,3900383,000679,0,247,7491000,174000,7316000,1000,,1913000,0,0,7311000,0,0
2013,3900385,147231,0,104,946000,43000,893000,10000,,1140000,0,0,891000,0,1000
2013,3900396,000725,0,324,3061000,451000,2592000,18000,,3015000,0,0,2384000,208000,3000
2013,3900399,000736,0,65,637000,152000,485000,0,,600000,0,0,0,485000,0
2013,3900400,000738,0,98,896000,117000,779000,0,,899000,0,0,0,779000,0
2013,3900404,000743,0,66,555000,92000,442000,21000,,541000,0,0,0,442000,0
2013,3900428,000770,0,218,2192000,513000,1634000,45000,,1803000,1000,0,1616000,12000,271000
2013,3900433,000777,0,86,682000,48000,631000,3000,,830000,0,0,629000,2000,0
2013,3900434,000779,0,92,926000,230000,692000,4000,,984000,41000,0,690000,2000,16000
2013,3900435,000780,0,75,770000,257000,511000,2000,,922000,41000,0,509000,2000,16000
2013,3900436,000781,0,270,2048000,421000,1568000,59000,,2101000,40000,0,1562000,0,275000
2013,3900438,000784,0,363,2553000,265000,2268000,20000,,2652000,0,0,2258000,3000,0
2013,3900441,000804,0,454,3703000,713000,2976000,14000,,3697000,4000,0,2972000,0,65000
2013,3900444,000808,0,149,1426000,260000,1152000,14000,,1426000,3000,0,1150000,0,282000
2013,3900448,000813,0,323,2556000,161000,2355000,40000,,2727000,60000,0,2348000,0,0
2013,3900451,000825,0,441,4126000,734000,3260000,132000,,4011000,403000,0,3247000,0,0
2013,3900454,000838,0,304,2858000,566000,2233000,59000,,2970000,21000,0,2227000,0,0
2013,3900457,000843,0,664,5829000,740000,4808000,281000,,6094000,0,0,4794000,0,0
2013,3900467,000855,0,467,4546000,699000,3507000,340000,,5553000,0,0,3497000,0,0
2013,3900470,000858,0,159,1410000,249000,1072000,89000,,1410000,8000,0,1070000,0,0
2013,3900474,000875,0,158,1272000,232000,1016000,24000,,1320000,0,0,1013000,0,48000
2013,3900478,000905,0,29,346000,37000,280000,29000,,411000,0,0,279000,0,12000
2013,3900479,000909,0,869,7565000,1845000,5681000,39000,,7169000,4000,0,5266000,0,211000
2013,3900488,000282,0,324,2726000,137000,2582000,7000,,2284000,1000,0,2575000,0,180000
2013,3900490,000288,0,90,779000,67000,653000,59000,,847000,0,0,651000,0,28000
2013,3900492,000296,0,57,938000,61000,875000,2000,,1265000,0,0,863000,11000,0
2013,3900493,000297,0,111,1700000,113000,1574000,13000,,1973000,0,0,1560000,12000,0
2013,3900494,000298,0,72,1436000,53000,1373000,10000,,1448000,0,0,1367000,4000,0
2013,3900495,000300,0,71,1174000,61000,1105000,8000,,1202000,0,0,1100000,4000,0
2013,3900496,000301,0,78,1083000,81000,999000,3000,,1131000,0,0,992000,5000,0
2013,3900497,000302,0,219,3566000,188000,3358000,20000,,3701000,0,0,3337000,17000,0
2013,3900498,000303,0,196,3713000,176000,3532000,5000,,3901000,0,0,3511000,17000,0
2013,3900499,000304,0,135,1925000,191000,1730000,4000,,2346000,0,0,1711000,16000,0
2013,3900500,000305,0,101,1803000,136000,1661000,6000,,1866000,0,0,1624000,35000,0
2013,3900501,000306,0,137,1968000,127000,1824000,17000,,2099000,0,0,1790000,31000,0
2013,3900502,000311,0,128,1197000,108000,1076000,13000,,1188000,0,0,1072000,0,1000
2013,3900503,000316,0,214,1676000,84000,1523000,69000,,1705000,0,0,1517000,2000,14000
2013,3900505,000318,0,334,2396000,65000,1978000,353000,,2167000,21000,0,1969000,2000,107000
2013,3900506,000319,0,303,2509000,238000,2221000,50000,,2551000,0,0,2210000,2000,23000
2013,3900507,000320,0,122,1013000,93000,841000,79000,,1422000,0,0,835000,2000,43000
2013,3900508,000321,0,194,1487000,61000,1332000,94000,,1509000,11000,0,1326000,2000,18000
2013,3900510,000338,0,514,4927000,790000,3665000,472000,,4614000,133000,0,3652000,0,0
2013,3900514,000360,0,108,646000,29000,616000,1000,,640000,0,0,614000,0,7000
2013,3900523,000392,0,49,528000,189000,333000,6000,,610000,0,0,332000,0,12000
2013,3900525,000396,0,29,290000,29000,259000,2000,,480000,0,0,258000,0,68000
2013,3900528,000402,0,131,901000,42000,826000,33000,,828000,0,0,823000,0,67000
2013,3900530,000417,0,1240,8466000,522000,7877000,67000,,8429000,0,0,7851000,0,96000
2013,3900533,000420,0,96,977000,254000,718000,5000,,1389000,2000,0,714000,0,69000
2013,3900534,000426,0,48,338000,24000,314000,0,,353000,0,0,313000,0,4000
2013,3900537,000442,1,855,15473000,1542000,4777000,9154000,8303000,9624000,589000,164000,4566000,124000,806000
2013,3900538,000445,0,104,903000,0,867000,36000,,1038000,22000,0,867000,0,0
2013,3900544,000481,0,116,1033000,57000,804000,172000,,1000000,0,0,783000,0,0
2013,3900550,000509,0,287,2405000,0,2405000,0,,2405000,0,0,2405000,0,0
2013,3900551,000510,0,190,1837000,0,1837000,0,,1837000,0,0,1837000,0,0
2013,3900552,000511,0,248,2114000,0,2114000,0,,2117000,0,0,2105000,9000,0
2013,3900557,000930,0,271,3091000,290000,1818000,983000,,3146000,38000,0,1810000,2000,83000
2013,3900562,000936,0,521,3588000,0,3177000,411000,,3364000,2000,0,3166000,0,233000
2013,3900564,000938,0,118,1037000,214000,823000,0,,1170000,16000,0,818000,0,31000
2013,3900567,000941,0,137,993000,49000,900000,44000,,1039000,0,0,898000,2000,20000
2013,3900568,000942,0,156,984000,50000,932000,2000,,1171000,0,0,927000,2000,2000
2013,3900569,000946,0,157,1156000,274000,881000,1000,,1139000,0,0,0,881000,0
2013,3900572,000949,0,132,856000,139000,713000,4000,,868000,39000,0,0,713000,0
2013,3900573,000951,0,148,1311000,0,1311000,0,,1311000,0,0,1311000,0,0
2013,3900574,000952,0,200,1597000,0,1597000,0,,1597000,0,0,1597000,0,0
2013,3900575,000953,0,260,2184000,0,2184000,0,,2184000,0,0,2184000,0,0
2013,3900580,007984,0,214,2054000,230000,1640000,184000,,2223000,5000,0,1640000,0,42000
2013,3900584,007995,0,351,2878000,128000,2507000,243000,,4535000,4000,0,2500000,0,97000
2013,3900585,007998,0,57,415000,18000,397000,0,,343000,0,0,396000,0,0
2013,3900586,007999,0,381,3028000,588000,2358000,82000,,2777000,11000,0,2348000,0,21000
2013,3900587,008000,0,130,1086000,186000,899000,1000,,1428000,1000,0,899000,0,22000
2013,3900592,008061,0,166,1572000,207000,1360000,5000,,1833000,2000,0,1360000,0,70000
2013,3900593,008063,0,109,841000,69000,772000,0,,940000,5000,0,770000,0,0
2013,3900594,008064,0,236,1116000,171000,944000,1000,,1270000,0,0,944000,0,8000
2013,3900595,008065,0,129,1048000,130000,908000,10000,,1738000,1000,0,903000,0,32000
2013,3900638,000912,0,189,1049000,69000,956000,24000,,1577000,6000,0,952000,0,240000
2013,3900639,008251,0,103,933000,41000,892000,0,,1047000,4000,0,888000,2000,73000
2013,3900640,008287,0,995,7221000,560000,6505000,156000,,6934000,30000,0,6496000,9000,99000
2013,3900641,008286,0,627,4965000,366000,4440000,159000,,5353000,0,0,4397000,29000,80000
2013,3900642,008283,0,149,1396000,199000,1187000,10000,,1408000,11000,0,1183000,0,34000
2013,3900643,008282,0,154,1087000,65000,1022000,0,,1261000,43000,0,1019000,0,0
2013,3900644,008281,0,171,1358000,194000,1156000,8000,,1235000,0,0,1102000,50000,180000
2013,3900645,008280,0,257,1983000,347000,1587000,49000,,1927000,15000,0,1584000,1000,22000
2013,3900646,008278,0,304,2520000,331000,2022000,167000,,2502000,18000,0,2013000,0,0
2013,3900647,008289,0,62,463000,0,424000,39000,,679000,0,0,392000,0,92000
2013,3901296,009181,0,524,4618000,470000,4056000,92000,,4409000,30000,0,4030000,6000,91000
2013,3901298,009171,0,196,1565000,99000,1367000,99000,,1963000,134000,0,1365000,0,0
2013,3901301,009192,0,388,2642000,381000,2256000,5000,,2630000,10000,0,2256000,0,47000
2013,3901302,009283,0,459,4134000,931000,2999000,204000,,4022000,110000,0,2985000,0,390000
2013,3901305,009122,0,190,1597000,198000,1212000,187000,,1582000,0,0,1206000,0,71000
2013,3901312,009154,0,250,1996000,301000,1688000,7000,,2038000,0,0,1680000,0,197000
2013,3901313,009164,0,165,1197000,43000,1135000,19000,,1326000,83000,0,1045000,0,0
2013,3901314,009148,0,95,940000,62000,836000,42000,,996000,1000,0,833000,0,14000
2013,3901317,009163,0,154,1158000,190000,956000,12000,,1143000,0,0,950000,0,171000
2013,3901319,009147,0,294,2704000,313000,2360000,31000,,2514000,0,0,2301000,48000,220000
2013,3901322,009179,0,433,3527000,753000,2739000,35000,,3440000,0,0,2734000,0,68000
2013,3901325,009165,0,102,777000,32000,713000,32000,,1058000,0,0,711000,0,34000
2013,3901326,009149,0,349,2758000,173000,2481000,104000,,2546000,23000,0,2470000,4000,119000
2013,3901327,009178,0,452,4260000,877000,3383000,0,,5272000,0,0,3367000,0,0
2013,3901329,009996,0,100,901000,49000,851000,1000,,1207000,16000,0,849000,0,8000
2013,3901330,009997,0,335,3288000,574000,2120000,594000,,3372000,192000,0,2110000,0,58000
2013,3901331,010005,0,161,1317000,98000,1114000,105000,,1521000,49000,0,1109000,0,0
2013,3901332,010006,0,167,1315000,104000,1160000,51000,,1584000,0,0,1158000,0,5000
2013,3901333,010007,0,225,1994000,400000,1565000,29000,,2165000,3000,0,1558000,0,0
2013,3901335,010036,0,42,372000,24000,346000,2000,,410000,0,0,344000,2000,0
2013,3901336,010180,0,525,3649000,429000,3195000,25000,,4474000,93000,0,3190000,5000,5000
2013,3901337,010182,0,254,2095000,0,2095000,0,,2095000,0,0,2095000,0,0
2013,3901339,010205,0,207,1711000,181000,1518000,12000,,1723000,3000,0,1512000,0,176000
2013,3901340,009909,0,131,1077000,106000,933000,38000,,1113000,0,0,926000,2000,42000
2013,3901344,009953,0,455,3411000,325000,3068000,18000,,3476000,1000,0,3060000,6000,5000
2013,3901345,009954,0,441,3354000,376000,2859000,119000,,3199000,0,0,2850000,5000,0
2013,3901346,009955,0,591,5336000,589000,4677000,70000,,5402000,16000,0,4649000,7000,25000
2013,3901347,009957,0,425,3845000,417000,3416000,12000,,3704000,111000,0,3400000,7000,26000
2013,3901348,009964,0,140,1202000,102000,1096000,4000,,1216000,0,0,1091000,2000,0
2013,3901350,009971,0,108,844000,44000,793000,7000,,757000,0,0,789000,2000,8000
2013,3901353,009990,0,497,4480000,971000,3436000,73000,,4073000,12000,0,3428000,2000,84000
2013,3901354,011439,0,162,1328000,191000,1135000,2000,,1565000,0,0,1132000,0,0
2013,3901356,011444,0,162,1173000,38000,1132000,3000,,1145000,0,0,1127000,2000,37000
2013,3901358,011470,0,232,1630000,61000,1564000,5000,,1331000,0,0,1559000,0,119000
2013,3901359,011479,0,56,634000,150000,484000,0,,576000,0,0,483000,0,70000
2013,3901361,011487,0,172,1163000,92000,1052000,19000,,1128000,0,0,1048000,0,90000
2013,3901362,011507,0,201,1959000,333000,1594000,32000,,1751000,0,0,1588000,0,439000
2013,3901363,011511,0,26,234000,2000,209000,23000,,174000,0,0,208000,1000,0
2013,3901365,011533,0,423,3814000,602000,3002000,210000,,3724000,24000,0,2989000,0,75000
2013,3901366,011534,0,373,3062000,525000,2512000,25000,,3197000,90000,0,2507000,2000,33000
2013,3901368,011291,0,355,3434000,250000,2599000,585000,,3451000,19000,0,2592000,0,167000
2013,3901369,011381,0,99,634000,15000,597000,22000,,507000,0,0,595000,2000,0
2013,3901370,011390,0,431,3227000,319000,2907000,1000,,3531000,0,0,2893000,2000,0
2013,3901372,011436,0,52,376000,73000,300000,3000,,248000,0,0,299000,0,9000
2013,3901374,011506,1,429,7112000,171000,6691000,250000,,3193000,4000,0,2821000,3860000,1644000
2013,3901375,011468,0,159,1258000,302000,956000,0,,1252000,0,0,952000,0,87000
2013,3901376,011923,0,440,3442000,376000,2976000,90000,,3460000,220000,0,2967000,0,80000
2013,3901377,011947,0,104,919000,148000,771000,0,,981000,0,0,761000,0,0
2013,3901378,011956,0,107,784000,82000,700000,2000,,661000,0,0,698000,0,30000
2013,3901381,011967,0,159,1344000,254000,1086000,4000,,1118000,0,0,1081000,0,70000
2013,3901382,011972,0,162,1428000,218000,1118000,92000,,1401000,13000,0,1114000,0,1000
2013,3901383,011976,0,220,1907000,356000,1532000,19000,,1824000,69000,0,1529000,0,19000
2013,3901388,011985,0,232,1828000,402000,1409000,17000,,2173000,0,0,1398000,2000,93000
2013,3901389,011986,0,388,3312000,354000,2893000,65000,,3464000,22000,0,2880000,0,30000
2013,3901390,011987,0,313,2636000,268000,2313000,55000,,2992000,103000,0,2303000,0,0
2013,3901393,012000,0,158,1207000,44000,1152000,11000,,1287000,0,0,1149000,0,0
2013,3901394,012002,0,94,826000,235000,576000,15000,,894000,0,0,570000,2000,82000
2013,3901396,012009,0,207,1938000,359000,1575000,4000,,2013000,155000,0,1466000,97000,49000
2013,3901397,012010,0,297,2396000,248000,2089000,59000,,2343000,154000,0,2083000,0,40000
2013,3901398,012011,0,166,1429000,0,1429000,0,,1627000,0,0,1429000,0,0
2013,3901403,012025,0,85,875000,120000,602000,153000,,848000,10000,0,597000,2000,89000
2013,3901405,012030,0,109,1304000,237000,824000,243000,,1156000,6000,0,819000,3000,124000
2013,3901406,012031,0,75,1013000,257000,564000,192000,,1145000,45000,0,560000,2000,96000
2013,3901407,012033,0,61,719000,76000,642000,1000,,817000,4000,0,641000,0,45000
2013,3901409,012036,0,111,720000,17000,667000,36000,,780000,0,0,667000,0,0
2013,3901410,012037,0,85,828000,16000,602000,210000,,886000,33000,0,602000,0,0
2013,3901411,012038,0,114,702000,15000,679000,8000,,806000,0,0,679000,0,0
2013,3901412,012040,0,113,928000,19000,710000,199000,,989000,36000,0,710000,0,0
2013,3901413,012041,0,70,767000,14000,567000,186000,,780000,35000,0,567000,0,0
2013,3901414,012042,0,80,872000,16000,581000,275000,,994000,0,0,581000,0,0
2013,3901415,012043,0,81,720000,15000,565000,140000,,770000,0,0,565000,0,0
2013,3901416,012044,0,170,1299000,28000,1254000,17000,,1398000,64000,0,1254000,0,0
2013,3901417,012045,0,585,4141000,318000,3614000,209000,,4721000,12000,0,3614000,0,0
2013,3901419,012052,0,219,1556000,206000,1350000,0,,1666000,0,0,1339000,0,0
2013,3901420,012054,0,117,819000,31000,783000,5000,,843000,10000,0,781000,2000,6000
2013,3901424,012078,0,41,61000,2000,59000,0,,57000,0,0,59000,0,0
2013,3901425,012090,0,82,824000,242000,567000,15000,,896000,3000,0,564000,1000,26000
2013,3901427,012105,0,305,2629000,342000,2287000,0,,3336000,0,0,2281000,0,0
2013,3901428,012060,0,133,1026000,123000,878000,25000,,1104000,25000,0,876000,0,0
2013,3901429,011324,0,34,398000,139000,250000,9000,,227000,0,0,249000,0,44000
2013,3901430,012684,0,365,2933000,340000,2593000,0,,2975000,239000,0,2585000,0,0
2013,3901432,012671,0,87,829000,29000,624000,176000,,823000,0,0,620000,2000,16000
2013,3901433,012528,0,226,1850000,350000,1472000,28000,,1723000,23000,0,1466000,0,172000
2013,3901434,012644,0,149,1167000,36000,1039000,92000,,1667000,0,0,1036000,0,24000
2013,3901436,012629,0,182,1489000,136000,1350000,3000,,1393000,26000,0,1326000,19000,158000
2013,3901437,011948,0,237,1814000,207000,1607000,0,,1822000,0,0,1592000,0,74000
2013,3901439,012626,0,116,895000,92000,752000,51000,,748000,0,0,749000,0,15000
2013,3901440,012683,0,95,951000,13000,739000,199000,,1002000,45000,0,739000,0,0
2013,3901441,012557,0,404,3351000,395000,2956000,0,,4890000,36000,0,2948000,0,0
2013,3901442,012497,0,66,563000,0,563000,0,,456000,0,0,562000,0,17000
2013,3901444,012029,0,198,1992000,303000,1384000,305000,,2550000,0,0,1376000,4000,124000
2013,3901445,012628,0,131,891000,93000,796000,2000,,959000,0,0,792000,0,0
2013,3901447,012536,0,67,589000,66000,502000,21000,,584000,17000,0,501000,0,11000
2013,3901449,012513,0,358,2789000,345000,2441000,3000,,2682000,25000,0,2427000,2000,266000
2013,3901450,012867,0,272,2230000,26000,2201000,3000,,1232000,0,0,2195000,0,103000
2013,3901451,012529,0,161,1456000,196000,1260000,0,,1422000,0,0,1256000,0,0
2013,3901452,012631,0,105,832000,86000,710000,36000,,780000,13000,0,707000,0,94000
2013,3901453,012026,0,83,818000,186000,622000,10000,,821000,0,0,617000,2000,105000
2013,3901456,012556,0,277,2209000,231000,1978000,0,,2439000,150000,0,1972000,0,0
2013,3901457,012541,0,456,3092000,355000,2717000,20000,,3136000,192000,0,2707000,0,68000
2013,3901460,012624,0,166,1236000,29000,1120000,87000,,1293000,22000,0,1120000,0,0
2013,3901462,012668,0,243,2067000,260000,1807000,0,,2083000,20000,0,1802000,0,0
2013,3901463,012501,0,68,481000,14000,426000,41000,,526000,0,0,425000,0,0
2013,3901465,012558,0,117,686000,50000,608000,28000,,663000,0,0,606000,0,12000
2013,3901466,012545,0,158,1335000,131000,1199000,5000,,1459000,0,0,1196000,0,0
2013,3901467,013200,0,32,264000,0,247000,17000,,1080000,3000,0,246000,0,0
2013,3901468,013082,0,77,663000,54000,564000,45000,,639000,0,0,562000,0,3000
2013,3901473,013170,0,29,458000,30000,418000,10000,,467000,17000,0,417000,0,5000
2013,3901475,013175,0,49,1061000,235000,489000,337000,,1124000,64000,0,488000,0,125000
2013,3901476,013059,0,41,280000,6000,274000,0,,237000,0,0,273000,0,32000
2013,3901478,012951,0,76,654000,171000,480000,3000,,684000,0,0,478000,0,0
2013,3901479,013198,0,114,2863000,104000,2669000,90000,,2867000,420000,0,2667000,0,0
2013,3901480,013232,0,79,723000,0,538000,185000,,624000,0,0,538000,0,0
2013,3901483,013201,0,22,195000,0,176000,19000,,1095000,2000,0,176000,0,0
2013,3901484,013083,0,67,811000,2000,419000,390000,,814000,2000,0,418000,0,0
2013,3901485,013240,0,193,1066000,17000,1047000,2000,,971000,0,0,1043000,0,4000
2013,3901486,012852,0,145,1461000,0,1080000,381000,,1407000,0,0,1075000,3000,185000
2013,3901488,013173,0,131,1177000,215000,962000,0,,943000,0,0,959000,0,248000
2013,3901489,013164,0,186,2706000,95000,1375000,1236000,,2631000,138000,0,1371000,0,0
2013,3901490,012391,0,396,5266000,228000,2565000,2473000,,3382000,0,0,2557000,0,69000
2013,3901492,013180,0,50,267000,21000,246000,0,,289000,0,0,245000,0,0
2013,3901495,013030,0,70,673000,9000,427000,237000,,656000,1000,0,426000,0,0
2013,3901496,013199,0,39,327000,0,306000,21000,,1053000,0,0,305000,0,0
2013,3901498,013148,0,115,2733000,62000,825000,1846000,,2263000,3000,0,823000,0,463000
2013,3901499,013132,0,301,2126000,144000,1981000,1000,,2250000,189000,0,1975000,0,186000
2013,3901501,013233,0,52,501000,0,480000,21000,,376000,0,0,479000,0,2000
2013,3901502,013195,0,52,426000,122000,304000,0,,350000,0,0,303000,0,72000
2013,3901504,013174,0,29,426000,194000,220000,12000,,346000,0,0,219000,0,89000
2013,3901505,013034,0,158,2245000,482000,1173000,590000,,1858000,74000,0,1168000,2000,217000
