leaid,irn,state,comparable,enrollment,total_revenue,federal_revenue,state_revenue,local_revenue,property_tax,current_spending
1908580,,IA,1,14417,245905000,35063000,130329000,80513000,71487000,193347000
1908610,,IA,1,1293,22392000,4630000,9990000,7772000,6061000,16647000
1908730,,IA,1,1655,27970000,2609000,12041000,13320000,10057000,21968000
1908910,,IA,1,2310,35782000,7533000,20531000,7718000,5777000,28735000
1908940,,IA,1,965,13405000,974000,7265000,5166000,3473000,10266000
1908970,,IA,1,31323,552349000,79538000,310406000,162405000,135745000,448171000
1909060,,IA,1,130,2670000,465000,1003000,1202000,730000,1976000
1909120,,IA,1,944,14399000,1219000,7339000,5841000,4364000,11692000
1909480,,IA,1,10535,178981000,25777000,90225000,62979000,56969000,145948000
1909540,,IA,1,422,7221000,824000,3097000,3300000,2380000,5225000
1909570,,IA,1,424,7619000,1046000,2968000,3605000,2869000,5400000
1909600,,IA,1,674,9730000,987000,4170000,4573000,2702000,7813000
1909990,,IA,1,1037,17047000,2468000,8663000,5916000,4691000,12200000
1910050,,IA,1,638,9702000,818000,4781000,4103000,2798000,7052000
1910110,,IA,1,588,9794000,1057000,4792000,3945000,2908000,7352000
1910130,,IA,1,486,10951000,1120000,4858000,4973000,3982000,6479000
1910340,,IA,1,358,7654000,858000,3142000,3654000,2801000,5216000
1910350,,IA,1,507,10405000,1379000,4744000,4282000,2550000,8069000
1910410,,IA,1,349,6316000,613000,2564000,3139000,2159000,4912000
1910500,,IA,1,532,8309000,1019000,3412000,3878000,2451000,6544000
1910690,,IA,1,518,11502000,1644000,5126000,4732000,3021000,8166000
1910950,,IA,1,793,13034000,1582000,4949000,6503000,4657000,9247000
1910980,,IA,1,475,8348000,882000,3865000,3601000,2485000,5970000
1911040,,IA,1,198,4575000,502000,1646000,2427000,1437000,2878000
1911070,,IA,1,1266,20837000,2181000,10495000,8161000,6392000,16376000
1911250,,IA,1,384,7257000,649000,3148000,3460000,2969000,5068000
1911340,,IA,1,1575,28544000,4262000,12267000,12015000,10263000,21617000
1911790,,IA,1,1146,17929000,1786000,8561000,7582000,5222000,13867000
1911820,,IA,1,3763,70339000,14320000,33912000,22107000,17160000,46319000
1911850,,IA,1,1798,33421000,4597000,17487000,11337000,8470000,24224000
1912120,,IA,1,491,8311000,806000,3797000,3708000,2463000,5621000
1912230,,IA,1,492,9784000,969000,3575000,5240000,3196000,5952000
1912330,,IA,1,974,16495000,1344000,5444000,9707000,7106000,11244000
1912480,,IA,1,429,7961000,812000,3166000,3983000,3114000,5090000
1912510,,IA,1,1642,26123000,1432000,11621000,13070000,10948000,18058000
1912660,,IA,1,497,9358000,720000,4625000,4013000,3426000,6366000
1912690,,IA,1,2056,33323000,4057000,16075000,13191000,10366000,24218000
1912750,,IA,1,367,5476000,543000,2147000,2786000,1739000,4463000
1912810,,IA,1,350,7347000,618000,2656000,4073000,3293000,5206000
1913110,,IA,1,611,11315000,1005000,5423000,4887000,234000,7807000
1913200,,IA,1,1597,26301000,2525000,12946000,10830000,9236000,21248000
1913230,,IA,1,441,8930000,866000,3740000,4324000,3557000,5637000
1913290,,IA,1,753,11172000,974000,5526000,4672000,3539000,9100000
1913320,,IA,1,465,7918000,711000,3360000,3847000,2052000,6363000
1913350,,IA,1,1282,15067000,1351000,4213000,9503000,4351000,12684000
1913380,,IA,1,313,6661000,659000,2643000,3359000,2740000,4604000
1913470,,IA,1,1272,21368000,3512000,9861000,7995000,5719000,17507000
1913500,,IA,1,1511,22447000,2606000,10939000,8902000,6997000,17820000
1913660,,IA,1,660,12789000,1500000,4298000,6991000,5988000,8956000
1914010,,IA,1,557,10543000,789000,4581000,5173000,4225000,7143000
1914160,,IA,1,832,11630000,804000,4147000,6679000,3431000,9064000
1914280,,IA,1,1070,20000000,2453000,9447000,8100000,7067000,14378000
1914340,,IA,1,802,11777000,943000,5948000,4886000,3036000,9118000
1914370,,IA,1,1526,22592000,2698000,10145000,9749000,6196000,17332000
1914580,,IA,1,1496,23935000,2720000,12138000,9077000,6565000,17696000
1914640,,IA,1,3644,57744000,4550000,30243000,22951000,17880000,41603000
1914670,,IA,1,860,14817000,1275000,6998000,6544000,5037000,10456000
1914700,,IA,1,14820,258064000,33027000,107214000,117823000,103015000,206301000
1914730,,IA,1,1275,18115000,2487000,8648000,6980000,4291000,15049000
1914850,,IA,1,557,8329000,744000,4416000,3169000,2043000,6256000
1914880,,IA,1,724,11633000,1249000,5184000,5200000,4008000,9325000
1915180,,IA,1,467,7532000,438000,3697000,3397000,2153000,4890000
1915210,,IA,1,1253,23136000,3258000,9554000,10324000,8139000,16724000
1915330,,IA,1,1087,14436000,991000,7297000,6148000,4521000,11540000
1915450,,IA,1,7428,127329000,9628000,58325000,59376000,46536000,87320000
1915630,,IA,1,1819,30838000,5323000,18654000,6861000,5903000,23438000
1915660,,IA,1,324,5942000,572000,2665000,2705000,2415000,3939000
1915750,,IA,1,458,7685000,873000,3621000,3191000,2548000,5825000
1915840,,IA,1,1700,29218000,3160000,15970000,10088000,8114000,21379000
1916110,,IA,1,685,10647000,933000,4539000,5175000,3720000,8314000
1916140,,IA,1,346,5440000,585000,1590000,3265000,2587000,3815000
1916320,,IA,1,351,6388000,1226000,2987000,2175000,1649000,4336000
1916440,,IA,1,706,11478000,1140000,5028000,5310000,3700000,7865000
1916530,,IA,1,2288,33059000,3325000,18151000,11583000,9427000,25910000
1916620,,IA,1,507,8367000,972000,3716000,3679000,2832000,6209000
1916680,,IA,1,3014,45761000,4581000,18900000,22280000,14347000,35585000
1917100,,IA,1,632,13862000,1240000,5885000,6737000,5142000,9300000
1917220,,IA,1,7797,125112000,9843000,63538000,51731000,42915000,96282000
1917250,,IA,1,711,13139000,1035000,5587000,6517000,3310000,8184000
1917460,,IA,1,703,9426000,935000,4489000,4002000,2442000,7111000
1917550,,IA,1,458,7185000,493000,3084000,3608000,2329000,5092000
1917820,,IA,1,828,12184000,1182000,6015000,4987000,2755000,9772000
1918030,,IA,1,559,8552000,777000,3452000,4323000,2622000,6356000
1918120,,IA,1,886,13969000,1578000,6919000,5472000,4121000,10475000
1918180,,IA,1,676,10820000,972000,6249000,3599000,2699000,8445000
1918240,,IA,1,431,9405000,772000,4275000,4358000,3494000,6393000
1918330,,IA,1,784,12293000,1315000,4697000,6281000,4057000,9217000
1918480,,IA,1,664,12139000,1938000,4521000,5680000,4271000,9336000
1918510,,IA,1,1366,22894000,2525000,12028000,8341000,5660000,18464000
1918540,,IA,1,708,11033000,1356000,4834000,4843000,3868000,8778000
1918630,,IA,1,368,9310000,779000,2680000,5851000,4396000,5388000
1918690,,IA,1,2169,40710000,3751000,17552000,19407000,9305000,28118000
1918720,,IA,1,5115,87157000,12935000,51970000,22252000,18899000,62231000
1918750,,IA,1,562,9439000,824000,4077000,4538000,3087000,6829000
1918780,,IA,1,3587,67450000,7523000,30196000,29731000,22936000,54194000
1918840,,IA,1,1575,24997000,2436000,11818000,10743000,9142000,17837000
1918930,,IA,1,939,13735000,1354000,6361000,6020000,3925000,10236000
1918960,,IA,1,340,6701000,628000,2994000,3079000,1089000,4273000
1919140,,IA,1,1453,25054000,2919000,10717000,11418000,6974000,19302000
1919200,,IA,1,512,10547000,1192000,4111000,5244000,3977000,7752000
1919440,,IA,1,790,13584000,1923000,6317000,5344000,4215000,10339000
1919590,,IA,1,501,9588000,1152000,3229000,5207000,4441000,5669000
1919650,,IA,1,1039,16735000,1932000,7803000,7000000,5628000,13564000
1919710,,IA,1,378,6666000,1134000,2980000,2552000,1575000,4599000
1919740,,IA,1,209,5958000,826000,2023000,3109000,1647000,3663000
1919800,,IA,1,165,3219000,321000,1666000,1232000,796000,2497000
1919860,,IA,1,638,12437000,1670000,4521000,6246000,4755000,8295000
1919890,,IA,1,1867,30798000,3545000,16451000,10802000,8531000,23897000
1920040,,IA,1,1414,21223000,1953000,9263000,10007000,5999000,16798000
1920100,,IA,1,292,4432000,569000,2022000,1841000,1085000,3421000
1920130,,IA,1,4732,72392000,8983000,42418000,20991000,18991000,57157000
1920190,,IA,1,592,9553000,1128000,4892000,3533000,2723000,7438000
1920250,,IA,1,1535,25496000,2241000,12366000,10889000,7538000,19361000
1920340,,IA,1,1026,16033000,1748000,6789000,7496000,5642000,12926000
1920460,,IA,1,587,9098000,1062000,4598000,3438000,2182000,6777000
1920580,,IA,1,557,9488000,1132000,3328000,5028000,3798000,7228000
1920610,,IA,1,2865,48392000,6128000,26589000,15675000,12568000,36123000
1920760,,IA,1,821,13647000,1480000,6151000,6016000,3846000,10098000
1920820,,IA,1,536,9890000,1213000,4632000,4045000,2451000,6345000
1920850,,IA,1,623,9787000,985000,3671000,5131000,3334000,7069000
1920910,,IA,1,2084,29982000,2080000,16016000,11886000,9721000,23540000
1920940,,IA,1,3376,46454000,4024000,24437000,17993000,14526000,36864000
1921000,,IA,1,488,7420000,808000,3433000,3179000,2409000,6290000
1921090,,IA,1,879,13337000,1239000,4425000,7673000,3507000,10838000
1921210,,IA,1,580,10082000,871000,4046000,5165000,3322000,7031000
1921240,,IA,1,3552,51422000,4108000,29287000,18027000,15233000,37343000
1921600,,IA,1,969,16522000,1390000,7452000,7680000,6913000,11690000
1921630,,IA,1,1345,24956000,5036000,12466000,7454000,4852000,17734000
1921660,,IA,1,739,12124000,1119000,4439000,6566000,4491000,8064000
1921810,,IA,1,149,4868000,472000,1200000,3196000,1649000,2402000
1921840,,IA,1,985,14607000,1660000,7148000,5799000,4685000,11686000
1921870,,IA,1,2135,35504000,3966000,19843000,11695000,9233000,26557000
1922110,,IA,1,4861,74645000,13003000,47219000,14423000,11700000,58537000
1922380,,IA,1,202,3687000,314000,1541000,1832000,1303000,2616000
1922440,,IA,1,667,12203000,1662000,4744000,5797000,4093000,9574000
1922470,,IA,1,2463,38148000,3018000,16628000,18502000,14953000,28790000
1922530,,IA,1,1808,32265000,5335000,17486000,9444000,7596000,24661000
1923110,,IA,1,5549,76890000,5494000,40846000,30550000,25727000,58029000
1923160,,IA,1,769,11384000,1116000,5648000,4620000,3303000,8791000
1923190,,IA,1,737,14916000,1015000,3797000,10104000,7934000,10034000
1923340,,IA,1,686,13052000,2456000,6915000,3681000,2750000,9913000
1924000,,IA,1,1093,19389000,3110000,8806000,7473000,5783000,12875000
1924150,,IA,1,398,7296000,1236000,2006000,4054000,2910000,5353000
1924660,,IA,1,974,14837000,1452000,7363000,6022000,4971000,11170000
1924870,,IA,1,1106,16316000,1513000,7617000,7186000,4908000,12725000
1924960,,IA,1,419,7437000,915000,3128000,3394000,2688000,5394000
1925050,,IA,1,165,3958000,315000,1850000,1793000,1390000,2513000
1925200,,IA,1,586,11309000,870000,4450000,5989000,4644000,7437000
1925320,,IA,1,1356,25777000,2730000,6420000,16627000,12907000,19703000
1925590,,IA,1,1713,25510000,2386000,9825000,13299000,8258000,20668000
1925620,,IA,1,251,5442000,1572000,1985000,1885000,1376000,3669000
1925920,,IA,1,759,12466000,1104000,5545000,5817000,4810000,9111000
1925980,,IA,1,1207,18952000,2358000,9423000,7171000,5040000,13592000
1926070,,IA,1,1084,18372000,3354000,8681000,6337000,4621000,14278000
1926250,,IA,1,515,7595000,715000,3093000,3787000,2439000,6726000
1926280,,IA,1,575,9021000,1307000,4711000,3003000,2422000,7012000
1926370,,IA,1,1689,27481000,2640000,12362000,12479000,10167000,19557000
1926400,,IA,1,15121,223733000,32456000,148728000,42549000,35935000,180555000
1926580,,IA,1,1511,23174000,1676000,10809000,10689000,8494000,15994000
1926640,,IA,1,699,12439000,1165000,4561000,6713000,4429000,8316000
1926670,,IA,1,135,4104000,487000,1833000,1784000,1511000,2213000
1926730,,IA,1,1488,25424000,3471000,14385000,7568000,5906000,19474000
1926790,,IA,1,541,10005000,1219000,4384000,4402000,3455000,7144000
1926820,,IA,1,7350,115944000,11635000,60362000,43947000,32859000,87568000
1926850,,IA,1,486,9111000,868000,4824000,3419000,2206000,6800000
1926910,,IA,1,2329,34915000,3485000,17407000,14023000,9633000,27347000
1927000,,IA,1,1269,19285000,1360000,4896000,13029000,10339000,14764000
1927060,,IA,1,436,8155000,602000,3364000,4189000,2399000,4990000
1927240,,IA,1,281,3821000,492000,1696000,1633000,969000,3176000
1927270,,IA,1,592,10357000,1295000,5140000,3922000,3052000,7851000
1927390,,IA,1,2869,45155000,6350000,26121000,12684000,8626000,35834000
1927500,,IA,1,859,16982000,1570000,7350000,8062000,7022000,10079000
1927600,,IA,1,830,13219000,1414000,6224000,5581000,4390000,10142000
1927870,,IA,1,960,14241000,1234000,7360000,5647000,3862000,11063000
1927960,,IA,1,804,11557000,742000,4451000,6364000,3566000,8665000
1927990,,IA,1,719,11180000,1063000,5665000,4452000,3295000,8198000
1928020,,IA,1,213,4437000,460000,2293000,1684000,1491000,2917000
1928050,,IA,1,377,6923000,654000,3530000,2739000,2226000,5537000
1928110,,IA,1,373,6644000,750000,2708000,3186000,2378000,5348000
1928170,,IA,1,335,6413000,600000,2874000,2939000,1840000,4068000
1928230,,IA,1,850,12407000,852000,5948000,5607000,3922000,9638000
1928680,,IA,1,4241,72776000,6212000,27301000,39263000,26749000,52277000
1928980,,IA,1,852,16221000,2594000,7944000,5683000,4642000,11790000
1929010,,IA,1,1045,13913000,1023000,6336000,6554000,4115000,9700000
1929310,,IA,1,1573,26096000,2658000,12976000,10462000,8550000,20017000
1929490,,IA,1,512,8736000,1254000,3965000,3517000,2500000,6631000
1929580,,IA,1,814,13208000,1338000,6081000,5789000,4928000,10278000
1929730,,IA,1,531,9636000,1217000,4665000,3754000,2705000,7510000
1929760,,IA,1,743,11582000,957000,5780000,4845000,3117000,9175000
1930240,,IA,1,1674,29224000,3601000,15184000,10439000,7890000,22820000
1930480,,IA,1,10700,186358000,37438000,106031000,42889000,38317000,147689000
1930510,,IA,1,12431,207017000,12601000,92283000,102133000,91382000,143930000
1930540,,IA,1,2355,34121000,2966000,17573000,13582000,9736000,28852000
1930560,,IA,1,634,9546000,1385000,4386000,3775000,2925000,7552000
1930630,,IA,1,1887,29844000,3813000,15532000,10499000,8915000,22941000
1930720,,IA,1,373,6240000,610000,2111000,3519000,2631000,4196000
1930750,,IA,1,851,13945000,983000,5712000,7250000,6107000,10187000
1930780,,IA,1,925,12689000,1455000,3992000,7242000,3067000,9632000
1930870,,IA,1,317,6145000,863000,1867000,3415000,2462000,3879000
1930900,,IA,1,1392,22742000,2274000,11120000,9348000,7688000,18020000
1930930,,IA,1,9285,162076000,14957000,64389000,82730000,67872000,120335000
1930960,,IA,1,315,6183000,708000,2419000,3056000,2118000,4925000
1930990,,IA,1,1305,18993000,2208000,11311000,5474000,4489000,14798000
1931020,,IA,1,966,14595000,1630000,6926000,6039000,4866000,10821000
1931080,,IA,1,993,13651000,963000,6729000,5959000,3705000,10220000
1931110,,IA,1,630,11851000,1377000,5020000,5454000,4601000,8034000
1931290,,IA,1,806,14487000,1567000,7912000,5008000,4108000,10907000
1931350,,IA,1,3725,55175000,5737000,25769000,23669000,17650000,43422000
1931470,,IA,1,607,10470000,891000,4369000,5210000,3691000,7736000
1931620,,IA,1,186,3859000,347000,1391000,2121000,1579000,2726000
1931680,,IA,1,1243,19317000,1750000,9312000,8255000,6263000,14998000
1931800,,IA,1,957,14056000,980000,7028000,6048000,3998000,10796000
1931830,,IA,1,416,5978000,810000,2541000,2627000,1616000,4651000
1931860,,IA,1,1767,28620000,2733000,14048000,11839000,10002000,19820000
1931920,,IA,1,532,9244000,1151000,3936000,4157000,2956000,7131000
1931950,,IA,1,587,9806000,1220000,4653000,3933000,2868000,7485000
1932010,,IA,1,1170,18690000,1638000,8350000,8702000,5870000,15510000
1999017,,IA,1,1114,17025000,1685000,8457000,6883000,5200000,13236000
2000001,,KS,1,694,10461000,717000,6923000,2821000,2263000,9436000
2000002,,KS,1,1336,12450000,783000,9317000,2350000,1768000,12027000
2000003,,KS,1,1674,27933000,2888000,15445000,9600000,3510000,24289000
2000004,,KS,1,1267,17298000,1105000,12644000,3549000,2792000,13785000
2000006,,KS,1,943,14083000,749000,8853000,4481000,4012000,11915000
2000007,,KS,1,468,6898000,483000,4492000,1923000,1399000,6636000
2000012,,KS,1,469,6343000,473000,3895000,1975000,1545000,5829000
2000013,,KS,1,74,1734000,103000,945000,686000,485000,1687000
2000014,,KS,1,524,8640000,709000,6368000,1563000,1076000,8126000
2000015,,KS,1,2330,37363000,3276000,26379000,7708000,6382000,30277000
2000016,,KS,1,817,17381000,1357000,7367000,8657000,4322000,13723000
2000017,,KS,1,969,15351000,984000,9501000,4866000,4057000,13040000
2000019,,KS,1,122,13732000,1188000,11064000,1480000,,11784000
2000020,,KS,1,123,3021000,237000,1593000,1191000,704000,2722000
2000023,,KS,1,364,5989000,437000,3804000,1748000,1338000,5543000
2000028,,KS,1,361,6149000,703000,3867000,1579000,1391000,6067000
2000029,,KS,1,411,5632000,440000,3687000,1505000,1259000,5350000
2000030,,KS,1,525,8639000,620000,5247000,2772000,2374000,7440000
2000346,,KS,1,181,3909000,323000,2388000,1198000,890000,4203000
2000348,,KS,1,356,5572000,266000,3437000,1869000,1538000,5853000
2000350,,KS,1,1086,16709000,1240000,9626000,5843000,3718000,14977000
2000351,,KS,1,637,8597000,786000,6654000,1157000,802000,8364000
2000353,,KS,1,752,10896000,1128000,5859000,3909000,1868000,10715000
2003180,,KS,1,1522,21645000,1662000,15393000,4590000,2849000,18936000
2003200,,KS,1,6109,84984000,8264000,56932000,19788000,16614000,73778000
2003210,,KS,1,317,6704000,328000,3814000,2562000,1903000,6067000
2003240,,KS,1,424,6967000,467000,4632000,1868000,1469000,6696000
2003270,,KS,1,161,3278000,69000,1938000,1271000,605000,3172000
2003300,,KS,1,1586,21040000,2093000,16327000,2620000,1656000,19083000
2003360,,KS,1,8720,82300000,3543000,53694000,25063000,18793000,64806000
2003390,,KS,1,795,13595000,1642000,9150000,2803000,1949000,13046000
2003430,,KS,1,169,3144000,199000,2314000,631000,496000,3139000
2003450,,KS,1,2783,45117000,3074000,36603000,5440000,3992000,37257000
2003480,,KS,1,472,7813000,802000,6061000,950000,575000,7268000
2003510,,KS,1,208,3692000,131000,2436000,1125000,629000,3227000
2003540,,KS,1,1580,24744000,2513000,18349000,3882000,3111000,21604000
2003570,,KS,1,172,3189000,225000,2301000,663000,371000,3385000
2003630,,KS,1,2024,29276000,1745000,21603000,5928000,4478000,22419000
2003720,,KS,1,1357,19639000,1176000,13779000,4684000,3658000,16068000
2003780,,KS,1,2996,48065000,3025000,27272000,17768000,8218000,38220000
2003810,,KS,1,883,13693000,740000,11160000,1793000,1082000,12331000
2003870,,KS,1,820,19799000,2013000,8796000,8990000,1952000,17109000
2003900,,KS,1,605,9789000,563000,7798000,1428000,1132000,8754000
2003960,,KS,1,597,9222000,685000,6680000,1857000,1489000,8222000
2004020,,KS,1,237,4161000,260000,2894000,1007000,772000,3796000
2004050,,KS,1,2552,39417000,2901000,26403000,10113000,7776000,34415000
2004080,,KS,1,141,2542000,132000,1672000,738000,622000,2447000
2004140,,KS,1,236,4093000,367000,2679000,1047000,919000,3869000
2004170,,KS,1,167,3570000,218000,2267000,1085000,947000,3179000
2004200,,KS,1,2395,32483000,2227000,21639000,8617000,6267000,26415000
2004230,,KS,1,307,5677000,387000,4253000,1037000,848000,4896000
2004260,,KS,1,281,4328000,337000,3510000,481000,301000,4389000
2004290,,KS,1,828,19384000,1843000,8392000,9149000,5084000,16991000
