building_irn,building_name,district_irn,district_name,county,enrollment,chronic_absenteeism,achievement_star_rating,performance_index_2425,performance_index_2324,performance_index_2223
029108,Swanton Elementary School,047092,Swanton Local,Fulton,425,10.7,4,98.4,93.7,96.1
029140,Park Layne Elementary School,046243,Tecumseh Local,Clark,423,18.5,,NC,NC,NC
029157,Western Elementary School,049155,Western Local,Pike,169,26.1,2,68.6,71.3,75.9
029181,Parkmoor Elementary School,043802,Columbus City Schools District,Franklin,311,26.7,3,78.4,77.6,72.9
029207,Dover Intermediate School,045062,Westlake City,Cuyahoga,473,12.7,5,103.5,100.2,100.3
029223,Gilles-Sweet Elementary School,043976,Fairview Park City,Cuyahoga,626,7.0,5,102.0,100.4,97.8
029249,Parkview Elementary School,045120,Wooster City,Wayne,262,10.6,4,89.6,79.8,84.6
029256,Alliance Early Learning School,043497,Alliance City,Stark,408,32.2,,NC,NC,NC
029272,Parkway Middle School,048579,Parkway Local,Mercer,282,7.3,4,92.7,90.8,95.3
029280,Parkway High School,048579,Parkway Local,Mercer,287,14.4,4,93.0,91.6,90.8
029306,Northwood Intermediate School,044784,Sidney City,Shelby,441,17.2,2,73.7,77.6,77.5
029322,Parkwood Elementary School,047241,Beavercreek City,Greene,543,11.1,4,95.9,93.4,90.2
029355,Parsons Elementary School,043802,Columbus City Schools District,Franklin,371,60.3,2,59.6,52.8,49.4
029363,Pataskala Elementary School,048041,Southwest Licking Local,Licking,457,14.4,3,87.7,89.2,87.7
029371,Stephanie Tubbs Jones,043786,Cleveland Municipal,Cuyahoga,237,59.2,1,39.9,40.8,39.2
029413,Paul L Dunbar Elementary School,043786,Cleveland Municipal,Cuyahoga,390,46.8,2,69.4,70.0,67.9
029447,Paulding Middle School,045575,Paulding Exempted Village,Paulding,247,9.0,3,82.9,78.0,79.8
029454,Paulding High School,045575,Paulding Exempted Village,Paulding,318,11.4,3,81.9,77.0,78.2
029462,Payne Elementary School,049031,Wayne Trace Local,Paulding,258,13.5,4,91.7,94.0,96.6
029470,Wayne Trace High School,049031,Wayne Trace Local,Paulding,369,14.8,4,90.8,89.4,91.3
029520,Peebles Elementary School,061903,Adams County Ohio Valley Local,Adams,548,28.2,3,81.3,87.5,84.9
029538,Peebles High School,061903,Adams County Ohio Valley Local,Adams,345,33.1,3,86.9,84.1,79.2
029553,Wyoming Middle School,045146,Wyoming City,Hamilton,623,12.5,5,107.0,106.4,104.4
029561,Keystone Elementary School,048165,Keystone Local,Lorain,656,8.6,3,85.0,88.9,88.2
029579,Campbell Elementary School,043703,Campbell City,Mahoning,614,35.7,2,74.5,77.6,74.2
029629,Briar Middle School,046813,Perkins Local,Erie,414,13.3,3,83.0,82.2,85.9
029637,Perkins High School,046813,Perkins Local,Erie,489,16.9,4,93.8,91.0,88.2
029652,Perrin Woods Elementary School,044818,Springfield City School District,Clark,373,28.9,1,53.4,52.2,47.3
029678,Perry Elementary School,048835,East Muskingum Local,Muskingum,187,10.7,,NC,NC,NC
029686,Perry Elementary School,045781,Perry Local,Allen,408,19.9,3,83.4,80.6,76.5
029694,Perry High School,045781,Perry Local,Allen,249,29.3,3,80.2,76.9,80.3
029702,Perry High School,049924,Perry Local,Stark,1330,27.4,4,90.6,90.0,89.7
029710,Perry High School,047902,Perry Local,Lake,487,16.5,4,98.2,98.1,94.7
029728,Perry Middle School,047902,Perry Local,Lake,446,18.4,4,92.7,91.0,89.9
029736,Perrysburg Junior High School,045583,Perrysburg Exempted Village,Wood,820,8.7,5,102.6,99.5,101.5
029744,Perrysburg High School,045583,Perrysburg Exempted Village,Wood,1545,10.4,5,104.6,105.3,104.7
029785,Pettisville Elementary School,047076,Pettisville Local,Fulton,259,3.4,4,99.7,99.8,96.4
029793,Pettisville High School,047076,Pettisville Local,Fulton,207,9.4,4,91.5,97.0,96.0
029801,Pfeiffer Elementary School,043489,Akron City,Summit,198,37.8,2,56.7,66.3,62.8
029819,Phillips School,044321,Marietta City,Washington,204,13.5,,NC,NC,NC
029843,Philo High School,048843,Franklin Local,Muskingum,423,24.4,3,85.5,82.7,82.2
029868,Pickerington Elementary School,046896,Pickerington Local,Fairfield,556,5.1,4,92.5,86.3,81.3
029876,Pickerington High School Central,046896,Pickerington Local,Fairfield,1693,28.4,3,85.1,84.8,84.7
029892,Pickett Elementary School,044909,Toledo City,Lucas,217,49.7,1,48.7,46.3,47.6
029991,Piketon Jr/Sr High School,049130,Scioto Valley Local,Pike,642,27.7,2,74.0,71.1,72.2
030023,Pine Intermediate School,044529,North Olmsted City,Cuyahoga,511,13.6,4,90.9,89.8,85.6
030031,Frank Elementary School,045583,Perrysburg Exempted Village,Wood,462,6.0,4,99.8,103.3,106.2
030064,North Central Elementary School,050641,North Central Local,Williams,301,10.9,3,86.8,88.8,90.3
030098,Piqua High School,044644,Piqua City,Miami,733,42.7,3,83.2,81.6,80.3
030106,Miami View Elementary School,046276,Southeastern Local,Clark,419,17.4,3,85.9,85.8,85.4
030130,Plain City Elementary School,048264,Jonathan Alder Local,Madison,709,8.4,5,100.2,98.1,98.6
030148,New Albany Primary School,046995,New Albany-Plain Local,Franklin,993,4.8,5,104.9,105.9,104.2
030155,New Albany High School,046995,New Albany-Plain Local,Franklin,1567,15.7,5,104.4,101.6,102.7
030205,Pleasant Elementary School,048421,Pleasant Local,Marion,483,13.2,4,89.5,91.1,88.6
030213,Pleasant Middle School,048421,Pleasant Local,Marion,436,18.8,3,85.5,85.8,89.1
030221,Pleasant Elementary School,044560,Norwalk City,Huron,391,13.2,4,99.8,99.1,101.2
030270,Charles L Seipelt Elementary School,045500,Milford Exempted Village,Clermont,412,11.6,4,94.8,94.9,91.5
030288,Pleasant Hill Academy,043752,Cincinnati Public Schools,Hamilton,435,57.8,1,53.1,52.1,47.5
030304,Pleasant High School,048421,Pleasant Local,Marion,327,14.4,4,92.0,93.6,84.3
030312,Pleasant Ridge Montessori School,043752,Cincinnati Public Schools,Hamilton,735,25.5,3,81.5,76.7,75.5
030320,Pleasant Run Elementary School,047365,Northwest Local,Hamilton,749,23.6,3,82.4,81.2,76.9
030353,Pleasant Valley Elementary School,044636,Parma City,Cuyahoga,969,18.9,4,93.2,89.8,88.2
030395,Pleasantville Elementary School,046870,Fairfield Union Local,Fairfield,352,13.3,4,90.5,93.2,94.8
030429,Plymouth High School,049460,Plymouth-Shiloh Local,Richland,118,17.5,3,87.2,80.1,86.8
030437,Madison Elementary School,046128,Madison Local,Butler,713,13.2,4,91.5,97.8,97.7
030445,Poland Middle School,048348,Poland Local,Mahoning,382,13.3,5,102.6,101.1,99.8
030452,Poland Seminary High School,048348,Poland Local,Mahoning,728,22.7,4,94.7,94.9,94.1
030528,Barberton Intermediate School,043539,Barberton City,Summit,661,27.5,3,81.3,78.1,78.7
030536,Portage Path Community Learning Center,043489,Akron City,Summit,296,35.2,2,60.7,58.5,57.0
030569,Portsmouth Junior High School/Portsmouth High School,044669,Portsmouth City,Scioto,625,41.8,2,69.6,65.2,65.9
030585,Portsmouth West High School,049650,Washington-Nile Local,Scioto,249,31.5,3,83.6,73.0,73.8
030593,Shawnee Elementary School,046284,Clark-Shawnee Local,Clark,986,12.4,3,86.6,85.7,86.1
030635,Powers Elementary School,045195,Amherst Exempted Village,Lorain,1116,13.5,4,89.4,91.7,97.1
030643,Powhatan Elementary School,048652,Switzerland of Ohio Local,Belmont,202,38.5,2,70.7,68.4,72.9
030676,Prairie Lincoln Elementary School,044800,South-Western City,Franklin,508,27.0,2,70.6,66.5,62.5
030684,Prairie Norton Elementary School,044800,South-Western City,Franklin,513,20.0,2,76.5,74.5,70.2
030692,Prass Elementary School,044180,Kettering City School District,Montgomery,427,6.9,5,101.8,107.4,106.8
030700,Preston Elementary School,043836,Cuyahoga Falls City School District,Summit,240,15.1,3,83.7,81.8,82.5
030742,Princeton Community Middle School,044677,Princeton City,Hamilton,1253,26.1,2,75.9,70.7,71.7
030759,Princeton High School,044677,Princeton City,Hamilton,1505,25.0,3,88.0,83.3,83.7
030783,Eastern Heights Elementary School,043943,Elyria City Schools,Lorain,563,20.4,2,69.5,71.9,70.3
030825,Elgin Elementary School,048413,Elgin Local,Marion,493,23.0,3,86.5,87.2,90.1
030833,Port Clinton Middle School,044651,Port Clinton City,Ottawa,285,18.9,3,87.4,82.8,86.7
030841,Port Clinton High School,044651,Port Clinton City,Ottawa,409,23.3,4,92.4,90.0,92.1
030866,Port Washington Elementary School,050286,Indian Valley Local,Tuscarawas,378,7.7,5,104.5,102.2,103.4
030890,Put-In-Bay Elementary School,048975,Put-In-Bay Local,Ottawa,49,5.3,2,76.3,85.1,83.1
030908,Put-In-Bay High School,048975,Put-In-Bay Local,Ottawa,25,26.8,3,87.4,80.3,90.8
030916,Putman Elementary School,046383,Blanchester Local,Clinton,479,18.0,5,101.0,100.2,92.0
030932,Pymatuning Valley High School,045880,Pymatuning Valley Local School District,Ashtabula,333,32.8,3,79.6,75.4,74.4
030973,R C Waters Elementary School,048926,Benton Carroll Salem Local,Ottawa,358,6.3,4,99.8,94.6,100.6
031021,Ragersville Elementary School,050278,Garaway Local,Tuscarawas,146,2.5,4,98.6,98.1,105.2
031039,Rainsboro Elementary School,045401,Greenfield Exempted Village,Highland,223,21.5,3,81.2,82.0,78.0
031054,Waterloo Middle School,049247,Waterloo Local,Portage,131,25.2,2,76.8,83.0,84.1
031070,Ransom H Barr Elementary School,049932,Plain Local,Stark,362,16.6,4,94.6,95.8,97.9
031104,Ravenna High School,044685,Ravenna City,Portage,510,48.3,2,75.2,70.9,67.2
031120,Cory-Rawson Elementary School,047431,Cory-Rawson Local,Hancock,240,11.7,3,81.6,80.6,82.5
031138,East High School,045161,Youngstown City,Mahoning,574,79.3,2,57.1,49.0,45.7
031153,Raymer Elementary School,044909,Toledo City,Lucas,378,48.5,1,53.3,52.9,50.5
031179,Raymond Elementary School,045476,Marysville Exempted Village,Union,242,7.9,4,95.5,98.6,97.2
031187,Reading Junior Senior High School,044693,Reading Community City,Hamilton,616,34.2,3,80.4,78.2,80.5
031195,J W Reason Elementary School,047019,Hilliard City,Franklin,479,11.3,3,79.3,81.1,84.2
031203,South  Elementary School,047886,Madison Local,Lake,506,16.3,4,94.8,95.3,91.7
031211,Redwood Elementary School,048124,Avon Lake City,Lorain,393,10.1,5,108.0,105.7,109.2
031245,Hubbard Middle School,045427,Hubbard Exempted Village,Trumbull,529,19.1,3,83.9,80.7,86.8
031252,Georgetown Elementary School,045377,Georgetown Exempted Village,Brown,549,11.0,4,90.3,90.0,91.5
031328,Reilly Elementary School,044735,Salem City,Columbiana,284,23.5,3,82.6,86.4,87.6
031369,Galion Intermediate Elementary School,044024,Galion City,Crawford,378,17.4,3,81.5,81.1,80.2
031393,Revere High School,050054,Revere Local,Summit,896,16.7,5,105.0,104.0,100.4
031401,Reynolds Elementary School,044909,Toledo City,Lucas,342,55.4,1,43.0,40.7,43.0
031468,Richard Avenue Elementary School,044800,South-Western City,Franklin,424,23.9,3,82.6,77.1,79.7
031476,Richardson Elementary School,043836,Cuyahoga Falls City School District,Summit,315,12.5,4,94.9,90.6,89.9
031559,Willard Middle School,045096,Willard City,Huron,301,23.7,3,79.5,75.7,73.1
031575,Richmond Heights Elementary School,046599,Richmond Heights Local,Cuyahoga,373,30.5,2,64.4,60.9,62.6
031583,Richmond Heights High School,046599,Richmond Heights Local,Cuyahoga,244,31.6,2,77.5,74.1,70.7
031617,Ridge-Brook Elementary School,044636,Parma City,Cuyahoga,349,14.9,3,86.1,79.8,80.0
031666,Ridgedale Jr/Sr High School,048439,Ridgedale Local,Marion,313,20.3,2,75.6,76.7,79.3
031674,Ridgemont Elementary School,047506,Ridgemont Local,Hardin,208,3.3,2,76.4,78.3,83.9
031682,Ridgeview Elementary School,045856,Buckeye Local,Ashtabula,396,29.2,3,84.4,88.2,86.0
031690,Archbold Middle School,047043,Archbold-Area Local,Fulton,344,6.1,4,97.8,98.2,95.5
031716,Ridgemont High School,047506,Ridgemont Local,Hardin,244,9.3,3,79.2,83.1,76.1
031724,Ridgewood Elementary School,047019,Hilliard City,Franklin,605,5.8,4,98.4,95.9,93.7
031732,Ridgewood High School,046474,Ridgewood Local,Coshocton,369,18.4,3,86.8,88.0,90.5
031740,Ridgeview Middle School,043802,Columbus City Schools District,Franklin,492,38.8,2,67.0,65.5,66.8
031757,Fostoria Elementary School,043992,Fostoria City,Seneca,1061,25.5,2,70.5,71.6,70.7
031773,Rimer Community Learning Center,043489,Akron City,Summit,281,39.6,2,75.8,85.3,78.9
031781,Rio Grande Elementary School,044032,Gallipolis City,Gallia,238,10.7,3,84.7,85.5,82.6
031815,Ripley-Union-Lewis-Huntington Senior High School,046078,Ripley-Union-Lewis-Huntington Local,Brown,187,30.6,2,71.3,74.7,67.3
031831,Rittman High School,045591,Rittman Exempted Village,Wayne,184,11.9,4,94.8,96.5,94.5
031849,Ritzman Community Learning Center,043489,Akron City,Summit,322,29.9,3,85.7,86.6,85.4
031856,River High School,048652,Switzerland of Ohio Local,Monroe,178,40.0,2,76.8,73.1,73.2
031872,River Valley High School,048447,River Valley Local,Marion,432,15.6,4,89.3,87.2,83.7
031880,River View High School,046482,River View Local,Coshocton,634,30.5,3,82.9,78.7,79.3
031898,Riverdale High School,047514,Riverdale Local,Hancock,272,23.2,3,85.4,73.9,73.7
031914,Riverside Elementary School,048090,Riverside Local,Logan,325,16.5,3,85.7,86.0,89.5
031955,Riverside Elementary School,044909,Toledo City,Lucas,356,44.5,2,57.6,57.2,57.4
031963,Riverside School,043786,Cleveland Municipal,Cuyahoga,507,31.7,2,75.9,72.2,70.8
031989,Riverside Jr/Sr High School,047894,Riverside Local,Lake,1461,35.0,3,86.8,88.3,86.6
031997,Riverside High School,048090,Riverside Local,Logan,205,22.9,3,83.7,83.8,82.7
032011,Riverview Elementary School,044834,Stow-Munroe Falls City School District,Summit,274,9.2,4,93.3,92.9,84.5
032060,Robert H Jamison School,043786,Cleveland Municipal,Cuyahoga,386,55.3,1,41.3,41.8,41.3
032078,Stevenson Elementary,044073,Grandview Heights Schools,Franklin,344,5.1,5,105.6,102.5,106.2
032086,Roberts Academy,043752,Cincinnati Public Schools,Hamilton,708,26.1,2,58.3,57.6,54.5
032102,Robinson Elementary School,044909,Toledo City,Lucas,413,49.7,1,46.4,48.6,49.8
032128,Robinson G Jones Elementary School,043786,Cleveland Municipal,Cuyahoga,452,38.2,3,85.1,79.4,72.0
032136,Robinwood Lane Elementary School,048306,Boardman Local,Mahoning,343,22.8,4,90.0,94.8,97.8
032144,Rock Creek Elementary School,045872,Jefferson Area Local,Ashtabula,313,17.4,3,85.3,87.5,87.2
032177,Rockdale Academy,043752,Cincinnati Public Schools,Hamilton,229,71.2,2,57.5,53.5,56.5
032235,Rocky River Middle School,044701,Rocky River City,Cuyahoga,574,8.7,5,110.7,107.8,108.3
032243,Rocky River High School,044701,Rocky River City,Cuyahoga,778,20.7,5,109.1,110.8,110.9
032276,Rogers High School,044909,Toledo City,Lucas,688,41.9,1,54.6,56.6,55.1
032359,Roosevelt Elementary School,044198,Lakewood City,Cuyahoga,232,15.2,4,97.6,100.8,102.1
032391,Hubbard  Elementary School,045427,Hubbard Exempted Village,Trumbull,667,19.8,4,95.9,94.8,95.7
032433,East Garfield Elementary School,044826,Steubenville City,Jefferson,377,5.0,5,100.2,104.3,102.8
032441,Martin Luther King Academy for Boys Elementary School,044909,Toledo City,Lucas,149,40.4,1,48.9,55.8,57.2
032482,Spring Hill Elementary,050062,Springfield Local,Summit,479,23.7,2,68.9,80.6,NC
032490,Roosevelt Elementary School,050229,McDonald Local,Trumbull,383,14.6,4,95.3,95.2,93.0
032508,Theodore Roosevelt High School,044164,Kent City,Portage,1102,34.4,4,89.9,89.5,91.0
032540,Roosevelt Middle School,044818,Springfield City School District,Clark,412,41.6,2,56.5,54.0,56.5
032581,Zanesville Middle School,045179,Zanesville City,Muskingum,441,38.5,2,65.7,63.1,64.7
032599,Rootstown Elementary School,049213,Rootstown Local,Portage,404,14.1,4,94.1,87.4,84.1
032607,Rootstown/Ward Davis Bldg High School,049213,Rootstown Local,Portage,270,22.8,3,89.0,84.3,86.9
032615,Rootstown/Mabel Schnee Bldg Middle School,049213,Rootstown Local,Portage,226,17.7,3,85.0,84.2,84.2
032631,Rose Hill Elementary School,047001,Reynoldsburg City,Franklin,394,15.6,2,75.8,77.9,71.4
032664,Miller Ridge Elementary School,044404,Middletown City,Butler,384,17.9,3,81.0,80.2,77.4
032680,Roselawn Condon School,043752,Cincinnati Public Schools,Hamilton,398,49.2,1,55.2,56.6,50.3
032698,Rosemore Middle School,045070,Whitehall City,Franklin,787,34.0,2,61.6,60.5,64.8
032706,Clay Elementary School,049601,Clay Local,Scioto,319,18.3,3,84.6,91.4,86.5
032748,Ross Middle School,046144,Ross Local,Butler,611,14.5,4,95.6,92.5,92.0
032755,Ross High School,046144,Ross Local,Butler,634,26.1,4,94.6,94.1,93.0
032763,Rossford High School,045609,Rossford Exempted Village,Wood,362,26.5,3,80.9,79.7,83.0
032797,Rothenberg Preparatory Academy,043752,Cincinnati Public Schools,Hamilton,334,63.1,1,52.4,45.2,45.6
032805,Upper Scioto Valley Elementary School,047522,Upper Scioto Valley Local,Hardin,259,18.9,3,88.9,87.3,79.9
032813,Conneaut Middle School,043810,Conneaut Area City,Ashtabula,355,29.3,3,78.2,77.9,77.6
032821,Rowland Elementary School,044792,South Euclid-Lyndhurst City,Cuyahoga,483,28.5,3,84.4,79.3,76.1
032839,Roxboro Elementary School,043794,Cleveland Heights-University Heights City,Cuyahoga,247,20.4,4,90.9,89.2,83.5
032847,Roxboro Middle School,043794,Cleveland Heights-University Heights City,Cuyahoga,545,35.5,2,72.2,66.2,70.2
032854,Grace L Roxbury Elementary School,046607,Solon City,Cuyahoga,479,4.0,5,116.9,116.0,114.0
032862,Royal Manor Elementary School,046961,Gahanna-Jefferson City,Franklin,417,15.8,3,86.4,85.0,85.4
032904,Royalview Elementary School,045104,Willoughby-Eastlake City,Lake,693,19.3,3,80.7,82.2,83.1
032912,Mayfair Elementary School,043901,East Cleveland City School District,Cuyahoga,132,43.6,1,54.9,48.3,43.3
032920,Otsego Junior High,050724,Otsego Local,Wood,343,15.3,3,86.7,84.8,82.3
032938,Clay Middle School,049601,Clay Local,Scioto,135,24.7,3,82.6,77.3,73.4
032961,Rushmore Elementary School,048751,Huber Heights City,Montgomery,626,21.5,2,77.5,80.3,77.8
033027,Harry Russell Elementary School,045054,West Carrollton City,Montgomery,229,20.9,3,84.8,88.4,82.2
033043,Russia Elementary School,049817,Russia Local,Shelby,226,2.7,5,112.0,108.8,109.2
033050,Russia High School,049817,Russia Local,Shelby,169,3.9,5,107.8,102.2,107.4
033084,Rutherford B Hayes High School,043877,Delaware City,Delaware,1424,23.2,4,94.4,86.5,86.5
033126,Firelands Middle School,048157,Firelands Local,Lorain,401,16.9,4,92.2,88.8,84.2
033134,South Avondale School,043752,Cincinnati Public Schools,Hamilton,372,73.5,1,52.0,47.5,44.6
033167,South Elementary School,045625,Upper Sandusky Exempted Village,Wyandot,129,8.3,5,105.5,96.6,89.5
033191,James A Harmon Elementary School,044800,South-Western City,Franklin,593,20.6,3,81.0,75.8,78.6
033217,South Lebanon Elementary School,050435,Kings Local,Warren,534,13.1,5,100.8,102.4,104.0
033241,Clyde Elementary School,045302,Clyde-Green Springs Exempted Village,Sandusky,503,14.9,,NC,80.2,82.3
033258,South Mifflin STEM Academy (K-6),043802,Columbus City Schools District,Franklin,229,44.1,3,80.2,81.3,73.7
033274,South Point Elementary School,047951,South Point Local,Lawrence,358,24.0,4,90.2,93.8,85.5
033282,South Point High School,047951,South Point Local,Lawrence,300,29.3,2,74.1,68.9,73.7
033290,South Point Middle School,047951,South Point Local,Lawrence,307,42.8,2,70.0,69.0,74.9
033340,South Side Middle School,045328,Columbiana Exempted Village,Columbiana,290,13.3,4,100.1,98.0,100.3
033399,Sabina Elementary School,046409,East Clinton Local,Clinton,370,20.4,4,96.7,94.1,93.3
033431,Salem Junior High School,044735,Salem City,Columbiana,324,36.4,3,79.8,78.7,80.5
