irn,district,distribution,counties,amount
045435,INDIAN HILL EXEMPTED VILLAGE,2021-01,1,61157.15
045443,LEETONIA EXEMPTED VILLAGE,2021-01,2,16237.58
045450,LISBON EXEMPTED VILLAGE,2021-01,1,22314.26
045468,LOUDONVILLE PERRYSVILLE,2021-01,4,30387.31
045476,MARYSVILLE EXEMPTED VILLAGE,2021-01,4,147148
045484,MECHANICSBURG EXEMPTED VILLAGE,2021-01,3,23999.45
045492,MENTOR EXEMPTED VILLAGE,2021-01,2,207820.74
045500,MILFORD EXEMPTED VILLAGE,2021-01,2,184111.22
045518,MILTON-UNION EXEMPTED VILLAGE,2021-01,3,39534.06
045526,MONTPELIER EXEMPTED VILLAGE,2021-01,1,21850.69
045534,MOUNT GILEAD EXEMPTED,2021-01,2,29170.53
045542,NEWCOMERSTOWN EXEMPTED VILLAGE,2021-01,3,25666.75
045559,NEW RICHMOND EXEMPTED,2021-01,1,59018.35
045567,NEWTON FALLS EXEMPTED VILLAGE,2021-01,3,27468.03
045575,PAULDING EXEMPTED VILLAGE SCH,2021-01,3,36714.71
045583,PERRYSBURG EXEMPTED VILLAGE,2021-01,2,149453.75
045591,RITTMAN EXEMPTED VILLAGE,2021-01,2,26629.94
045609,ROSSFORD EXEMPTED VILLAGE,2021-01,2,49383.95
045617,TIPP CITY EXEMPTED VILLAGE,2021-01,2,69143.63
045625,UPPER SANDUSKY E V SCHOOLS,2021-01,4,45713.76
045633,VERSAILLES EXEMPTED VILLAGE,2021-01,2,35466.49
045641,WAUSEON EXEMPTED VILLAGE,2021-01,2,50644.58
045658,WELLINGTON EXEMPTED VILLAGE,2021-01,2,29324.83
045666,WINDHAM EXEMPTED VILLAGE,2021-01,2,13342.74
045674,YELLOW SPRINGS EXEMPTED,2021-01,2,18574.27
045757,ALLEN EAST LOCAL SCHOOL,2021-01,2,29998.88
045765,BATH LOCAL SCHOOL DISTRICT,2021-01,1,51005.64
045773,ELIDA BOARD OF EDUCATION,2021-01,2,64331.87
045781,PERRY LOCAL SCHOOL DISTRICT,2021-01,2,21888.01
045799,SHAWNEE LOCAL SCHOOL DISTRICT,2021-01,2,68754.49
045807,SPENCERVILLE LOCAL SCHOOL,2021-01,4,27664.06
045823,HILLSDALE SCHOOLS,2021-01,3,23338.33
045831,MAPLETON LOCAL SCHOOL DISTRICT,2021-01,3,24113.91
045856,BUCKEYE LOCAL SCHOOL DISTRICT,2021-01,1,48934.83
045864,GRAND VALLEY LOCAL SCHOOL,2021-01,3,28980.65
045872,JEFFERSON AREA LOCAL SCHOOL,2021-01,1,47689.52
045880,PYMATUNING VALLEY LOCAL,2021-01,2,31047.58
045906,ALEXANDER LOCAL SCHOOL,2021-01,3,41648.82
045914,FEDERAL HOCKING LOCAL SCHOOL,2021-01,4,28115.57
045922,TRIMBLE LOCAL SCHOOL DISTRICT,2021-01,4,22221.63
045948,MINSTER LOCAL SCHOOL DISTRICT,2021-01,4,23901.66
045955,NEW BREMEN LOCAL SCHOOL,2021-01,3,21935.85
045963,NEW KNOXVILLE LOCAL SCHOOL,2021-01,2,10843.67
045971,WAYNESFIELD-GOSHEN LOCAL,2021-01,4,12989.91
045997,ST CLAIRSVILLE RICHLAND CITY,2021-01,3,46712.08
046003,SHADYSIDE LOCAL BOARD OF EDU,2021-01,1,20450.63
046011,UNION LOCAL SCHOOL DISTRICT,2021-01,2,40061.72
046037,EASTERN LOCAL SCHOOL DISTRICT,2021-01,3,34736.99
046045,FAYETTEVILLE-PERRY LOCAL,2021-01,4,22629.31
046060,WESTERN BROWN LOCAL SCHOOL,2021-01,3,81667.68
046078,RIPLEY UNION LEWIS HUNTINGTON,2021-01,3,21973.27
046094,EDGEWOOD CITY SCHOOL DISTRICT,2021-01,2,103983.53
046102,FAIRFIELD CITY SCHOOL DISTRICT,2021-01,2,282227.45
046110,LAKOTA LOCAL SCHOOL DISTRICT,2021-01,3,477385.03
046128,MADISON LOCAL SCHOOL DISTRICT,2021-01,2,40670.56
046136,NEW MIAMI LOCAL SCHOOL,2021-01,1,17833.83
046144,ROSS LOCAL SCHOOL DISTRICT,2021-01,2,80802.94
046151,TALAWANDA CITY SCHOOL DISTRICT,2021-01,2,83918.42
046177,BROWN LOCAL SCHOOL DISTRICT,2021-01,2,18917.04
046193,GRAHAM LOCAL SCHOOL DISTRICT,2021-01,5,45447.69
046201,TRIAD LOCAL SCHOOLS,2021-01,3,23259.56
046219,WEST LIBERTY SALEM LOCAL,2021-01,2,34108.65
046235,GREENON LOCAL SCHOOLS,2021-01,2,45260.08
046243,TECUMSEH LOCAL SCHOOL DISTRICT,2021-01,4,82891.61
046250,NORTHEASTERN LOCAL SCHOOL,2021-01,3,86679.56
046268,NORTHWESTERN LOCAL SCHOOL,2021-01,3,44276.55
046276,SOUTHEASTERN LOCAL SCHOOL,2021-01,3,20779.79
046284,CLARK-SHAWNEE LOCAL SCHOOL,2021-01,1,49415.73
046300,BATAVIA LOCAL SCHOOL DISTRICT,2021-01,1,64744.44
046318,BETHEL-TATE LOCAL SCHOOLS,2021-01,2,42634.05
046326,CLERMONT NORTHEASTERN SCHOOL,2021-01,2,39912.69
046334,FELICITY-FRANKLIN LOCAL,2021-01,2,21458.82
046342,GOSHEN LOCAL SCHOOLS,2021-01,2,80016.01
046359,WEST CLERMONT LOCAL SCH DIST.,2021-01,2,230449.65
046367,WILLIAMSBURG LOCAL SCHOOL,2021-01,2,27922.14
046383,BLANCHESTER LOCAL SCHOOL,2021-01,5,39506.01
046391,CLINTON-MASSIE LOCAL SCHOOL,2021-01,3,50040.62
046409,EAST CLINTON LOCAL SCHOOL,2021-01,4,35248.37
046425,BEAVER LOCAL SCHOOL DISTRICT,2021-01,1,49436.4
046433,CRESTVIEW LOCAL SCHOOL,2021-01,2,34307.99
046441,SOUTHERN LOCAL SCHOOL DISTRICT,2021-01,3,22145.3
046458,UNITED LOCAL SCHOOL DISTRICT,2021-01,2,33344.95
046474,RIDGEWOOD LOCAL BOARD OF,2021-01,3,36099.11
046482,RIVER VIEW LOCAL SCHOOL,2021-01,4,51700.32
046508,BUCKEYE CENTRAL LOCAL SCHOOL,2021-01,4,17427.47
046516,COLONEL CRAWFORD LOCAL SCHOOLS,2021-01,3,27368.17
046524,WYNFORD LOCAL SCHOOL DISTRICT,2021-01,4,33389.01
046557,CUYAHOGA HEIGHTS LOCAL SCHOOL,2021-01,2,22851.81
046565,INDEPENDENCE LOCAL SCHOOLS,2021-01,1,29828.74
046573,OLMSTED FALLS BOARD OF,2021-01,2,97734.12
046581,ORANGE CITY SCHOOL DISTRICT,2021-01,2,55378.4
046599,RICHMOND HEIGHTS LOCAL SCHOOL,2021-01,1,19094.91
046607,SOLON BOARD OF EDUCATION,2021-01,2,126885.22
046623,ANSONIA LOCAL SCHOOL DISTRICT,2021-01,1,20542.66
046631,ARCANUM BUTLER LOCAL SCHOOL,2021-01,1,29906.03
046649,FRANKLIN MONROE LOCAL SCHOOL,2021-01,2,15378.92
046672,MISSISSINAWA VALLEY LOCAL,2021-01,1,17790.4
046680,TRI-VILLAGE LOCAL SCHOOL DIST,2021-01,2,22137.69
046706,AYERSVILLE LOCAL SCH DIST.,2021-01,4,21290.6
046714,CENTRAL LOCAL SCHOOL DISTRICT,2021-01,3,27322.91
046722,NORTHEASTERN LOCAL SCHOOL,2021-01,3,30851.1
046748,BIG WALNUT LOCAL SCHOOLS,2021-01,4,109481
046755,BUCKEYE VALLEY LOCAL SCHOOL,2021-01,4,61767.03
046763,OLENTANGY LOCAL SCHOOLS,2021-01,2,623572.43
046789,EDISON LOCAL SCHOOLS,2021-01,2,40213.24
046797,KELLEYS ISLAND SCHOOL,2021-01,1,226.95
046805,MARGARETTA LOCAL SCHOOL DIST,2021-01,2,31721.01
046813,PERKINS LOCAL SCHOOL DISTRICT,2021-01,1,51631.71
046821,VERMILION LOCAL SCH DIST.,2021-01,2,48773.26
046847,AMANDA-CLEARCREEK LOCAL SCHOOL,2021-01,3,42395.96
046854,BERNE UNION LOCAL SCHOOLS,2021-01,2,21978.3
046862,BLOOM CARROLL LOCAL SCHOOL,2021-01,2,64055.89
046870,FAIRFIELD UNION LOCAL SCHOOL,2021-01,3,55582.69
046888,LIBERTY UNION THURSTON LOCAL,2021-01,1,33570.37
046896,PICKERINGTON LOCAL SCHOOL DIST,2021-01,3,301561.79
046904,WALNUT TOWNSHIP LOCAL SCHOOL,2021-01,3,13830.23
046920,MIAMI TRACE LOCAL SCH DIST.,2021-01,7,72505.05
046946,CANAL WINCHESTER LOCAL SCHOOL,2021-01,2,110516.81
046953,HAMILTON LOCAL SCHOOLS,2021-01,2,82908.14
046961,GAHANNA-JEFFERSON CITY SCHOOL,2021-01,1,216021.52
046979,GROVEPORT MADISON LOCAL,2021-01,2,165307.95
046995,NEW ALBANY PLAIN LOCAL SCHOOL,2021-01,3,140473.67
047001,REYNOLDSBURG CITY SCHOOLS,2021-01,3,216988.53
047019,HILLIARD CITY SCHOOL DISTRICT,2021-01,1,455436.44
047027,DUBLIN CITY SCHOOLS,2021-01,3,461213.81
047043,ARCHBOLD AREA LOCAL SCHOOLS,2021-01,4,34860.69
047050,EVERGREEN LOCAL SCHOOL,2021-01,2,32613.89
047068,FAYETTE LOCAL SCHOOL DISTRICT,2021-01,2,9878.02
047076,PETTISVILLE LOCAL SCHOOL,2021-01,2,14060.49
047084,PIKE DELTA YORK LOCAL SCHOOLS,2021-01,3,33874.72
047092,SWANTON LOCAL SCHOOL DISTRICT,2021-01,3,35356.44
047167,BERKSHIRE BOARD OF EDUCATION,2021-01,2,37622.66
047175,CARDINAL LOCAL SCHOOL DISTRICT,2021-01,4,24157.38
047183,CHARDON BOARD OF EDUCATION,2021-01,2,75172.77
047191,KENSTON LOCAL SCHOOL DISTRICT,2021-01,3,73546.32
047225,WEST GEAUGA LOCAL SCHOOL,2021-01,3,59471.48
047241,BEAVERCREEK CITY SCHOOLS,2021-01,2,222152.36
047258,CEDARCLIFF LOCAL BOARD OF,2021-01,2,17245.56
047266,GREENEVIEW LOCAL SCHOOL,2021-01,3,39358.71
047274,SUGARCREEK LOCAL SCHOOL,2021-01,3,76277.13
047308,ROLLING HILLS LOCAL SCHOOL,2021-01,3,45199.17
047332,FINNEYTOWN LOCAL SCHOOL,2021-01,1,37157.34
047340,FOREST HILLS LOCAL SCHOOL,2021-01,2,204591.7
047365,NORTHWEST LOCAL SCHOOL,2021-01,2,245052.35
047373,OAK HILLS LOCAL SCHOOL DISTICT,2021-01,1,220459.35
047381,SOUTHWEST LOCAL SCHOOL DIST,2021-01,2,120198.6
047399,THREE RIVERS LOCAL SCHOOL DIST,2021-01,1,61241.85
047415,ARCADIA LOCAL SCHOOL DISTRICT,2021-01,3,15264.84
047423,ARLINGTON LOCAL SCHOOL,2021-01,2,15235.71
047431,CORY-RAWSON LOCAL SCHOOLS,2021-01,3,14467.41
047449,LIBERTY-BENTON LOCAL SCHOOL,2021-01,1,42892.51
047456,MCCOMB LOCAL SCHOOL DISTRICT,2021-01,4,17868.53
047464,VAN BUREN LOCAL SCHOOL,2021-01,2,29260.86
047472,VANLUE LOCAL SCHOOL DISTRICT,2021-01,3,4300.45
047498,HARDIN NORTHERN LOCAL SCHOOL,2021-01,2,10891.62
047506,RIDGEMONT LOCAL SCHOOL,2021-01,4,14494.49
047514,RIVERDALE LOCAL SCHOOL,2021-01,3,28413.01
047522,UPPER SCIOTO VALLEY LOCAL,2021-01,4,12482.75
047548,CONOTTON VALLEY LOCAL SCHOOL,2021-01,3,14295.89
047571,HOLGATE LOCAL SCHOOL DISTRICT,2021-01,3,12446.88
047589,LIBERTY CENTER LOCAL SCHOOL,2021-01,3,28337.38
047597,PATRICK HENRY LOCAL SCHOOL,2021-01,3,24690.36
047613,BRIGHT LOCAL SCHOOL DISTRICT,2021-01,3,19729.98
047621,FAIRFIELD LOCAL SCHOOL,2021-01,3,26401.4
047639,LYNCHBURG-CLAY LOCAL SCHOOL,2021-01,3,32056.61
047688,EAST HOLMES LOCAL SCHOOL,2021-01,5,45516.79
047696,WEST HOLMES LOCAL SCHOOL,2021-01,5,56788.48
047712,MONROEVILLE LOCAL SCHOOL,2021-01,2,16219.65
047720,NEW LONDON LOCAL SCHOOL,2021-01,3,23426.48
047738,SOUTH CENTRAL LOCAL SCHOOL,2021-01,3,20935.49
047746,WESTERN RESERVE BD OF EDUC,2021-01,3,28149.38
047761,OAK HILL UNION LOCAL SCHOOL,2021-01,5,33703.01
047787,BUCKEYE LOCAL SCHOOL DISTRICT,2021-01,3,41589.98
047795,EDISON LOCAL SCHOOLS,2021-01,4,38759.47
047803,INDIAN CREEK SCHOOL DISTRICT,2021-01,2,54633.66
047829,CENTERBURG LOCAL SCHOOL,2021-01,4,32358.83
047837,DANVILLE LOCAL SCHOOL DISTRICT,2021-01,4,16835.21
047845,EAST KNOX LOCAL SCHOOL,2021-01,3,28252.51
047852,FREDERICKTOWN LOCAL SCHOOL,2021-01,3,35459.36
047878,KIRTLAND LOCAL BOARD OF,2021-01,2,32266.32
047886,MADISON LOCAL SCHOOL DISTRICT,2021-01,3,78315.35
047894,RIVERSIDE LOCAL SCH DIST.,2021-01,2,120022
047902,PERRY LOCAL SCHOOL DISTRICT,2021-01,1,43276.54
047928,DAWSON BRYANT LOCAL SCHOOL,2021-01,1,32550.09
047936,FAIRLAND LOCAL SCHOOL DISTRICT,2021-01,2,42195.31
047944,ROCK HILL LOCAL SCHOOL,2021-01,2,39028.05
047951,SOUTH POINT LOCAL SCHOOLS,2021-01,1,41656.19
047969,SYMMES VALLEY LOCAL SCHOOLS,2021-01,2,22173.31
047985,JOHNSTOWN MONROE LOCAL SCHOOL,2021-01,3,47460.72
047993,LAKEWOOD LOCAL SCHOOL DISTRICT,2021-01,3,49187.19
048009,LICKING HEIGHTS LOCAL SCHOOLS,2021-01,2,133287.07
048017,LICKING VALLEY LOCAL SCHOOL,2021-01,2,59088.53
048025,NORTH FORK LOCAL SCHOOL,2021-01,2,45235.82
048033,NORTHRIDGE LOCAL SCHOOL,2021-01,3,31655.81
048041,SOUTHWEST LICKING LOCAL SCHOOL,2021-01,2,126968.52
048074,BENJAMIN LOGAN LOCAL SCHOOL,2021-01,4,46877.09
048082,INDIAN LAKE LOCAL SCHOOL,2021-01,4,41911.61
048090,RIVERSIDE LOCAL SCHOOL,2021-01,3,17002.43
048116,AVON LOCAL SCHOOL DISTRICT,2021-01,2,127582.7
048124,AVON LAKE CITY SCHOOLS,2021-01,1,104633.62
048132,CLEARVIEW BOARD OF EDUCATION,2021-01,1,44457.63
048140,COLUMBIA LOCAL SCHOOL DISTRICT,2021-01,3,25167.61
048157,FIRELANDS LOCAL SCHOOL,2021-01,3,48458.36
048165,KEYSTONE LOCAL SCHOOLS,2021-01,2,44175.88
048173,MIDVIEW LOCAL SCHOOL DISTRICT,2021-01,2,79947.92
048207,ANTHONY WAYNE LOCAL SCHOOLS,2021-01,3,122625.13
048215,OTTAWA HILLS LOCAL SCHOOL,2021-01,1,29318.97
048223,SPRINGFIELD LOCAL SCH DIST.,2021-01,1,99701.49
048231,WASHINGTON LOCAL SCHOOL,2021-01,1,190035.62
048256,JEFFERSON LOCAL SCHOOL,2021-01,2,32014.93
048264,JONATHAN ALDER LOCAL SCHOOL,2021-01,3,61887.25
048272,MADISON PLAINS LOCAL SCHOOL,2021-01,5,31814.14
048298,AUSTINTOWN LOCAL SCHOOL,2021-01,2,122035.67
048306,BOARDMAN LOCAL SCHOOL DISTRICT,2021-01,1,112479.64
048314,CANFIELD LOCAL SCHOOL DISTRICT,2021-01,1,71951.81
048322,JACKSON-MILTON LOCAL SCHOOL,2021-01,2,21889.06
048330,LOWELLVILLE LOCAL SCHOOLS,2021-01,1,13840.16
048348,POLAND LOCAL SCHOOL DISTRICT,2021-01,1,49915.32
048355,SEBRING LOCAL SCHOOL DISTICT,2021-01,1,11032.42
048363,SOUTH RANGE LOCAL SCHOOL,2021-01,2,34454.86
048371,SPRINGFIELD LOCAL BOARD OF EDU,2021-01,2,26744.17
048389,WEST BRANCH LOCAL SCHOOL,2021-01,4,51211.41
048397,WESTERN RESERVE LOCAL SCHOOLS,2021-01,2,17981.17
048413,ELGIN LOCAL SCHOOL DISTRICT,2021-01,4,30626.86
048421,PLEASANT LOCAL SCHOOL DISTRICT,2021-01,1,36740.24
048439,RIDGEDALE LOCAL SCHOOLS,2021-01,3,18016.14
048447,RIVER VALLEY LOCAL SCHOOL DIST,2021-01,4,54335.95
048462,BLACK RIVER LOCAL SCHOOL,2021-01,4,28850.01
048470,BUCKEYE LOCAL SCHOOL DISTRICT,2021-01,3,63972.95
048488,CLOVERLEAF LOCAL SCHOOL,2021-01,2,67289.17
048496,HIGHLAND LOCAL SCHOOL DISTRICT,2021-01,2,91625.78
048512,EASTERN LOCAL SCHOOL DISTRICT,2021-01,1,20233.25
048520,MEIGS LOCAL SCHOOL DISTRICT,2021-01,3,46852.97
048538,SOUTHERN LOCAL SCHOOL DISTRICT,2021-01,1,19262.97
048553,MARION LOCAL BOARD OF,2021-01,3,25291.88
048579,PARKWAY SCHOOL BOARD OF EDUC,2021-01,3,28076.55
048587,ST HENRY CONSOLIDATED LOCAL,2021-01,2,26197.13
048595,FORT RECOVERY LOCAL SCHOOL,2021-01,2,25545.38
048611,BETHEL LOCAL SCHOOL DISTRICT,2021-01,3,47427.86
048629,MIAMI EAST LOCAL SCHOOLS,2021-01,4,38432.67
048637,NEWTON LOCAL SCHOOL DISTRICT,2021-01,2,16945.94
048652,SWITZERLAND OF OHIO LOCAL,2021-01,4,56511.06
048678,BROOKVILLE LOCAL SCHOOL,2021-01,2,41521.05
048686,JEFFERSON TOWNSHIP LOCAL,2021-01,1,7159.33
048694,TROTWOOD MADISON CITY SCHOOLS,2021-01,1,72965.75
048702,MAD RIVER LOCAL SCHOOL,2021-01,2,100399.82
048710,NEW LEBANON LOCAL SCHOOLS,2021-01,2,30819.21
048728,NORTHMONT CITY SCHOOLS,2021-01,3,137769.32
048736,NORTHRIDGE LOCAL SCHOOL,2021-01,1,44568.96
048744,VALLEY VIEW LOCAL SCHOOL,2021-01,3,47936.64
048751,HUBER HEIGHTS CITY SCHOOLS,2021-01,4,159995.35
048777,MORGAN LOCAL SCHOOL DISTRICT,2021-01,4,47195.26
048793,CARDINGTON LINCOLN LOCAL,2021-01,2,28644.9
048801,HIGHLAND LOCAL SCHOOL DISTRICT,2021-01,3,47284.06
048819,NORTHMOR LOCAL SCHOOLS,2021-01,5,29315.14
048835,EAST MUSKINGUM SCHOOL DISTRICT,2021-01,3,60703.54
048843,FRANKLIN LOCAL SCHOOL DISTRICT,2021-01,3,56245.43
048850,MAYSVILLE LOCAL SCHOOL DIST,2021-01,2,54145.88
048876,TRI-VALLEY LOCAL SCHOOLS,2021-01,3,85844.15
048884,WEST MUSKINGUM LOCAL SCHOOL,2021-01,3,42226.01
048900,NOBLE LOCAL SCHOOL DISTRICT,2021-01,5,27700.75
048926,BENTON CARROLL SALEM LOCAL,2021-01,3,41572.43
048934,DANBURY LOCAL SCHOOLS,2021-01,1,13369.54
048942,GENOA AREA LOCAL SCHOOL,2021-01,4,37670.56
048975,PUT-IN-BAY LOCAL SCHOOL,2021-01,1,1586.22
048991,ANTWERP LOCAL SCHOOL DISTRICT,2021-01,2,20185.31
049031,WAYNE TRACE LOCAL SCHOOL,2021-01,3,25935.99
049056,NORTHERN LOCAL SCHOOL DISTRICT,2021-01,4,62182.25
049064,SOUTHERN LOCAL SCHOOL DISTRICT,2021-01,4,18276.64
049080,LOGAN ELM LOCAL SCHOOL DIST,2021-01,5,50925.75
049098,TEAYS VALLEY BOARD OF EDU,2021-01,3,117894.24
049106,WESTFALL LOCAL SCHOOL DISTRICT,2021-01,3,39094.74
049122,EASTERN LOCAL SCHOOL DISTRICT,2021-01,3,24019.7
049130,SCIOTO VALLEY LOCAL SCHOOL,2021-01,3,37359.92
049148,WAVERLY CITY SCHOOLS,2021-01,2,53124.48
049155,WESTERN LOCAL SCHOOL DISTRICT,2021-01,4,20916.97
049171,AURORA BOARD OF EDUCATION,2021-01,4,84142.76
049189,CRESTWOOD LOCAL SCHOOLS,2021-01,2,42990.12
049197,FIELD LOCAL SCHOOL DISTRICT,2021-01,3,54897.24
049205,JAMES A GARFIELD LOCAL SCHOOLS,2021-01,3,35774.2
049213,ROOTSTOWN LOCAL SCHOOL,2021-01,1,29758.47
049221,SOUTHEAST LOCAL SCHOOLS,2021-01,3,40206.08
049239,STREETSBORO CITY SCHOOLS,2021-01,2,58464.84
049247,WATERLOO LOCAL BOARD OF EDU,2021-01,2,24929.12
049270,NATIONAL TRAIL LOCAL SD,2021-01,2,27382.24
049288,PREBLE SHAWNEE LOCAL SCHOOLS,2021-01,3,39384.72
049296,TWIN VALLEY COMMUNITY LOCAL,2021-01,2,22531.95
049312,COLUMBUS GROVE LOCAL SCHOOL,2021-01,2,23527.44
049320,CONTINENTAL LOCAL SCHOOL,2021-01,3,12940.87
049338,JENNINGS LOCAL SCHOOL DISTRICT,2021-01,3,11006.58
049346,KALIDA LOCAL SCHOOL DISTRICT,2021-01,1,17605.15
049353,LEIPSIC LOCAL SCHOOL DISTRICT,2021-01,2,18004.34
049361,MILLER CITY-NEW CLEVELAND,2021-01,1,14489.95
049379,OTTAWA GLANDORF LOCAL SCHOOL,2021-01,1,42240.92
049387,OTTOVILLE LOCAL SCHOOL,2021-01,3,13622.86
049395,PANDORA-GILBOA LOCAL BOARD OF,2021-01,3,14399.6
049411,CLEARFORK VALLEY LOCAL SCHOOL,2021-01,3,46280.35
049429,CRESTVIEW LOCAL SCHOOL,2021-01,3,29396
049437,LEXINGTON LOCAL SCH DIST.,2021-01,2,68041.93
049445,LUCAS LOCAL SCHOOL DISTRICT,2021-01,2,14540.03
049452,MADISON LOCAL SCHOOLS,2021-01,2,75777.36
049460,PLYMOUTH-SHILOH LOCAL SCHOOLS,2021-01,3,19923.87
049478,ONTARIO LOCAL SCHOOLS,2021-01,2,56002.56
049494,ADENA LOCAL SCHOOL DISTRICT,2021-01,3,33245.5
049502,HUNTINGTON LOCAL SCH DIST.,2021-01,2,31840.46
049510,PAINT VALLEY LOCAL SCHOOL,2021-01,3,22452.97
049528,SOUTHEASTERN LOCAL SCHOOL,2021-01,4,29568.54
049536,UNION-SCIOTO LOCAL SCHOOL,2021-01,2,60426.94
049544,ZANE TRACE LOCAL SCHOOL,2021-01,3,37186.98
049569,LAKOTA LOCAL SCHOOLS,2021-01,3,28694.21
049577,WOODMORE LOCAL SCHOOL DISTRICT,2021-01,3,25836
049593,BLOOM-VERNON LOCAL SCHOOL,2021-01,3,23603.3
049601,CLAY LOCAL SCHOOL DISTRICT,2021-01,1,16879.46
049619,GREEN LOCAL SCHOOL DISTRICT,2021-01,2,15968.63
049627,MINFORD LOCAL SCHOOL DISTRICT,2021-01,2,35149.35
049635,NORTHWEST LOCAL SCHOOL DIST,2021-01,3,38700.85
049643,VALLEY LOCAL SCHOOL DISTRICT,2021-01,2,29905.59
049650,WASHINGTON NILES LOCAL SCHOOL,2021-01,2,39465.69
049668,WHEELERSBURG LOCAL SCHOOL,2021-01,1,43645.46
049684,SENECA EAST LOCAL SCHOOL,2021-01,3,24330.59
049700,HOPEWELL-LOUDON LOCAL SCHOOL,2021-01,2,22942.41
049718,NEW RIEGEL LOCAL SCHOOL,2021-01,1,10446.76
049726,OLD FORT LOCAL SCHOOL DISTRICT,2021-01,2,18773.24
049759,ANNA LOCAL BOARD OF EDUCAION,2021-01,1,32626.73
049767,BOTKINS LOCAL SCHOOL DISTRICT,2021-01,2,18027.39
049775,FAIRLAWN LOCAL SCHOOL DISTRICT,2021-01,4,16514.33
049783,FORT LORAMIE LOCAL SCHOOL,2021-01,2,22307.38
049791,HARDIN-HOUSTON LOCAL SCHOOL,2021-01,2,23356.19
049809,JACKSON CENTER LOCAL SCHOOL,2021-01,3,14959.98
049817,RUSSIA LOCAL SCHOOL DISTRICT,2021-01,2,11424
049833,CANTON LOCAL SCHOOL DISTRICT,2021-01,1,52161.68
049841,FAIRLESS LOCAL BOARD OF,2021-01,4,41960.74
049858,JACKSON LOCAL SCHOOL DISTRICT,2021-01,1,165185.72
049866,LAKE LOCAL SCHOOL DISTRICT,2021-01,3,96161.22
049874,LOUISVILLE CITY SCHOOLS,2021-01,1,76339.68
049882,MARLINGTON LOCAL SCHOOL,2021-01,4,55474.42
049890,MINERVA LOCAL SCHOOLS,2021-01,3,53343.6
049908,NORTHWEST LOCAL SCHOOL,2021-01,3,52453
049916,OSNABURG LOCAL SCHOOLS,2021-01,1,23428.19
049924,PERRY LOCAL SCHOOL DISTRICT,2021-01,1,121880.36
049932,PLAIN LOCAL SCHOOL DISTRICT,2021-01,1,170632.5
049940,SANDY VALLEY LOCAL SCHOOL,2021-01,3,35870.81
049957,TUSLAW LOCAL SCHOOLS,2021-01,2,38226.47
049973,WOODRIDGE LOCAL SCHOOL,2021-01,2,54397.03
049981,COPLEY-FAIRLAWN CITY SCHOOLS,2021-01,2,76125.74
049999,COVENTRY LOCAL SCHOOL DISTRICT,2021-01,1,48205.41
050005,MANCHESTER LOCAL SCHOOL,2021-01,2,36076.63
050013,GREEN LOCAL SCHOOLS,2021-01,2,113686.31
050021,HUDSON CITY SCHOOL DISTRICT,2021-01,2,128275.31
050039,MOGADORE LOCAL SCHOOL DISTRICT,2021-01,2,23746.99
050047,NORDONIA HILLS CITY SCHOOLS,2021-01,2,99025.81
050054,REVERE LOCAL SCHOOL DISTRICT,2021-01,3,77920.42
050062,SPRINGFIELD LOCAL SCH DIST.,2021-01,3,58923.01
050070,TWINSBURG BOARD OF EDUCATION,2021-01,2,113289.73
050096,BLOOMFIELD-MESPO LOCAL SCHOOL,2021-01,3,6251.65
050112,BRISTOL LOCAL SCHOOL DISTRICT,2021-01,1,14483.01
050120,BROOKFIELD LOCAL SCHOOL,2021-01,1,28598.28
050138,CHAMPION LOCAL SCHOOL DISTRICT,2021-01,1,37650.16
050153,MATHEWS LOCAL SCHOOL DISTRICT,2021-01,1,18103.76
050161,HOWLAND LOCAL SCHOOL DISTRICT,2021-01,1,71849.28
050179,JOSEPH BADGER LOCAL SCHOOL DIS,2021-01,2,18839.43
050187,LAKEVIEW LOCAL BOARD,2021-01,1,45457.4
050195,LIBERTY LOCAL BOARD OF EDU,2021-01,2,36137.65
050203,LORDSTOWN LOCAL SCHOOL,2021-01,2,12814.59
050211,MAPLEWOOD LOCAL BOARD OF EDU,2021-01,2,18528.11
050229,MCDONALD BOARD OF EDUCATION,2021-01,1,19574.69
050237,SOUTHINGTON LOCAL SCHOOL,2021-01,2,12984.65
050245,LABRAE LOCAL SCHOOL DISTRICT,2021-01,2,29560.47
050252,WEATHERSFIELD LOCAL SCHOOL,2021-01,2,27767.69
050278,GARAWAY LOCAL SCHOOLS,2021-01,4,33586.87
050286,INDIAN VALLEY LOCAL SCHOOLS,2021-01,2,51360.71
050294,STRASBURG-FRANKLIN LOCAL,2021-01,2,16084.19
050302,TUSCARAWAS VALLEY LOCAL SCHOOL,2021-01,3,37598.14
050328,FAIRBANKS LOCAL SCHOOLS,2021-01,4,31380.38
050336,NORTH UNION LOCAL SCHOOL,2021-01,5,41987.7
050351,CRESTVIEW LOCAL SCHOOL,2021-01,2,23889.82
050369,LINCOLNVIEW LOCAL SCH DIST.,2021-01,4,24937.36
050393,VINTON COUNTY LOCAL SCHOOLS,2021-01,5,51197.75
050419,CARLISLE LOCAL SCHOOLS,2021-01,3,44784.79
050427,SPRINGBORO COMMUNITY SCHOOLS,2021-01,2,171922.83
050435,KINGS LOCAL SCHOOL DISTRICT,2021-01,3,132511.17
050443,LITTLE MIAMI LOCAL SCHOOL,2021-01,2,140746.21
