irn,district,distribution,counties,amount
016858,United Preparatory Academy Eas,2023-08,1,8148.09
017123,Horizon Science Academy Primar,2023-08,3,13669.98
017212,Academy of Junior Scholars,2023-08,1,6495.83
017233,Great River Connections Academ,2023-08,85,54915.51
017259,Montgomery Preparatory Academy,2023-08,3,8838.5
017270,Lorain Bilingual Preparatory,2023-08,3,8786.62
017274,Mount Auburn Preparatory Acade,2023-08,3,12251.46
017275,AchievePoint Career Academy-Ci,2023-08,5,8583.23
017490,ReGeneration Bond Hill,2023-08,3,8650.19
017497,Cypress High School,2023-08,4,6784.79
017498,Northwest Ohio Classical Acade,2023-08,6,15722.46
017535,Huber Heights Preparatory Acad,2023-08,3,5856.86
017536,Kenmore Preparatory Academy,2023-08,4,10559.18
017537,Capital Collegiate Preparatory,2023-08,3,4781.22
017538,North Columbus Preparatory Aca,2023-08,1,4983.13
017585,Marion Preparatory Academy,2023-08,5,7795.35
017599,Urban Male Tech Academy,2023-08,3,3601.62
017643,Ohio Digital Learning School,2023-08,83,37377.33
019152,Buckeye Community School,2023-08,15,14493.16
019156,Quaker Preparatory Academy,2023-08,33,4456.08
019197,Flex High School Cleveland,2023-08,4,5453
019199,Central Point Preparatory Acad,2023-08,2,6498.26
019200,South Columbus Preparatory Aca,2023-08,4,8383.86
019201,Franklinton Prep High School,2023-08,4,8080.92
019212,Valor Academy  Inc.,2023-08,2,3198.68
019220,North Shore High School,2023-08,2,7809.1
019221,Case Preparatory Academy,2023-08,2,8658.65
019226,Franklinton High School,2023-08,2,3434.42
019227,Dublin Preparatory Academy,2023-08,2,7875.85
019235,Focus Learning Acad Cent Cols,2023-08,1,4276.06
019426,Dayton Career Tech High School,2023-08,5,3373.39
019427,Akron Career Tech High School,2023-08,1,2425.78
019441,Buckeye Comm School - London,2023-08,11,5261.04
019442,Buckeye Comm School - Marion,2023-08,17,14625.81
019450,Youngstown Preparatory Academy,2023-08,2,2974.86
019452,Citizens of the World Charter,2023-08,1,1548.23
019474,Explorers Academy of Sci & Te,2023-08,1,6308.59
019478,Niles Preparatory Academy,2023-08,2,4955.55
019511,Western Toledo Preparatory Aca,2023-08,5,7017.43
019530,Cincinnati Classical Academy,2023-08,6,15155.74
019533,Eagle Charter Schools of Ohio,2023-08,2,3063.94
020007,IDEA Greater Cincinnati  Inc,2023-08,3,14809.74
020046,Unity Academy,2023-08,1,875.41
020076,Solon Academy,2023-08,2,706.94
020077,Westlake Academy,2023-08,1,471.23
020078,Gateway Online Academy of Ohio,2023-08,82,28528.89
020091,Legacy Academy of Excellence,2023-08,2,3636.46
020092,Sheffield Academy,2023-08,3,2188.03
020186,Lorain Preparatory High School,2023-08,1,1885.08
020189,Strongsville Academy,2023-08,3,841.78
020265,Victory Academy of Toledo,2023-08,1,2530.18
020293,The Dayton School,2023-08,2,1281.95
043489,AKRON CITY SCHOOLS,2023-08,1,664662.98
043497,ALLIANCE CITY BOARD OF EDU,2023-08,3,91188.51
043505,ASHLAND CITY BOARD OF,2023-08,2,108055.87
043513,ASHTABULA AREA CITY SCHOOL,2023-08,1,102440.52
043521,ATHENS CITY SCHOOL DISTRICT,2023-08,1,78928.64
043539,BARBERTON BOARD OF EDUCATION,2023-08,1,111905.82
043547,BAY VILLAGE CITY SCHOOL,2023-08,1,80513.17
043554,BEACHWOOD BOARD OF EDUCATION,2023-08,1,47426.03
043562,BEDFORD BOARD OF EDUCATION,2023-08,1,91452.46
043570,BELLAIRE CITY SCHOOL DISTRICT,2023-08,1,38752.5
043588,BELLEFONTAINE CITY SCHOOL,2023-08,1,77463.22
043596,BELLEVUE CITY SCHOOL DISTRICT,2023-08,4,62348.36
043604,BELPRE CITY SCHOOL DISTRICT,2023-08,1,33017.36
043612,BEREA CITY SCHOOL DISTRICT,2023-08,1,177687.72
043620,BEXLEY CITY SCHOOL DISTRICT,2023-08,1,84881.53
043638,BOWLING GREEN SCHOOL DISTRICT,2023-08,1,74597.26
043646,BRECKSVILLE BROADVIEW HEIGHTS,2023-08,1,125650.36
043653,BROOKLYN LOCAL SCHOOL DISTRICT,2023-08,1,36453.08
043661,BRUNSWICK CITY SCHOOL DISTRICT,2023-08,2,214659.3
043679,BRYAN CITY SCHOOLS,2023-08,1,62388.67
043687,BUCYRUS CITY SCHOOL DISTRICT,2023-08,1,36294.13
043695,CAMBRIDGE CITY BOARD OF,2023-08,2,58635.45
043703,CAMPBELL CITY SCHOOLS,2023-08,1,38556.76
043711,CANTON CITY SCHOOL DISTRICT,2023-08,1,254232.81
043729,CELINA CITY BOARD OF EDU,2023-08,2,82772.11
043737,CENTERVILLE CITY SCHOOL,2023-08,3,274130.06
043745,CHILLICOTHE CITY SCHOOL,2023-08,1,93158.57
043752,CINCINNATI PUBLIC SCHOOLS,2023-08,1,1133808.36
043760,CIRCLEVILLE CITY SCHOOL,2023-08,2,71213.26
043778,CLAYMONT CITY BOARD OF EDU,2023-08,3,56501.98
043786,CLEVELAND CITY SCHOOL DISTRICT,2023-08,1,1159884.48
043794,CLEVELAND HEIGHTS UNIVERSITY,2023-08,1,163752.75
043802,COLUMBUS PUBLIC SCHOOL,2023-08,1,1503423.25
043810,CONNEAUT AREA CITY SCHOOLS,2023-08,1,53832.68
043828,COSHOCTON CITY SCHOOL DISTRICT,2023-08,1,54106.41
043836,CUYAHOGA FALLS CITY SCHOOLS,2023-08,1,132373.32
043844,DAYTON CITY SCHOOL DISTRICT,2023-08,1,398882.77
043851,DEER PARK COMMUNITY CITY,2023-08,1,38739.38
043869,DEFIANCE CITY SCHOOLS,2023-08,2,83144.69
043877,DELAWARE CITY SCHOOLS,2023-08,1,186121.14
043885,DELPHOS CITY SCHOOL DISTRICT,2023-08,3,30827.8
043893,DOVER CITY SCHOOL DISTRICT,2023-08,1,91389.24
043901,EAST CLEVELAND CITY SCHOOL,2023-08,1,45305.49
043919,EAST LIVERPOOL CITY SCHOOLS,2023-08,1,63741.12
043927,EAST PALESTINE CITY SCHOOL,2023-08,2,30951.3
043935,EATON CITY SCHOOLS,2023-08,2,65489.99
043943,ELYRIA CITY SCHOOL DISTRICT,2023-08,1,194028.25
043950,EUCLID BOARD OF EDUCATION,2023-08,2,147630.01
043968,FAIRBORN CITY SCHOOLS,2023-08,3,142556.69
043976,FAIRVIEW PARK CITY SCHOOL DIST,2023-08,1,50118.78
043984,FINDLAY CITY SCHOOLS,2023-08,1,170236.58
043992,FOSTORIA CITY SCHOOLS,2023-08,3,60115.75
044008,FRANKLIN CITY SCHOOLS,2023-08,3,92280.08
044016,FREMONT CITY BOARD OF EDU,2023-08,3,118727.33
044024,GALION CITY SCHOOL DISTRICT,2023-08,3,56009.31
044032,GALLIPOLIS CITY SCHOOLS,2023-08,1,65340.24
044040,GARFIELD HEIGHTS CITY SCHOOL,2023-08,1,103670.81
044057,GENEVA AREA CITY SCHOOL DIST,2023-08,2,72001.3
044065,GIRARD CITY SCHOOL DISTRICT,2023-08,2,54818
044073,GRANDVIEW HEIGHTS CITY SCHOOL,2023-08,1,39225.3
044081,WINTONWOODS CITY SCHOOL,2023-08,2,132980.57
044099,GREENVILLE CITY SCHOOL,2023-08,1,80738.83
044107,HAMILTON BOARD OF EDUCATION,2023-08,1,299647.79
044115,HEATH CITY SCHOOL DISTRICT,2023-08,1,58430.92
044123,HILLSBORO CITY BOARD OF EDU,2023-08,1,72808.18
044131,HURON CITY SCHOOL DISTRICT,2023-08,1,39848.15
044149,IRONTON CITY BOARD OF,2023-08,1,45627.88
044156,JACKSON CITY SCHOOL DISTRICT,2023-08,5,80480.71
044164,KENT CITY BOARD OF EDUCATION,2023-08,2,98558.62
044172,KENTON CITY SCHOOLS,2023-08,3,59933.95
044180,KETTERING CITY SCHOOL,2023-08,2,253717.8
044198,LAKEWOOD CITY SCHOOL DISTRICT,2023-08,1,140830.73
044206,LANCASTER CITY SCHOOLS,2023-08,1,206085.78
044214,LEBANON CITY SCHOOL DISTRICT,2023-08,2,181493.97
044222,LIMA CITY BOARD OF EDU,2023-08,1,109521.25
044230,LOCKLAND CITY SCHOOLS,2023-08,1,16458.35
044248,LOGAN HOCKING LOCAL SCHOOLS,2023-08,5,119767.83
044255,LONDON CITY SCHOOL DISTRICT,2023-08,2,72272.04
044263,LORAIN CITY SCHOOLS,2023-08,1,195172.77
044271,LOVELAND CITY SCHOOL DISTRICT,2023-08,3,143050.27
044289,MADEIRA CITY SCHOOLS,2023-08,1,57957.61
044297,MANSFIELD BOARD OF EDUCATION,2023-08,1,102713.45
044305,MAPLE HEIGHTS BOARD OF,2023-08,1,102728.34
044313,MARIEMONT CITY SCHOOL DISTRICT,2023-08,2,52405.17
044321,MARIETTA CITY SCHOOL DISTRICT,2023-08,1,79491.23
044339,MARION CITY SCHOOLS,2023-08,1,136597.45
044347,MARTINS FERRY CITY SCHOOL,2023-08,2,44686.9
044354,MASSILLON CITY SCHOOL DISTRICT,2023-08,1,130521
044362,MAUMEE CITY SCHOOL DISTRICT,2023-08,2,76782.64
044370,MAYFIELD CITY SCHOOL DISTRICT,2023-08,3,132012.72
044388,MEDINA CITY SCHOOLS,2023-08,1,211996.32
044396,MIAMISBURG CITY SCHOOLS,2023-08,1,166718.42
044404,MIDDLETOWN CITY SCH DIST.,2023-08,2,206445.95
044412,MOUNT HEALTHY CITY SCH DIST.,2023-08,1,103260.13
044420,MOUNT VERNON CITY SCHOOL,2023-08,2,124697.57
044438,NAPOLEON CITY SCHOOL DISTRICT,2023-08,3,59334.38
044446,NELSONVILLE YORK CITY SCHOOL,2023-08,3,36264.41
044453,NEWARK CITY SCHOOL DISTRICT,2023-08,1,198644.92
044461,NEW BOSTON BOARD OF EDUCATION,2023-08,1,12773.92
044479,NEW LEXINGTON CITY SCHOOLS,2023-08,3,59728.42
044487,NEW PHILADELPHIA CITY SCHOOLS,2023-08,1,96043
044495,NILES CITY SCHOOLS,2023-08,1,67521.02
044503,NORTH CANTON CITY SCHOOLS,2023-08,2,144442.73
044511,NORTH COLLEGE HILL CITY SCH,2023-08,1,48163.38
044529,NORTH OLMSTED CITY SCHOOL,2023-08,2,120096.57
044537,NORTH RIDGEVILLE CITY SCH DIST,2023-08,2,151210.04
044545,NORTH ROYALTON CITY SCHOOL,2023-08,1,135377.92
044552,NORTON CITY SCHOOLS,2023-08,3,72252.62
044560,NORWALK BOARD OF EDUCATION,2023-08,2,86766.46
044578,NORWOOD CITY SCHOOL DISTRICT,2023-08,1,54726.52
044586,OAKWOOD CITY SCHOOLS,2023-08,1,67571.23
044594,OBERLIN CITY SCHOOL DISTRICT,2023-08,1,28814.74
044602,OREGON CITY SCHOOLS,2023-08,3,113217.91
044610,ORRVILLE CITY SCHOOL DISTRICT,2023-08,1,52648.48
044628,PAINESVILLE CITY LOCAL SCHOOLS,2023-08,1,89341.43
044636,PARMA CITY SCHOOL DISTRICT,2023-08,1,306131.81
044644,PIQUA CITY SCHOOL DISTRICT,2023-08,2,110750.93
044651,PORT CLINTON CITY SCHOOLS,2023-08,2,47241.17
044669,PORTSMOUTH CITY SCHOOL,2023-08,1,54542.62
044677,PRINCETON CITY SCHOOL DISTRICT,2023-08,3,184360.5
044685,RAVENNA CITY SCHOOL DISTRICT,2023-08,1,65688.92
044693,READING BOARD OF EDUCATION,2023-08,1,51293.49
044701,ROCKY RIVER CITY SCHOOL,2023-08,1,87716.27
044719,ST BERNARD ELMWOOD PLACE CITY,2023-08,1,25545.78
044727,ST MARYS CITY BOARD OF,2023-08,2,66453.37
044735,SALEM CITY SCHOOL DISTRICT,2023-08,2,66225.34
044743,SANDUSKY BOARD OF EDUCATION,2023-08,1,102553.86
044750,SHAKER HEIGHTS BOARD OF,2023-08,1,148808
044768,SHEFFIELD SHEFFLD LAKE CITY,2023-08,1,53758.35
044776,SHELBY CITY BOARD OF EDU,2023-08,2,65248.98
044784,SIDNEY CITY SCHOOL DISTRICT,2023-08,2,103649.09
044792,SOUTH EUCLID LYNDHURST CITY,2023-08,1,108618.73
044800,SOUTH-WESTERN CITY SCHOOLS,2023-08,2,726494.15
044818,SPRINGFIELD CITY SCHOOLS,2023-08,1,235463.31
044826,STEUBENVILLE CITY SCHOOL,2023-08,1,85924.13
044834,STOW-MUNROE FALLS CITY,2023-08,2,170724.08
044842,STRONGSVILLE CITY SCHOOLS,2023-08,3,187752.14
044859,STRUTHERS CITY SCHOOL DISTRICT,2023-08,1,57945.01
044867,SYCAMORE COMMUNITY SCHOOL DIST,2023-08,3,190264.44
044875,SYLVANIA CITY SCHOOL DISTRICT,2023-08,1,258584.69
044883,TALLMADGE CITY SCHOOL DISTRICT,2023-08,2,76751.99
044891,TIFFIN CITY SCHOOLS,2023-08,1,87115.61
044909,TOLEDO PUBLIC SCHOOLS,2023-08,2,686742.32
044917,TORONTO CITY SCHOOL DISTRICT,2023-08,1,26425.22
044925,TROY CITY SCHOOLS,2023-08,1,144832.87
044933,UPPER ARLINGTON CITY SCHOOLS,2023-08,1,216766.08
044941,URBANA CITY SCHOOLS,2023-08,2,61983.05
044958,VANDALIA-BUTLER CITY SCHOOLS,2023-08,2,98776.26
044966,VAN WERT CITY SCHOOLS,2023-08,2,66442.01
044974,WADSWORTH CITY SCHOOLS,2023-08,3,146198.27
044982,WAPAKONETA CITY SCHOOL,2023-08,4,103452.43
044990,WARREN CITY SCHOOL DISTRICT,2023-08,1,152706.06
045005,WARRENSVILLE HEIGHTS CITY,2023-08,1,56716.01
045013,WASHINGTON COURTHOUSE CITY,2023-08,1,68463.86
045021,WELLSTON CITY SCHOOLS,2023-08,2,43401.71
045039,WELLSVILLE LOCAL SCHOOL,2023-08,2,22614
045047,WESTERVILLE CITY SCHOOL,2023-08,2,488810.27
045054,WEST CARROLLTON CITY SCHOOL,2023-08,1,112101.44
045062,WESTLAKE CITY SCHOOL DISTRICT,2023-08,1,110436.34
045070,WHITEHALL CITY SCHOOL DISTRICT,2023-08,1,106935.24
045088,WICKLIFFE CITY SCHOOL DISTRICT,2023-08,2,44097.87
045096,WILLARD CITY SCHOOL DISTRICT,2023-08,3,44974.45
045104,WILLOUGHBY-EASTLAKE CITY,2023-08,2,234807.45
045112,WILMINGTON CITY SCHOOLS,2023-08,2,76739.03
045120,WOOSTER CITY SCHOOL DISTRICT,2023-08,1,112097.39
045138,WORTHINGTON BOARD OF EDUCATION,2023-08,2,355687.49
045146,WYOMING CITY SCHOOLS,2023-08,1,64251.5
045153,XENIA COMMUNITY SCHOOLS,2023-08,3,131092.48
045161,YOUNGSTOWN CITY SCHOOLS,2023-08,2,155730.68
045179,ZANESVILLE CITY SCHOOLS,2023-08,1,99847.32
045187,ADA EXEMPTED VILLAGE SCHOOLS,2023-08,3,29407.13
045195,AMHERST EXEMPTED VILLAGE,2023-08,1,122832.94
045203,BARNESVILLE EXEMPTED VILLAGE,2023-08,5,44852.68
045211,BLUFFTON EXEMPTED VILLAGE,2023-08,4,40591.55
045229,BRADFORD EXEMPTED VILLAGE,2023-08,3,17667.06
045237,BRIDGEPORT EXEMPTED VILLAGE,2023-08,1,24645.38
045245,HARRISON HILLS CITY SCHOOL,2023-08,6,51696.13
045252,CALDWELL EXEMPTED VILLAGE,2023-08,2,26141.43
045260,CAREY EXEMPT VILLAGE SCHOOL,2023-08,3,27458.12
045278,CARROLLTON EXEMPTED VILLAGE,2023-08,5,65008.76
045286,CHAGRIN FALLS EXEMPTED VILLAGE,2023-08,2,55321.64
045294,CHESAPEAKE UNION EXEMPTED,2023-08,1,42193.16
045302,CLYDE GREEN SPRINGS EXEMPTED,2023-08,2,68329
045310,COLDWATER EXEMPTED VILLAGE,2023-08,1,46834.67
045328,COLUMBIANA EXEMPTED VILLAGE,2023-08,2,33119.31
045336,COVINGTON EXEMPTED VILLAGE,2023-08,2,27349.96
045344,CRESTLINE EXEMPTED VILLAGE,2023-08,2,19851.95
045351,CROOKSVILLE EXEMPTED VILLAGE,2023-08,2,35091.26
045369,FAIRPORT HARBOR EXEMPTED,2023-08,1,20347.75
045377,GEORGETOWN EXEMPTED VILLAGE,2023-08,1,34644.09
045385,GIBSONBURG EXEMPTED VILLAGE,2023-08,2,26352.89
045393,GRANVILLE EXEMPTED VILLAGE,2023-08,1,88252.93
045401,GREENFIELD EXEMPTED VILLAGE,2023-08,3,61859.11
045419,HICKSVILLE EXEMPTED VILLAGE,2023-08,2,30765.81
045427,HUBBARD SCHOOL DISTRICT,2023-08,2,61835.09
045435,INDIAN HILL EXEMPTED VILLAGE,2023-08,2,74382.42
045443,LEETONIA EXEMPTED VILLAGE,2023-08,2,17789.79
045450,LISBON EXEMPTED VILLAGE,2023-08,1,24318.49
045468,LOUDONVILLE PERRYSVILLE,2023-08,4,32096.01
045476,MARYSVILLE EXEMPTED VILLAGE,2023-08,4,192753.34
045484,MECHANICSBURG EXEMPTED VILLAGE,2023-08,3,29569.74
045492,MENTOR EXEMPTED VILLAGE,2023-08,2,237300.54
045500,MILFORD EXEMPTED VILLAGE,2023-08,2,215860.48
045518,MILTON-UNION EXEMPTED VILLAGE,2023-08,3,48305.41
045526,MONTPELIER EXEMPTED VILLAGE,2023-08,1,26774.29
045534,MOUNT GILEAD EXEMPTED,2023-08,2,32793.6
045542,NEWCOMERSTOWN EXEMPTED VILLAGE,2023-08,3,30507.15
045559,NEW RICHMOND EXEMPTED,2023-08,1,68981.33
045567,NEWTON FALLS EXEMPTED VILLAGE,2023-08,3,32126.73
045575,PAULDING EXEMPTED VILLAGE SCH,2023-08,3,43569.56
045583,PERRYSBURG EXEMPTED VILLAGE,2023-08,2,186779.93
045591,RITTMAN EXEMPTED VILLAGE,2023-08,2,30407.23
045609,ROSSFORD EXEMPTED VILLAGE,2023-08,2,59110.12
045617,TIPP CITY EXEMPTED VILLAGE,2023-08,2,82556.45
045625,UPPER SANDUSKY E V SCHOOLS,2023-08,4,53094.48
045633,VERSAILLES EXEMPTED VILLAGE,2023-08,2,42191.34
045641,WAUSEON EXEMPTED VILLAGE,2023-08,2,60475.23
045658,WELLINGTON EXEMPTED VILLAGE,2023-08,2,34141.89
045666,WINDHAM EXEMPTED VILLAGE,2023-08,2,15627.32
045674,YELLOW SPRINGS EXEMPTED,2023-08,2,21201.69
045757,ALLEN EAST LOCAL SCHOOL,2023-08,2,35088.58
045765,BATH LOCAL SCHOOL DISTRICT,2023-08,1,59763.44
045773,ELIDA BOARD OF EDUCATION,2023-08,1,78693.04
045781,PERRY LOCAL SCHOOL DISTRICT,2023-08,2,25182.78
045799,SHAWNEE LOCAL SCHOOL DISTRICT,2023-08,2,83222.2
045807,SPENCERVILLE LOCAL SCHOOL,2023-08,4,34503.14
045823,HILLSDALE SCHOOLS,2023-08,3,29093.66
045831,MAPLETON LOCAL SCHOOL DISTRICT,2023-08,3,28423.69
045856,BUCKEYE LOCAL SCHOOL DISTRICT,2023-08,1,60709.24
045864,GRAND VALLEY LOCAL SCHOOL,2023-08,3,30270.06
045872,JEFFERSON AREA LOCAL SCHOOL,2023-08,1,61080.03
045880,PYMATUNING VALLEY LOCAL,2023-08,2,38562.68
045906,ALEXANDER LOCAL SCHOOL,2023-08,3,50611.72
045914,FEDERAL HOCKING LOCAL SCHOOL,2023-08,4,31390.45
045922,TRIMBLE LOCAL SCHOOL DISTRICT,2023-08,4,25977.15
045948,MINSTER LOCAL SCHOOL DISTRICT,2023-08,4,29278.14
045955,NEW BREMEN LOCAL SCHOOL,2023-08,3,27664.01
045963,NEW KNOXVILLE LOCAL SCHOOL,2023-08,2,13235.95
045971,WAYNESFIELD-GOSHEN LOCAL,2023-08,4,15238.85
045997,ST CLAIRSVILLE RICHLAND CITY,2023-08,3,55037.08
046003,SHADYSIDE LOCAL BOARD OF EDU,2023-08,1,22625.26
046011,UNION LOCAL SCHOOL DISTRICT,2023-08,2,46986.73
046037,EASTERN LOCAL SCHOOL DISTRICT,2023-08,3,40465.73
046045,FAYETTEVILLE-PERRY LOCAL,2023-08,4,27610.37
046060,WESTERN BROWN LOCAL SCHOOL,2023-08,3,97938.38
046078,RIPLEY UNION LEWIS HUNTINGTON,2023-08,3,26525.12
046094,EDGEWOOD CITY SCHOOL DISTRICT,2023-08,2,122428.14
046102,FAIRFIELD CITY SCHOOL DISTRICT,2023-08,2,329556.44
046110,LAKOTA LOCAL SCHOOL DISTRICT,2023-08,3,595791.25
046128,MADISON LOCAL SCHOOL DISTRICT,2023-08,2,48342.34
046136,NEW MIAMI LOCAL SCHOOL,2023-08,1,19269.09
046144,ROSS LOCAL SCHOOL DISTRICT,2023-08,2,93616.32
046151,TALAWANDA CITY SCHOOL DISTRICT,2023-08,2,100829.35
046177,BROWN LOCAL SCHOOL DISTRICT,2023-08,2,21708.69
046193,GRAHAM LOCAL SCHOOL DISTRICT,2023-08,5,53494.98
046201,TRIAD LOCAL SCHOOLS,2023-08,3,27710.24
046219,WEST LIBERTY SALEM LOCAL,2023-08,2,40600.6
046235,GREENON LOCAL SCHOOLS,2023-08,2,56751.32
046243,TECUMSEH LOCAL SCHOOL DISTRICT,2023-08,4,96757.16
046250,NORTHEASTERN LOCAL SCHOOL,2023-08,3,101676.77
046268,NORTHWESTERN LOCAL SCHOOL,2023-08,3,54836.01
046276,SOUTHEASTERN LOCAL SCHOOL,2023-08,3,25039.77
046284,CLARK-SHAWNEE LOCAL SCHOOL,2023-08,1,60087.47
046300,BATAVIA LOCAL SCHOOL DISTRICT,2023-08,1,81446.61
046318,BETHEL-TATE LOCAL SCHOOLS,2023-08,2,49626.59
046326,CLERMONT NORTHEASTERN SCHOOL,2023-08,2,47262.21
046334,FELICITY-FRANKLIN LOCAL,2023-08,2,25101.36
046342,GOSHEN LOCAL SCHOOLS,2023-08,2,92758.3
046359,WEST CLERMONT LOCAL SCH DIST.,2023-08,2,268927.85
046367,WILLIAMSBURG LOCAL SCHOOL,2023-08,2,33988.36
046383,BLANCHESTER LOCAL SCHOOL,2023-08,5,43404.02
046391,CLINTON-MASSIE LOCAL SCHOOL,2023-08,3,61602.93
046409,EAST CLINTON LOCAL SCHOOL,2023-08,4,41554.05
046425,BEAVER LOCAL SCHOOL DISTRICT,2023-08,1,58931.42
046433,CRESTVIEW LOCAL SCHOOL,2023-08,2,40267.69
046441,SOUTHERN LOCAL SCHOOL DISTRICT,2023-08,3,26326.65
046458,UNITED LOCAL SCHOOL DISTRICT,2023-08,2,36587.53
046474,RIDGEWOOD LOCAL BOARD OF,2023-08,4,43579.3
046482,RIVER VIEW LOCAL SCHOOL,2023-08,4,55452.45
046508,BUCKEYE CENTRAL LOCAL SCHOOL,2023-08,4,21353.65
046516,COLONEL CRAWFORD LOCAL SCHOOLS,2023-08,3,31626.21
046524,WYNFORD LOCAL SCHOOL DISTRICT,2023-08,4,37464.16
046557,CUYAHOGA HEIGHTS LOCAL SCHOOL,2023-08,2,26086.09
046565,INDEPENDENCE LOCAL SCHOOLS,2023-08,1,35342.32
046573,OLMSTED FALLS BOARD OF,2023-08,2,117067.5
046581,ORANGE CITY SCHOOL DISTRICT,2023-08,2,66107.09
046599,RICHMOND HEIGHTS LOCAL SCHOOL,2023-08,2,26220.67
046607,SOLON BOARD OF EDUCATION,2023-08,3,157189.23
046623,ANSONIA LOCAL SCHOOL DISTRICT,2023-08,1,24775.21
046631,ARCANUM BUTLER LOCAL SCHOOL,2023-08,1,35238.85
046649,FRANKLIN MONROE LOCAL SCHOOL,2023-08,2,17047.07
046672,MISSISSINAWA VALLEY LOCAL,2023-08,1,20218.46
046680,TRI-VILLAGE LOCAL SCHOOL DIST,2023-08,2,26984.89
046706,AYERSVILLE LOCAL SCH DIST.,2023-08,4,24318.16
046714,CENTRAL LOCAL SCHOOL DISTRICT,2023-08,3,33204.5
046722,NORTHEASTERN LOCAL SCHOOL,2023-08,3,36576.86
046748,BIG WALNUT LOCAL SCHOOLS,2023-08,4,139103.94
046755,BUCKEYE VALLEY LOCAL SCHOOL,2023-08,4,73888.23
046763,OLENTANGY LOCAL SCHOOLS,2023-08,2,785512.25
046789,EDISON LOCAL SCHOOLS,2023-08,2,47708.19
046797,KELLEYS ISLAND SCHOOL,2023-08,1,203.48
046805,MARGARETTA LOCAL SCHOOL DIST,2023-08,2,36109.94
046813,PERKINS LOCAL SCHOOL DISTRICT,2023-08,1,62230.94
046821,VERMILION LOCAL SCH DIST.,2023-08,2,58345.21
046847,AMANDA-CLEARCREEK LOCAL SCHOOL,2023-08,3,51879.35
046854,BERNE UNION LOCAL SCHOOLS,2023-08,2,27260.16
046862,BLOOM CARROLL LOCAL SCHOOL,2023-08,2,81318.51
046870,FAIRFIELD UNION LOCAL SCHOOL,2023-08,3,66591.83
046888,LIBERTY UNION THURSTON LOCAL,2023-08,1,41756.82
046896,PICKERINGTON LOCAL SCHOOL DIST,2023-08,2,392530.3
046904,WALNUT TOWNSHIP LOCAL SCHOOL,2023-08,3,17672.84
046920,MIAMI TRACE LOCAL SCH DIST.,2023-08,7,87919.28
046946,CANAL WINCHESTER LOCAL SCHOOL,2023-08,2,131389.19
046953,HAMILTON LOCAL SCHOOLS,2023-08,2,101379.96
046961,GAHANNA-JEFFERSON CITY SCHOOL,2023-08,2,270435.83
046979,GROVEPORT MADISON LOCAL,2023-08,3,215235.69
046995,NEW ALBANY PLAIN LOCAL SCHOOL,2023-08,3,166463.71
047001,REYNOLDSBURG CITY SCHOOLS,2023-08,3,257281.71
047019,HILLIARD CITY SCHOOL DISTRICT,2023-08,1,543026.3
047027,DUBLIN CITY SCHOOLS,2023-08,3,559411.42
047043,ARCHBOLD AREA LOCAL SCHOOLS,2023-08,4,42031.03
047050,EVERGREEN LOCAL SCHOOL,2023-08,2,38672.81
047068,FAYETTE LOCAL SCHOOL DISTRICT,2023-08,2,11177.67
047076,PETTISVILLE LOCAL SCHOOL,2023-08,2,16809.43
047084,PIKE DELTA YORK LOCAL SCHOOLS,2023-08,3,40090.74
047092,SWANTON LOCAL SCHOOL DISTRICT,2023-08,3,39842.97
047167,BERKSHIRE BOARD OF EDUCATION,2023-08,2,47091.28
047175,CARDINAL LOCAL SCHOOL DISTRICT,2023-08,4,26847.98
047183,CHARDON BOARD OF EDUCATION,2023-08,2,88387.68
047191,KENSTON LOCAL SCHOOL DISTRICT,2023-08,3,86973.16
047225,WEST GEAUGA LOCAL SCHOOL,2023-08,3,70736.26
047241,BEAVERCREEK CITY SCHOOLS,2023-08,2,271865.31
047258,CEDARCLIFF LOCAL BOARD OF,2023-08,2,20864.84
047266,GREENEVIEW LOCAL SCHOOL,2023-08,3,47599.29
047274,SUGARCREEK LOCAL SCHOOL,2023-08,3,94248.24
047308,ROLLING HILLS LOCAL SCHOOL,2023-08,3,52778.46
047332,FINNEYTOWN LOCAL SCHOOL,2023-08,1,41600.24
047340,FOREST HILLS LOCAL SCHOOL,2023-08,2,239538.17
047365,NORTHWEST LOCAL SCHOOL,2023-08,2,289485.67
047373,OAK HILLS LOCAL SCHOOL DISTICT,2023-08,1,259294.67
047381,SOUTHWEST LOCAL SCHOOL DIST,2023-08,2,149204.64
047399,THREE RIVERS LOCAL SCHOOL DIST,2023-08,1,70208.81
047415,ARCADIA LOCAL SCHOOL DISTRICT,2023-08,3,18430.77
047423,ARLINGTON LOCAL SCHOOL,2023-08,2,19319.24
047431,CORY-RAWSON LOCAL SCHOOLS,2023-08,4,16705.08
047449,LIBERTY-BENTON LOCAL SCHOOL,2023-08,1,50865.54
047456,MCCOMB LOCAL SCHOOL DISTRICT,2023-08,3,20794.26
047464,VAN BUREN LOCAL SCHOOL,2023-08,2,35190.68
047472,VANLUE LOCAL SCHOOL DISTRICT,2023-08,3,5028.55
047498,HARDIN NORTHERN LOCAL SCHOOL,2023-08,2,13335.39
047506,RIDGEMONT LOCAL SCHOOL,2023-08,4,17424.78
047514,RIVERDALE LOCAL SCHOOL,2023-08,3,33258.12
