school_year,census_year,october_year,district_irn,district_name,census_poverty,neglected,delinquent,foster,tanf,total_formula_count,population_5_to_17,title1_share
2025-2026,2023,2024,048744,Valley View Local School District,241,0,0,7,0,248,2159,0.114867994441871
2025-2026,2023,2024,048751,Huber Heights City School District,1264,0,0,31,0,1295,7422,0.174481271894368
2025-2026,2023,2024,048777,Morgan Local School District,416,0,0,11,0,427,1941,0.219989696032973
2025-2026,2023,2024,048793,Cardington-Lincoln Local School District,161,0,0,6,0,167,1077,0.155060352831941
2025-2026,2023,2024,048801,Highland Local School District,170,0,0,4,0,174,1768,0.09841628959276
2025-2026,2023,2024,048819,Northmor Local School District,178,0,0,7,0,185,1358,0.136229749631811
2025-2026,2023,2024,048835,East Muskingum Local School District,246,46,0,9,0,301,2223,0.13540260908682
2025-2026,2023,2024,048843,Franklin Local School District,376,0,0,13,0,389,2195,0.177220956719818
2025-2026,2023,2024,048850,Maysville Local School District,309,0,0,9,0,318,1746,0.18213058419244
2025-2026,2023,2024,048876,Tri-Valley Local School District,473,0,0,24,0,497,3336,0.148980815347722
2025-2026,2023,2024,048884,West Muskingum Local School District,336,0,0,8,0,344,1952,0.176229508196721
2025-2026,2023,2024,048900,Noble Local School District,146,0,0,0,0,146,1186,0.123102866779089
2025-2026,2023,2024,048926,Benton-Carroll-Salem Local School District,153,0,0,5,0,158,1505,0.104983388704319
2025-2026,2023,2024,048934,Danbury Local School District,58,0,0,0,0,58,431,0.134570765661253
2025-2026,2023,2024,048942,Genoa Area Local School District,98,0,0,9,0,107,1281,0.083528493364559
2025-2026,2023,2024,048959,Middle Bass Local School District,1,0,0,0,0,1,13,0.076923076923077
2025-2026,2023,2024,048967,North Bass Local School District,0,0,0,0,0,0,0,0
2025-2026,2023,2024,048975,Put-in-Bay Local School District,7,0,0,0,0,7,59,0.11864406779661
2025-2026,2023,2024,048991,Antwerp Local School District,60,0,0,1,0,61,699,0.087267525035765
2025-2026,2023,2024,049031,Wayne Trace Local School District,150,0,0,2,0,152,920,0.165217391304348
2025-2026,2023,2024,049056,Northern Local School District,280,0,0,22,0,302,2627,0.114960030452988
2025-2026,2023,2024,049064,Southern Local School District,165,0,0,5,0,170,741,0.229419703103914
2025-2026,2023,2024,049080,Logan Elm Local School District,282,0,0,2,0,284,2067,0.137397194000968
2025-2026,2023,2024,049098,Teays Valley Local School District,421,0,0,8,0,429,4431,0.096817874069059
2025-2026,2023,2024,049106,Westfall Local School District,195,0,0,4,0,199,1428,0.139355742296919
2025-2026,2023,2024,049122,Eastern Local School District,202,0,0,3,0,205,871,0.235361653272101
2025-2026,2023,2024,049130,Scioto Valley Local School District,340,0,0,10,0,350,1408,0.248579545454545
2025-2026,2023,2024,049148,Waverly City School District,373,0,0,7,0,380,1871,0.203099946552646
2025-2026,2023,2024,049155,Western Local School District,221,0,0,2,0,223,855,0.260818713450292
2025-2026,2023,2024,049171,Aurora City School District,106,0,0,2,0,108,3180,0.033962264150943
2025-2026,2023,2024,049189,Crestwood Local School District,173,0,0,7,0,180,1795,0.100278551532033
2025-2026,2023,2024,049197,Field Local School District,197,0,0,16,0,213,2455,0.086761710794297
2025-2026,2023,2024,049205,James A. Garfield Local School District,117,0,0,3,0,120,1432,0.083798882681564
2025-2026,2023,2024,049213,Rootstown Local School District,94,0,0,4,0,98,1302,0.075268817204301
2025-2026,2023,2024,049221,Southeast Local School District,206,0,0,7,0,213,1745,0.122063037249284
2025-2026,2023,2024,049239,Streetsboro City School District,214,0,0,5,0,219,2329,0.094031773293259
2025-2026,2023,2024,049247,Waterloo Local School District,139,0,0,8,0,147,1296,0.113425925925926
2025-2026,2023,2024,049270,National Trail Local School District,177,0,0,5,0,182,1104,0.164855072463768
2025-2026,2023,2024,049288,Preble Shawnee Local School District,189,0,0,13,0,202,1523,0.13263296126067
2025-2026,2023,2024,049296,Twin Valley Community Local School District,123,0,0,0,0,123,955,0.128795811518325
2025-2026,2023,2024,049312,Columbus Grove Local School District,81,0,0,1,0,82,1014,0.080867850098619
2025-2026,2023,2024,049320,Continental Local School District,49,0,0,2,0,51,618,0.08252427184466
2025-2026,2023,2024,049338,Jennings Local School District,11,0,0,0,0,11,378,0.029100529100529
2025-2026,2023,2024,049346,Kalida Local School District,23,0,0,0,0,23,634,0.036277602523659
2025-2026,2023,2024,049353,Leipsic Local School District,78,0,0,0,0,78,726,0.107438016528926
2025-2026,2023,2024,049361,Miller City-New Cleveland Local School District,17,0,0,0,0,17,424,0.040094339622642
2025-2026,2023,2024,049379,Ottawa-Glandorf Local School District,96,0,0,2,0,98,1764,0.055555555555556
2025-2026,2023,2024,049387,Ottoville Local School District,21,0,0,3,0,24,463,0.051835853131749
2025-2026,2023,2024,049395,Pandora-Gilboa Local School District,45,0,0,2,0,47,677,0.069423929098966
2025-2026,2023,2024,049411,Clear Fork Valley Local School District,179,0,0,4,0,183,2031,0.090103397341211
2025-2026,2023,2024,049429,Crestview Local School District,243,0,0,2,0,245,1590,0.154088050314465
2025-2026,2023,2024,049437,Lexington Local School District,278,0,0,10,0,288,2902,0.099241902136458
2025-2026,2023,2024,049445,Lucas Local School District,57,0,0,2,0,59,577,0.102253032928943
2025-2026,2023,2024,049452,Madison Local School District,665,55,0,12,0,732,3366,0.2174688057041
2025-2026,2023,2024,049460,Plymouth-Shiloh Local School District,160,0,0,1,0,161,1033,0.155856727976767
2025-2026,2023,2024,049478,Ontario Local School District,187,0,0,13,0,200,1864,0.107296137339056
2025-2026,2023,2024,049494,Adena Local School District,191,0,0,6,0,197,1310,0.150381679389313
2025-2026,2023,2024,049502,Huntington Local School District,223,0,0,6,0,229,1092,0.20970695970696
2025-2026,2023,2024,049510,Paint Valley Local School District,199,0,0,10,0,209,959,0.217935349322211
2025-2026,2023,2024,049528,Southeastern Local School District,172,0,0,6,0,178,1032,0.172480620155039
2025-2026,2023,2024,049536,Union-Scioto Local School District,326,0,0,10,0,336,1886,0.178154825026511
2025-2026,2023,2024,049544,Zane Trace Local School District,187,0,0,5,0,192,1534,0.1251629726206
2025-2026,2023,2024,049569,Lakota Local School District,112,0,0,4,0,116,1165,0.099570815450644
2025-2026,2023,2024,049577,Woodmore Local School District,73,0,0,4,0,77,1010,0.076237623762376
2025-2026,2023,2024,049593,Bloom-Vernon Local School District,103,0,0,18,0,121,750,0.161333333333333
2025-2026,2023,2024,049601,Clay Local School District,99,0,0,14,0,113,541,0.208872458410351
2025-2026,2023,2024,049619,Green Local School District,121,0,0,3,0,124,666,0.186186186186186
2025-2026,2023,2024,049627,Minford Local School District,190,0,0,15,0,205,1370,0.14963503649635
2025-2026,2023,2024,049635,Northwest Local School District,255,0,0,24,0,279,1519,0.183673469387755
2025-2026,2023,2024,049643,Valley Local School District,117,0,0,4,0,121,852,0.142018779342723
2025-2026,2023,2024,049650,Washington-Nile Local School District,255,0,0,21,0,276,1300,0.212307692307692
2025-2026,2023,2024,049668,Wheelersburg Local School District,210,0,0,2,0,212,1352,0.156804733727811
2025-2026,2023,2024,049684,Seneca East Local School District,61,0,0,2,0,63,830,0.075903614457831
2025-2026,2023,2024,049700,Hopewell-Loudon Local School District,66,0,0,1,0,67,724,0.092541436464088
2025-2026,2023,2024,049718,New Riegel Local School District,13,0,0,0,0,13,334,0.038922155688623
2025-2026,2023,2024,049726,Old Fort Local School District,36,0,0,1,0,37,513,0.072124756335283
2025-2026,2023,2024,049759,Anna Local School District,52,0,0,0,0,52,998,0.052104208416834
2025-2026,2023,2024,049767,Botkins Local School District,21,0,0,0,0,21,420,0.05
2025-2026,2023,2024,049775,Fairlawn Local School District,30,0,0,1,0,31,368,0.084239130434783
2025-2026,2023,2024,049783,Fort Loramie Local School District,27,0,0,1,0,28,807,0.034696406443618
2025-2026,2023,2024,049791,Hardin-Houston Local School District,116,4,0,3,0,123,898,0.136971046770601
2025-2026,2023,2024,049809,Jackson Center Local School District,36,0,0,0,0,36,499,0.072144288577154
2025-2026,2023,2024,049817,Russia Local School District,18,0,0,0,0,18,372,0.048387096774194
2025-2026,2023,2024,049833,Canton Local School District,314,0,0,3,0,317,1801,0.176013325930039
2025-2026,2023,2024,049841,Fairless Local School District,164,0,0,3,0,167,1919,0.087024491922876
2025-2026,2023,2024,049858,Jackson Local School District,357,0,0,22,0,379,6668,0.056838632273545
2025-2026,2023,2024,049866,Lake Local School District,188,0,0,10,0,198,3852,0.051401869158879
2025-2026,2023,2024,049874,Louisville City School District,261,0,0,24,0,285,3133,0.090967124162145
2025-2026,2023,2024,049882,Marlington Local School District,238,0,0,3,0,241,2266,0.106354810238305
2025-2026,2023,2024,049890,Minerva Local School District,266,0,0,6,0,272,1965,0.138422391857506
2025-2026,2023,2024,049908,Northwest Local School District,146,0,0,0,0,146,2036,0.071709233791749
2025-2026,2023,2024,049916,Osnaburg Local School District,66,0,0,6,0,72,838,0.085918854415274
2025-2026,2023,2024,049924,Perry Local School District,484,0,0,23,0,507,4605,0.110097719869707
2025-2026,2023,2024,049932,Plain Local School District,847,0,0,30,0,877,7062,0.124185783064288
2025-2026,2023,2024,049940,Sandy Valley Local School District,175,0,0,1,0,176,1317,0.133637053910402
2025-2026,2023,2024,049957,Tuslaw Local School District,115,0,0,6,0,121,1613,0.075015499070056
2025-2026,2023,2024,049973,Woodridge Local School District,479,0,0,22,0,501,2518,0.198967434471803
2025-2026,2023,2024,049981,Copley-Fairlawn City School District,250,0,0,16,0,266,3382,0.078651685393258
2025-2026,2023,2024,049999,Coventry Local School District,255,0,0,8,0,263,1443,0.182259182259182
2025-2026,2023,2024,050005,Manchester Local School District,127,0,0,18,0,145,1402,0.103423680456491
2025-2026,2023,2024,050013,Green Local School District,403,0,0,30,0,433,4652,0.093078245915735
2025-2026,2023,2024,050021,Hudson City School District,135,0,0,4,0,139,5416,0.025664697193501
2025-2026,2023,2024,050039,Mogadore Local School District,85,0,0,1,0,86,688,0.125
2025-2026,2023,2024,050047,Nordonia Hills City School District,267,0,0,7,0,274,4400,0.062272727272727
2025-2026,2023,2024,050054,Revere Local School District,169,0,0,2,0,171,3719,0.045980102178005
2025-2026,2023,2024,050062,Springfield Local School District,469,0,0,43,0,512,2499,0.204881952781112
2025-2026,2023,2024,050070,Twinsburg City School District,333,0,0,11,0,344,4641,0.074121956474898
2025-2026,2023,2024,050096,Bloomfield-Mespo Local School District,152,0,0,1,0,153,1163,0.131556319862425
2025-2026,2023,2024,050112,Bristol Local School District,177,0,0,4,0,181,1224,0.147875816993464
2025-2026,2023,2024,050120,Brookfield Local School District,268,0,0,1,0,269,1105,0.243438914027149
2025-2026,2023,2024,050138,Champion Local School District,178,0,0,1,0,179,1466,0.122100954979536
2025-2026,2023,2024,050153,Mathews Local School District,136,0,0,6,0,142,858,0.165501165501166
2025-2026,2023,2024,050161,Howland Local School District,506,0,0,12,0,518,2982,0.173708920187793
2025-2026,2023,2024,050179,Joseph Badger Local School District,156,0,0,1,0,157,881,0.178206583427923
2025-2026,2023,2024,050187,Lakeview Local School District,211,0,0,2,0,213,1859,0.114577729962345
2025-2026,2023,2024,050195,Liberty Local School District,375,56,0,3,0,434,1663,0.260974143114853
2025-2026,2023,2024,050203,Lordstown Local School District,60,0,0,1,0,61,470,0.129787234042553
2025-2026,2023,2024,050211,Maplewood Local School District,111,0,0,1,0,112,717,0.156206415620642
2025-2026,2023,2024,050229,McDonald Local School District,76,0,0,1,0,77,656,0.117378048780488
2025-2026,2023,2024,050237,Southington Local School District,101,0,0,2,0,103,652,0.157975460122699
2025-2026,2023,2024,050245,LaBrae Local School District,235,0,0,3,0,238,1052,0.226235741444867
2025-2026,2023,2024,050252,Weathersfield Local School District,153,0,0,2,0,155,768,0.201822916666667
2025-2026,2023,2024,050278,Garaway Local School District,236,0,0,8,0,244,2581,0.09453700116234
2025-2026,2023,2024,050286,Indian Valley Local School District,243,0,0,5,0,248,1702,0.145710928319624
2025-2026,2023,2024,050294,Strasburg-Franklin Local School District,64,0,0,1,0,65,636,0.102201257861635
2025-2026,2023,2024,050302,Tuscarawas Valley Local School District,150,0,0,11,0,161,1588,0.101385390428212
2025-2026,2023,2024,050328,Fairbanks Local School District,50,0,0,3,0,53,1392,0.038074712643678
2025-2026,2023,2024,050336,North Union Local School District,134,0,0,4,0,138,1555,0.088745980707395
2025-2026,2023,2024,050351,Crestview Local School District,75,0,0,0,0,75,850,0.088235294117647
2025-2026,2023,2024,050369,Lincolnview Local School District,58,0,0,0,0,58,782,0.074168797953964
2025-2026,2023,2024,050393,Vinton County Local School District,483,0,0,23,0,506,1973,0.256462240243284
2025-2026,2023,2024,050419,Carlisle Local School District,155,0,0,2,0,157,1714,0.091598599766628
2025-2026,2023,2024,050427,Springboro Community City School District,211,0,0,9,0,220,7539,0.029181589070168
2025-2026,2023,2024,050435,Kings Local School District,361,0,0,5,0,366,5674,0.064504758547762
2025-2026,2023,2024,050443,Little Miami Local School District,288,0,0,14,0,302,6512,0.046375921375921
2025-2026,2023,2024,050450,Mason City School District,485,0,0,6,0,491,11795,0.041627808393387
2025-2026,2023,2024,050468,Wayne Local School District,64,0,0,6,0,70,1703,0.041103934233705
2025-2026,2023,2024,050484,Fort Frye Local School District,117,0,0,13,0,130,972,0.133744855967078
2025-2026,2023,2024,050492,Frontier Local School District,85,0,0,2,0,87,672,0.129464285714286
2025-2026,2023,2024,050500,Warren Local School District,275,0,0,15,0,290,2297,0.126251632564214
2025-2026,2023,2024,050518,Wolf Creek Local School District,58,0,0,0,0,58,601,0.096505823627288
2025-2026,2023,2024,050534,Chippewa Local School District,142,0,0,3,0,145,1427,0.101611772950245
2025-2026,2023,2024,050542,Dalton Local School District,172,0,0,1,0,173,1556,0.111182519280206
2025-2026,2023,2024,050559,Green Local School District,139,0,0,5,0,144,1304,0.110429447852761
2025-2026,2023,2024,050567,Norwayne Local School District,145,30,0,6,0,181,1474,0.122795115332429
2025-2026,2023,2024,050575,Northwestern Local School District,245,0,0,5,0,250,1558,0.160462130937099
2025-2026,2023,2024,050583,Southeast Local School District,376,0,0,8,0,384,4634,0.082865774708675
2025-2026,2023,2024,050591,Triway Local School District,238,0,0,10,0,248,2255,0.109977827050998
2025-2026,2023,2024,050617,Edgerton Local School District,66,0,0,2,0,68,649,0.104776579352851
2025-2026,2023,2024,050625,Edon Northwest Local School District,45,0,0,7,0,52,556,0.093525179856115
2025-2026,2023,2024,050633,Millcreek-West Unity Local School District,71,0,0,1,0,72,574,0.125435540069686
2025-2026,2023,2024,050641,North Central Local School District,67,0,0,1,0,68,683,0.099560761346999
2025-2026,2023,2024,050658,Stryker Local School District,46,0,0,0,0,46,439,0.104783599088838
2025-2026,2023,2024,050674,Eastwood Local School District,120,0,0,5,0,125,1538,0.081274382314694
2025-2026,2023,2024,050682,Elmwood Local School District,106,0,0,1,0,107,1169,0.09153122326775
2025-2026,2023,2024,050690,Lake Local School District,184,0,0,6,0,190,1772,0.107223476297968
2025-2026,2023,2024,050708,North Baltimore Local School District,114,0,0,2,0,116,731,0.158686730506156
2025-2026,2023,2024,050716,Northwood Local School District,112,0,0,2,0,114,846,0.134751773049645
2025-2026,2023,2024,050724,Otsego Local School District,149,0,0,1,0,150,1683,0.089126559714795
2025-2026,2023,2024,050740,Mohawk Local School District,75,0,0,2,0,77,885,0.087005649717514
2025-2026,2023,2024,061903,Adams County/Ohio Valley Local School District,941,15,0,105,0,1061,4291,0.24726171055698
2025-2026,2023,2024,064964,College Corner Local School District,20,0,0,0,0,20,141,0.141843971631206
2025-2026,2023,2024,065680,Gallia County Local School District,581,0,0,8,0,589,2741,0.214885078438526
2025-2026,2023,2024,069682,East Guernsey Local School District,245,0,0,4,0,249,1324,0.188066465256798
2025-2026,2023,2024,091397,Tri-County North Local School District,109,0,0,5,0,114,916,0.124454148471616
2025-2026,2023,2024,139303,Monroe Local School District,210,0,0,8,0,218,3165,0.068878357030016
