school_year,leaid,irn,name,agency_type,status
2022,3904787,047878,Kirtland Local,1,1
2022,3904788,047886,Madison Local,1,1
2022,3904790,047902,Perry Local,1,1
2022,3904791,047910,Lawrence County ESC,4,1
2022,3904792,047928,Dawson-Bryant Local,1,1
2022,3904793,047936,Fairland Local,1,1
2022,3904794,047944,Rock Hill Local,1,1
2022,3904795,047951,South Point Local,1,1
2022,3904796,047969,Symmes Valley Local,1,1
2022,3904797,047977,Licking County ESC,4,1
2022,3904798,047985,Johnstown-Monroe Local,1,1
2022,3904799,047993,Lakewood Local,1,1
2022,3904800,048009,Licking Heights Local,1,1
2022,3904801,048017,Licking Valley Local,1,1
2022,3904802,048025,North Fork Local,1,1
2022,3904803,048033,Northridge Local,1,1
2022,3904804,048041,Southwest Licking Local,1,1
2022,3904807,048074,Benjamin Logan Local,1,1
2022,3904808,048082,Indian Lake Local,1,1
2022,3904809,048090,Riverside Local,1,1
2022,3904810,048108,Lorain County ESC,4,1
2022,3904811,048116,Avon Local,1,1
2022,3904812,048124,Avon Lake City,1,1
2022,3904813,048132,Clearview Local,1,1
2022,3904814,048140,Columbia Local,1,1
2022,3904815,048157,Firelands Local,1,1
2022,3904816,048165,Keystone Local,1,1
2022,3904817,048173,Midview Local,1,1
2022,3904819,048199,ESC of Lake Erie West,4,1
2022,3904820,048207,Anthony Wayne Local,1,1
2022,3904821,048215,Ottawa Hills Local,1,1
2022,3904822,048223,Springfield Local,1,1
2022,3904823,048231,Washington Local,1,1
2022,3904825,048256,Jefferson Local,1,1
2022,3904826,048264,Jonathan Alder Local,1,1
2022,3904827,048272,Madison-Plains Local,1,1
2022,3904828,048280,Mahoning County ESC,4,1
2022,3904829,048298,Austintown Local Schools,1,1
2022,3904830,048306,Boardman Local,1,1
2022,3904831,048314,Canfield Local,1,1
2022,3904832,048322,Jackson-Milton Local,1,1
2022,3904833,048330,Lowellville Local,1,1
2022,3904834,048348,Poland Local,1,1
2022,3904835,048355,Sebring Local,1,1
2022,3904836,048363,South Range Local,1,1
2022,3904837,048371,Springfield Local,1,1
2022,3904838,048389,West Branch Local,1,1
2022,3904839,048397,Western Reserve Local,1,1
2022,3904841,048413,Elgin Local,1,1
2022,3904842,048421,Pleasant Local,1,1
2022,3904843,048439,Ridgedale Local,1,1
2022,3904844,048447,River Valley Local,1,1
2022,3904845,048454,Medina County ESC,4,1
2022,3904846,048462,Black River Local,1,1
2022,3904847,048470,Buckeye Local,1,1
2022,3904848,048488,Cloverleaf Local,1,1
2022,3904849,048496,Highland Local,1,1
2022,3904851,048512,Eastern Local,1,1
2022,3904852,048520,Meigs Local,1,1
2022,3904853,048538,Southern Local,1,1
2022,3904854,048546,Mercer County Educational Service Center,4,1
2022,3904857,048579,Parkway Local,1,1
2022,3904858,048587,St Henry Consolidated Local,1,1
2022,3904859,048595,Fort Recovery Local,1,1
2022,3904860,048603,Miami County ESC,4,1
2022,3904861,048611,Bethel Local,1,1
2022,3904862,048629,Miami East Local,1,1
2022,3904863,048637,Newton Local,1,1
2022,3904865,048652,Switzerland of Ohio Local,1,1
2022,3904866,048660,Montgomery County ESC,4,1
2022,3904867,048678,Brookville Local,1,1
2022,3904868,048686,Jefferson Township Local,1,1
2022,3904869,048694,Trotwood-Madison City,1,1
2022,3904870,048702,Mad River Local,1,1
2022,3904871,048710,New Lebanon Local School District,1,1
2022,3904872,048728,Northmont City,1,1
2022,3904873,048736,Northridge Local,1,1
2022,3904874,048744,Valley View Local,1,1
2022,3904875,048751,Huber Heights City,1,1
2022,3904877,048777,Morgan Local,1,1
2022,3904879,048793,Cardington-Lincoln Local,1,1
2022,3904880,048801,Highland Local,1,1
2022,3904881,048819,Northmor Local,1,1
2022,3904883,048835,East Muskingum Local,1,1
2022,3904884,048843,Franklin Local,1,1
2022,3904885,048850,Maysville Local,1,1
2022,3904887,048876,Tri-Valley Local,1,1
2022,3904888,048884,West Muskingum Local,1,1
2022,3904890,048900,Noble Local,1,1
2022,3904892,048926,Benton Carroll Salem Local,1,1
2022,3904893,048934,Danbury Local,1,1
2022,3904894,048942,Genoa Area Local,1,1
2022,3904895,048959,Middle Bass Local,1,1
2022,3904896,048967,North Bass Local,1,1
2022,3904897,048975,Put-In-Bay Local,1,1
2022,3904899,048991,Antwerp Local,1,1
2022,3904900,049296,Twin Valley Community Local,1,1
2022,3904903,049031,Wayne Trace Local,1,1
2022,3904905,049056,Northern Local,1,1
2022,3904906,049064,Southern Local,1,1
2022,3904907,049072,Pickaway County ESC,4,1
2022,3904908,049080,Logan Elm Local,1,1
2022,3904909,049098,Teays Valley Local,1,1
2022,3904910,049106,Westfall Local,1,1
2022,3904912,049122,Eastern Local School District,1,1
2022,3904913,049130,Scioto Valley Local,1,1
2022,3904914,049148,Waverly City,1,1
2022,3904915,049155,Western Local,1,1
2022,3904917,049171,Aurora City,1,1
2022,3904918,049189,Crestwood Local,1,1
2022,3904919,049197,Field Local,1,1
2022,3904920,049205,James A Garfield Local,1,1
2022,3904921,049213,Rootstown Local,1,1
2022,3904922,049221,Southeast Local,1,1
2022,3904923,049239,Streetsboro City,1,1
2022,3904924,049247,Waterloo Local,1,1
2022,3904925,049254,Preble County ESC,4,1
2022,3904926,091397,Tri-County North Local,1,1
2022,3904927,049270,National Trail Local,1,1
2022,3904928,049288,Preble Shawnee Local,1,1
2022,3904930,049304,Putnam County ESC,4,1
2022,3904931,049312,Columbus Grove Local,1,1
2022,3904932,049320,Continental Local,1,1
2022,3904933,049338,Jennings Local,1,1
2022,3904934,049346,Kalida Local,1,1
2022,3904935,049353,Leipsic Local,1,1
2022,3904936,049361,Miller City-New Cleveland Local,1,1
2022,3904937,049379,Ottawa-Glandorf Local,1,1
2022,3904938,049387,Ottoville Local,1,1
2022,3904939,049395,Pandora-Gilboa Local,1,1
2022,3904941,049411,Clear Fork Valley Local,1,1
2022,3904942,049429,Crestview Local,1,1
2022,3904943,049437,Lexington Local,1,1
2022,3904944,049445,Lucas Local,1,1
2022,3904945,049452,Madison Local,1,1
2022,3904946,049460,Plymouth-Shiloh Local,1,1
2022,3904947,049478,Ontario Local,1,1
2022,3904949,049494,Adena Local,1,1
2022,3904950,049502,Huntington Local,1,1
2022,3904951,049510,Paint Valley Local,1,1
2022,3904952,049528,Southeastern Local,1,1
2022,3904953,049536,Union-Scioto Local,1,1
2022,3904954,049544,Zane Trace Local,1,1
2022,3904956,049569,Lakota Local,1,1
2022,3904957,049577,Woodmore Local,1,1
2022,3904959,049593,Bloom-Vernon Local,1,1
2022,3904961,049619,Green Local,1,1
2022,3904962,049627,Minford Local,1,1
2022,3904963,049635,Northwest Local,1,1
2022,3904964,049643,Valley Local,1,1
2022,3904965,049650,Washington-Nile Local,1,1
2022,3904966,049668,Wheelersburg Local,1,1
2022,3904968,049684,Seneca East Local,1,1
2022,3904970,049700,Hopewell-Loudon Local,1,1
2022,3904971,049718,New Riegel Local,1,1
2022,3904976,049767,Botkins Local,1,1
2022,3904977,049775,Fairlawn Local,1,1
2022,3904978,049783,Fort Loramie Local,1,1
2022,3904979,049791,Hardin-Houston Local,1,1
2022,3904981,049817,Russia Local,1,1
2022,3904982,049825,Stark County ESC,4,1
2022,3904983,049833,Canton Local,1,1
2022,3904984,049841,Fairless Local,1,1
2022,3904985,049858,Jackson Local,1,1
2022,3904986,049866,Lake Local,1,1
2022,3904987,049874,Louisville City,1,1
2022,3904988,049882,Marlington Local,1,1
2022,3904989,049890,Minerva Local,1,1
2022,3904990,049908,Northwest Local,1,1
2022,3904991,049916,Osnaburg Local,1,1
2022,3904992,049924,Perry Local,1,1
2022,3904993,049932,Plain Local,1,1
2022,3904994,049940,Sandy Valley Local,1,1
2022,3904995,049957,Tuslaw Local,1,1
2022,3904996,049965,Summit County ESC,4,1
2022,3904997,049973,Woodridge Local,1,1
2022,3904998,049981,Copley-Fairlawn City,1,1
2022,3904999,049999,Coventry Local,1,1
2022,3905000,050005,Manchester Local,1,1
2022,3905001,050013,Green Local,1,1
2022,3905002,050021,Hudson City,1,1
2022,3905003,050039,Mogadore Local,1,1
2022,3905004,050047,Nordonia Hills City,1,1
2022,3905005,050054,Revere Local,1,1
2022,3905006,050062,Springfield Local,1,1
2022,3905007,050070,Twinsburg City,1,1
2022,3905008,050088,Trumbull County ESC,4,1
2022,3905009,050096,Bloomfield-Mespo Local,1,1
2022,3905011,050112,Bristol Local,1,1
2022,3905012,050120,Brookfield Local,1,1
2022,3905013,050138,Champion Local,1,1
2022,3905015,050153,Mathews Local,1,1
2022,3905016,050161,Howland Local,1,1
2022,3905017,050179,Joseph Badger Local,1,1
2022,3905018,050187,Lakeview Local,1,1
2022,3905019,050195,Liberty Local,1,1
2022,3905020,050203,Lordstown Local,1,1
2022,3905021,050211,Maplewood Local,1,1
2022,3905022,050229,McDonald Local,1,1
2022,3905023,050237,Southington Local,1,1
2022,3905024,050245,LaBrae Local,1,1
2022,3905025,050252,Weathersfield Local,1,1
2022,3905026,050260,East Central Ohio ESC,4,1
2022,3905027,050278,Garaway Local,1,1
2022,3905028,050286,Indian Valley Local,1,1
2022,3905029,050294,Strasburg-Franklin Local,1,1
2022,3905030,050302,Tuscarawas Valley Local,1,1
2022,3905032,050328,Fairbanks Local,1,1
2022,3905033,050336,North Union Local School District,1,1
2022,3905035,050351,Crestview Local,1,1
2022,3905039,050393,Vinton County Local,1,1
2022,3905040,050401,Warren County ESC,4,1
2022,3905041,050419,Carlisle Local,1,1
2022,3905042,050427,Springboro Community City,1,1
2022,3905043,050435,Kings Local,1,1
2022,3905044,050443,Little Miami Local,1,1
2022,3905045,050450,Mason City,1,1
2022,3905046,050468,Wayne Local,1,1
2022,3905048,050484,Fort Frye Local,1,1
2022,3905049,050492,Frontier Local,1,1
2022,3905051,050518,Wolf Creek Local,1,1
2022,3905052,050526,Tri-County ESC,4,1
2022,3905053,050534,Chippewa Local,1,1
2022,3905054,050542,Dalton Local,1,1
2022,3905055,050559,Green Local,1,1
2022,3905056,050567,Norwayne Local,1,1
2022,3905058,050583,Southeast Local,1,1
2022,3905059,050591,Triway Local,1,1
2022,3905061,050617,Edgerton Local,1,1
2022,3905062,050625,Edon Northwest Local,1,1
2022,3905063,050633,Millcreek-West Unity Local,1,1
2022,3905064,050641,North Central Local,1,1
2022,3905065,050658,Stryker Local,1,1
2022,3905066,050666,Wood County ESC,4,1
2022,3905067,050674,Eastwood Local,1,1
2022,3905068,050682,Elmwood Local,1,1
2022,3905069,050690,Lake Local,1,1
2022,3905070,050708,North Baltimore Local,1,1
2022,3905071,050716,Northwood Local Schools,1,1
2022,3905072,050724,Otsego Local,1,1
2022,3905074,050740,Mohawk Local,1,1
2022,3905077,050773,Apollo,4,1
2022,3905079,050799,Southern Hills,4,1
2022,3905081,050815,Ashtabula County Technical and Career Center,4,1
2022,3905085,050856,Belmont-Harrison,4,1
2022,3905088,050880,Butler Technology & Career Development Schools,4,1
2022,3905090,050906,Columbiana County,4,1
2022,3905092,050922,Cuyahoga Valley Career Center,4,1
2022,3905094,050948,Polaris,4,1
2022,3905096,050963,Four County Career Center,4,1
2022,3905098,050989,Delaware Area Career Center,4,1
2022,3905100,051003,Eastland-Fairfield Career & Technical Schools,4,1
2022,3905102,051029,EHOVE Career Center,4,1
2022,3905104,051045,Greene County Vocational School District,4,1
2022,3905106,051060,Great Oaks Career Campuses,4,1
2022,3905112,051128,Jefferson County,4,1
2022,3905114,051144,Knox County JVSD,4,1
2022,3905116,051169,Auburn,4,1
2022,3905118,051185,Lawrence County,4,1
2022,3905120,051201,Career and Technology Educational Centers,4,1
2022,3905122,051227,Lorain County JVS,4,1
2022,3905124,051243,Mahoning Co Career & Tech Ctr,4,1
2022,3905128,051284,Miami Valley Career Tech,4,1
2022,3905130,051300,Mid-East Career and Technology Centers,4,1
2022,3905133,051334,Ohio Hi-Point Career Center,4,1
2022,3905135,051359,Penta Career Center - District,4,1
2022,3905137,051375,Pike County Area,4,1
2022,3905139,051391,Maplewood Career Center District,4,1
2022,3905141,051417,Pioneer Career & Technology,4,1
2022,3905143,051433,Pickaway-Ross County JVSD,4,1
2022,3905145,051458,Vanguard-Sentinel Career & Technology Centers,4,1
2022,3905147,051474,Warren County Vocational School,4,1
2022,3905149,051490,Scioto County Joint Vocational School,4,1
2022,3905153,051532,Springfield-Clark County,4,1
2022,3905160,051607,Tri-County Career Center,4,1
2022,3905163,051631,Trumbull Career & Tech Ctr,4,1
2022,3905165,051656,Buckeye,4,1
2022,3905167,051672,Vantage Career Center,4,1
2022,3905169,051698,Washington County Career Center District,4,1
2022,3905171,051714,Wayne County JVSD,4,1
2022,3906190,061903,Adams County Ohio Valley Local,1,1
2022,3906202,062026,Stark County Area,4,1
2022,3906204,062042,Ashland County-West Holmes Joint Vocational School,4,1
2022,3906206,062067,Gallia-Jackson-Vinton,4,1
2022,3906210,062109,Medina County Joint Vocational School District,4,1
2022,3906212,062125,Upper Valley Career Center,4,1
2022,3906280,062802,U S Grant,4,1
2022,3906349,063495,Portage Lakes,4,1
2022,3906351,063511,Tolles Career & Technical Center,4,1
2022,3906496,064964,College Corner Local,1,1
2022,3906522,065227,Coshocton County,4,1
2022,3906526,065268,Tri-Rivers,4,1
2022,3906568,065680,Gallia County Local,1,1
2022,3906968,069682,East Guernsey Local,1,1
2022,3910000,043984,Findlay City,1,1
2022,3910001,047464,Van Buren Local,1,1
2022,3910002,047415,Arcadia Local,1,1
2022,3910003,044784,Sidney City,1,1
2022,3910004,049759,Anna Local,1,1
2022,3910005,049809,Jackson Center Local,1,1
2022,3910006,044735,Salem City,1,1
2022,3910007,045443,Leetonia Exempted Village School District,1,1
2022,3910008,045344,Crestline Exempted Village,1,1
2022,3910009,044776,Shelby City,1,1
2022,3910010,046920,Miami Trace Local,1,1
2022,3910011,045013,Washington Court House City,1,1
2022,3910012,044420,Mount Vernon City,1,1
2022,3910013,047845,East Knox Local,1,1
2022,3910014,047894,Riverside Local,1,1
2022,3910015,044628,Painesville City Local,1,1
2022,3910016,046581,Orange City,1,1
2022,3910017,043562,Bedford City,1,1
2022,3910018,050500,Warren Local,1,1
2022,3910019,044321,Marietta City,1,1
2022,3910020,045302,Clyde-Green Springs Exempted Village,1,1
2022,3910021,049726,Old Fort Local,1,1
2022,3910022,050369,Lincolnview Local,1,1
2022,3910023,044966,Van Wert City,1,1
2022,3910024,045625,Upper Sandusky Exempted Village,1,1
2022,3910025,044172,Kenton City,1,1
2022,3910026,049601,Clay Local,1,1
2022,3910027,044669,Portsmouth City,1,1
2022,3910028,045591,Rittman Exempted Village,1,1
2022,3910029,044974,Wadsworth City,1,1
2022,3910030,043729,Celina City,1,1
2022,3910031,048553,Marion Local,1,1
2022,3910032,045120,Wooster City,1,1
2022,3910033,050575,Northwestern Local,1,1
2022,3910034,019530,Cincinnati Classical Academy,7,3
2022,3910035,020007,IDEA Greater Cincinnati Inc,7,3
2022,3910036,020046,Unity Academy,7,3
2022,3910037,020076,Solon Academy,7,3
2022,3910038,020077,Westlake Academy,7,3
2022,3910039,020078,Gateway Online Academy of Ohio,7,3
2022,3910040,020091,Legacy Academy of Excellence,7,3
2022,3910041,020092,Sheffield Academy,7,3
2022,3910042,020186,Lorain Preparatory High School,7,3
2022,3910043,020189,Strongsville Academy,7,3
2022,3910044,020265,Victory Academy of Toledo,7,3
2022,3910045,020293,The Dayton School,7,3
2023,3900001,071530,Ohio School For The Deaf,5,2
2023,3900002,071548,Ohio School For The Blind,5,2
2023,3900008,125252,Muskingum Valley ESC,4,1
2023,3900009,125658,South Central Ohio ESC,4,1
2023,3900012,125682,Gallia-Vinton ESC,4,1
2023,3900013,125690,North Point Educational Service Center,4,1
2023,3900014,123281,Ohio Valley ESC,4,1
2023,3900015,124297,Northwest Ohio Educational Service Center,4,1
2023,3900017,134072,Youngstown Community School,7,1
2023,3900019,134098,Constellation Schools: Old Brooklyn Community Elementary,7,1
2023,3900022,134122,Autism Model School,7,1
2023,3900025,134197,Green Inspiration Academy,7,1
2023,3900027,134213,Middlebury Academy,7,1
2023,3900029,134247,City Day Community School,7,1
2023,3900031,133512,Cincinnati College Preparatory Academy,7,1
2023,3900033,133538,Edge Learning,7,1
2023,3900036,133561,Ohio Achievement Charter Schools Inc. dba Millennium Commun,7,1
2023,3900038,133587,Summit Academy Akron Elementary School,7,1
2023,3900040,133629,Horizon Science Acad Cleveland,7,1
2023,3900042,133660,Horizon Science Academy Columbus,7,1
2023,3900043,133678,Riverside Community School Inc. dba Riverside Academy,7,1
2023,3900047,133736,Richard Allen Academy,7,1
2023,3900052,133835,Invictus High School,7,1
2023,3900053,133868,Towpath Trail High School,7,1
2023,3900056,133942,Toledo School For The Arts,7,1
2023,3900063,123257,North Central Ohio ESC,4,1
2023,3900064,123521,Mid-Ohio ESC,4,1
2023,3900065,133215,Intergenerational School The,7,1
2023,3900068,133256,Constellation Schools: Parma Community,7,1
2023,3900071,133306,Summit Academy Community School for Alternative Learn-Canton,7,1
2023,3900072,133330,T.C.P. World Academy,7,1
2023,3900073,133348,Richard Allen Preparatory,7,1
2023,3900080,133421,Graham School The,7,1
2023,3900081,133439,Cornerstone Academy Community School,7,1
2023,3900083,133454,Alliance Community Schools Inc. dba Dayton Leadership Acade,7,1
2023,3900084,133488,River Gate High School,7,1
2023,3900086,133785,Queen City Career Prep High School,7,1
2023,3900090,134999,Western Buckeye ESC,4,1
2023,3900091,135145,Athens-Meigs ESC,4,1
2023,3900092,137364,Madison-Champaign ESC,4,1
2023,3900093,138222,Ross-Pike ESC,4,1
2023,3900094,139303,Monroe Local,1,1
2023,3900096,132746,Summit Acdy Comm Schl for Alternative Learners of Middletown,7,1
2023,3900097,132761,Summit Academy Community School Alternative Learners -Xenia,7,1
2023,3900098,132779,Summit Academy Akron Middle School,7,1
2023,3900100,132795,Cliff Park High School,7,1
2023,3900101,132803,Marshall High School,7,1
2023,3900102,132951,Constellation Schools: Lorain Community Elementary,7,1
2023,3900103,132969,Constellation Schools: Elyria Community,7,1
2023,3900104,132985,YB Columbus Community School,7,1
2023,3900105,132993,Constellation Schools: Westpark Community Elementary,7,1
2023,3900106,133264,Dohn Community,7,1
2023,3900107,133280,Washington Park Community School,7,1
2023,3900109,133322,Summit Academy Community School Alternative Learners-Lorain,7,1
2023,3900113,133504,ReGeneration Schools Avondale Elementary,7,1
2023,3900117,143297,The Autism Academy Of Learning,7,1
2023,3900118,143305,TRECA Digital Academy,7,1
2023,3900119,143313,Innovation Academy West,7,1
2023,3900121,143602,Hamilton Cnty Math & Science,7,1
2023,3900123,143644,Sciotoville Community School,7,1
2023,3900127,000131,Glass City Academy,7,1
2023,3900129,000138,Pathway School of Discovery,7,1
2023,3900130,000139,Alliance Academy of Cincinnati,7,1
2023,3900138,000222,Wildwood Environmental Academy,7,1
2023,3900145,148981,Tomorrow Center,7,1
2023,3900146,148999,The Unlimited Classroom dba Valley Virtual Remote Learning A,7,1
2023,3900151,149047,GOAL Digital Academy,7,1
2023,3900155,149088,Fairborn Digital Academy,7,1
2023,3900175,142901,Stark High School,7,1
2023,3900176,142919,Black River Career Prep High School,7,1
2023,3900177,142927,Focus Learning Academy of Southwestern Columbus,7,1
2023,3900178,142935,Focus Learning Academy of Southeastern Columbus,7,1
2023,3900179,142943,Focus Learning Academy of Northern Columbus,7,1
2023,3900180,142950,Ohio Virtual Academy,7,1
2023,3900181,142968,Hope Academy Northcoast,7,1
2023,3900190,143172,International Acad Of Columbus,7,1
2023,3900192,143198,Great Western Academy,7,1
2023,3900193,143206,Trotwood Preparatory & Fitness Academy,7,1
2023,3900194,143214,Middletown Preparatory & Fitness Academy,7,1
2023,3900203,143396,Alternative Education Academy,7,1
2023,3900211,143479,Constellation Schools: Puritas Community Elementary,7,1
2023,3900212,143487,Constellation Schools: Stockyard Community Elementary,7,1
2023,3900216,143529,North Dayton School of Discovery,7,1
2023,3900223,143610,Arts & College Preparatory Academy,7,1
2023,3900231,149302,Skyway Career Prep High School,7,1
2023,3900233,149328,Foxfire High School,7,1
2023,3900237,060988,Buckeye United School District,5,1
2023,3900238,065201,Ohio Central School System,5,1
2023,3900241,132944,Miami Valley Academies,7,1
2023,3900250,000236,Ohio Connections Academy Inc,7,1
2023,3900252,000241,Quaker Digital Academy,7,1
2023,3900276,151175,West Central Learning Academy II,7,1
2023,3900277,151183,Lake Erie International High School,7,1
2023,3900279,151209,Randall Park High School,7,1
2023,3900285,000525,Canton Harbor High School,7,1
2023,3900286,000527,Cleveland Academy for Scholarship Technology and Leadership,7,1
2023,3900291,000534,Constellation Schools: Puritas Community Middle,7,1
2023,3900299,000543,Pinnacle Academy,7,1
2023,3900302,000546,Winterfield Venture Academy,7,1
2023,3900304,000553,Columbus Humanities Arts and Technology Academy,7,1
2023,3900305,000556,A+ Arts Academy,7,1
2023,3900306,000557,Columbus Arts & Technology Academy,7,1
2023,3900307,000558,Columbus Preparatory Academy,7,1
2023,3900308,000559,Orion Academy,7,1
2023,3900309,000560,Apex Academy,7,1
2023,3900313,000575,Northwest School of the Arts,7,1
2023,3900314,000576,Elevated Excellence Academy,7,1
2023,3900315,000577,Emerson Academy,7,1
2023,3900331,000598,Coshocton Opportunity School,7,1
2023,3900337,000608,Summit Academy Transition High School-Cincinnati,7,1
2023,3900338,000609,Summit Academy School - Lorain,7,2
2023,3900339,000610,Summit Academy Middle School - Columbus,7,1
2023,3900341,000613,Heir Force Community School,7,1
2023,3900342,000614,Summit Academy Transition High School-Columbus,7,1
2023,3900344,000616,Summit Academy Alternative LearnersWarren Middle & Secondary,7,1
2023,3900348,000621,Summit Academy Transition High School Dayton,7,1
2023,3900350,000623,Summit Academy-Youngstown,7,1
2023,3900356,000629,Summit Academy Community School - Painesville,7,2
2023,3900361,000634,Summit Academy Secondary School - Middletown,7,1
2023,3900366,000640,Rittman Academy,7,1
2023,3900381,000664,Capital City Career Prep High School,7,1
2023,3900383,000679,Oakstone Community School,7,1
2023,3900385,147231,Schnee Learning Center,7,1
2023,3900396,000725,Zenith Academy,7,1
2023,3900399,000736,Phoenix Village Academy Primary 2 dba Wings Academy 1,7,1
2023,3900428,000770,Maritime Academy of Toledo The,7,1
2023,3900434,000779,Educational Academy for Boys & Girls,7,1
2023,3900435,000780,Midnimo Cross Cultural Middle School,7,1
2023,3900441,000804,Horizon Science Academy-Cincinnati,7,1
2023,3900444,000808,Horizon Science Academy-Dayton,7,1
2023,3900448,000813,Gem City Career Prep High School,7,1
2023,3900451,000825,Horizon Science Academy-Springfield,7,1
2023,3900454,000838,Horizon Science Academy-Denison Middle School,7,1
2023,3900457,000843,Bennett Venture Academy,7,1
2023,3900467,000855,Stambaugh Charter Academy,7,1
2023,3900470,000858,Horizon Science Academy-Cleveland Middle School,7,1
2023,3900474,000875,Westside Academy,7,1
2023,3900478,000905,Interactive Media & Construction (IMAC),7,2
2023,3900488,000282,Greater Ohio Virtual School,7,1
2023,3900490,000288,Auglaize County Educational Academy,7,1
2023,3900492,000296,Summit Academy Community School-Columbus,7,1
2023,3900493,000297,Summit Academy Community School - Dayton,7,1
2023,3900494,000298,Summit Academy Secondary - Akron,7,1
2023,3900495,000300,Summit Academy Secondary - Canton,7,1
2023,3900496,000301,Summit Academy - Toledo,7,1
2023,3900497,000302,Summit Academy Community School-Parma,7,1
2023,3900498,000303,Summit Academy Secondary - Youngstown,7,1
2023,3900500,000305,Summit Academy Community School-Warren,7,1
2023,3900501,000306,Summit Academy Community School - Cincinnati,7,1
2023,3900502,000311,Bridges Community Academy dba Bridges Preparatory Academy,7,1
2023,3900503,000316,Constellation Schools: Westpark Community Middle,7,1
2023,3900505,000318,Menlo Park Academy,7,1
2023,3900506,000319,Constellation Schools: Madison Community Elementary,7,1
2023,3900507,000320,Constellation Schools: Lorain Community Middle,7,1
2023,3900508,000321,Constellation Schools: Old Brooklyn Community Middle,7,1
2023,3900510,000338,Horizon Science Academy Toledo,7,1
2023,3900528,000402,Findlay Digital Academy,7,1
2023,3900530,000417,Buckeye On-Line School for Success,7,1
2023,3900537,000442,Manchester Local,1,1
2023,3900550,000509,Whitehall Preparatory and Fitness Academy,7,1
2023,3900551,000510,Springfield Preparatory and Fitness Academy,7,1
2023,3900552,000511,Northland Preparatory and Fitness Academy,7,1
2023,3900562,000936,Promise Academy,7,1
2023,3900564,000938,East Bridge Academy of Excellence,7,1
2023,3900567,000941,Par Excellence Academy dba Par Excellence STEM Academy,7,1
2023,3900573,000951,Toledo Preparatory and Fitness Academy,7,1
2023,3900574,000952,Columbus Preparatory and Fitness Academy,7,1
2023,3900575,000953,Mt. Healthy Preparatory and Fitness Academy,7,1
2023,3900580,007984,Youngstown Academy of Excellence,7,1
2023,3900584,007995,Cleveland Arts and Social Sciences Academy,7,1
2023,3900586,007999,Charles School at Ohio Dominican University,7,1
2023,3900587,008000,Lorain Preparatory Academy,7,1
2023,3900593,008063,Cascade Career Prep High School,7,1
2023,3900594,008064,Monroe Preparatory Academy,7,1
2023,3900638,000912,Early College Academy,7,1
2023,3900640,008287,Groveport Community School,7,1
2023,3900641,008286,Harvard Avenue Performance Academy,7,1
2023,3900642,008283,Dayton Business Technology High School,7,1
2023,3900643,008282,North Woods Career Prep High School,7,1
2023,3900644,008281,South Scioto Academy,7,1
2023,3900645,008280,Noble Academy-Columbus,7,1
2023,3900646,008278,Noble Academy-Cleveland,7,1
2023,3900647,008289,Eagle Learning Center,7,1
2023,3901301,009192,Foundation Academy,7,1
2023,3901302,009283,Dayton Early College Academy Inc,7,1
2023,3901305,009122,Columbus Collegiate Academy,7,2
2023,3901313,009164,Central Academy of Ohio,7,2
2023,3901314,009148,Zanesville Community High School,7,1
2023,3901322,009179,Horizon Science Academy Columbus Middle School,7,1
2023,3901326,009149,Constellation Schools: Westside Community School of the Arts,7,1
2023,3901329,009996,Mahoning County High School,7,1
2023,3901330,009997,KIPP Columbus,7,1
2023,3901335,010036,Cesar Chavez College Preparatory School,7,1
2023,3901337,010182,Performance Academy Eastland,7,1
2023,3901339,010205,L. Hollingworth School for Talented and Gifted,7,1
2023,3901344,009953,Sullivant Avenue Community School,7,1
2023,3901346,009955,Madison Avenue School of Arts,7,1
2023,3901347,009957,Klepinger Community School,7,1
2023,3901350,009971,Ashland County Community Academy,7,1
2023,3901353,009990,Horizon Science Academy Elementary School,7,1
2023,3901354,011439,Renaissance Academy dba Bessie Sherrod Price Preparatory Aca,7,1
2023,3901362,011507,Achieve Career Preparatory Academy,7,2
2023,3901363,011511,Lakeland Academy Community School,7,1
2023,3901365,011533,Horizon Science Academy Lorain,7,1
2023,3901366,011534,Horizon Science Academy Dayton High School,7,1
2023,3901368,011291,Village Preparatory School Cliffs,7,1
2023,3901369,011381,Greater Summit County Early Learning Center,7,1
2023,3901370,011390,Bella Academy of Excellence,7,1
2023,3901374,011506,Dayton Regional STEM School,1,1
2023,3901375,011468,Columbus Bilingual Academy-North,7,1
2023,3901376,011923,Northeast Ohio College Preparatory School,7,1
2023,3901377,011947,Imagine Akron Academy,7,1
2023,3901381,011967,The Richland School of Academic Arts,7,1
2023,3901382,011972,Graham Elementary and Middle School,7,1
2023,3901383,011976,Horizon Science Academy Dayton Downtown,7,1
2023,3901389,011986,Horizon Science Academy Youngstown,7,1
2023,3901396,012009,Zenith Academy East,7,1
2023,3901397,012010,Cleveland College Preparatory School,7,1
2023,3901398,012011,Columbus Performance Academy,7,1
2023,3901403,012025,Constellation Schools: Stockyard Community Middle,7,1
2023,3901405,012030,Near West Intergenerational School,7,1
2023,3901407,012033,Foxfire Intermediate School,7,1
2023,3901409,012036,Regent High School,7,1
2023,3901410,012037,Mason Run High School,7,1
2023,3901411,012038,Old Brook High School,7,1
2023,3901412,012040,Road to Success Academy,7,1
2023,3901413,012041,Central High School,7,1
