irn,district,base_cost_enrolled_adm,school_buildings,adm_kindergarten,adm_grades_1_3,adm_grades_4_8_non_cte,adm_grades_9_12_non_cte,adm_cte,adm_grades_9_12_total,funded_classroom_teachers,funded_special_teachers,teacher_base_cost,aggregate_base_cost,base_cost_per_pupil,temp_transitional_aid_guarantee,enrolled_adm_fy22,enrolled_adm_fy24,assessed_valuation_per_pupil_fy23,core_foundation_funding
000442,Manchester Local,673.6075,2,48.8734,140.7566,252.252,198.914,32.8116,224.8101,27.84,6,3327619.91,6259667.94,9292.75,0,687.2855,645.4995,150353.3,9595722.6
043489,Akron City,19005.5028,42,1498.5974,4579.4007,7104.6195,4743.7042,1079.181,5598.5479,793.87,126.7,90523258.27,155649116.02,8189.69,0,19094.5748,18842.4489,182655.72,181169882.72
043497,Alliance City,2588.5818,5,202.7844,584.7306,973.2946,727.0066,100.7657,812.6898,107.02,17.26,12220939.79,21139149.97,8166.31,0,2592.6485,2586.8944,123152.05,26490615.19
043505,Ashland City,2816.7482,5,192.99,636.3529,1145.4098,830.1678,11.8278,797.0235,114.54,18.78,13109878.44,22816077.14,8100.15,1129518.87,2901.7068,2724.4459,273524.26,10367835.29
043513,Ashtabula Area City,2524.9482,6,182.8,568.8351,977.5779,795.7352,0,772.568,102.45,16.83,11729270.18,20418459.71,8086.68,2872886.96,2698.2555,2369.9313,218189.54,18724512.77
043521,Athens City,2184.7173,5,163.6727,496.2264,855.5349,648.2125,21.0708,642.6231,89.16,14.56,10199194.35,17690381.79,8097.33,0,2233.8287,2144.2679,346925.83,8201589.08
043539,Barberton City,3105.8882,5,238.942,699.0292,1171.9427,903.0832,92.8911,981.754,127.83,20.71,14606520.73,25373956.34,8169.63,0,3228.3032,3050.8752,166560.49,27102466.5
043547,Bay Village City,2292.7586,4,161.2015,506.6986,895.5308,679.7516,49.5761,708.5926,93.84,15.29,10731180.87,18609077.29,8116.46,1714022.23,2318.8431,2280.4079,324041.87,2160952.87
043554,Beachwood City,1413.176,4,83.1314,283.1474,551.2429,489.8427,5.8117,493.8089,56.98,9.42,6529372.39,11479505.91,8123.2,0,1365.5798,1413.176,649467.77,1483152.27
043562,Bedford City,2689.5544,7,185.7492,600.0659,1013.238,802.0607,88.4407,877.4223,110.53,17.93,12631975.58,21934123,8155.3,0,2633.9287,2689.5544,325011.52,11050301.6
043570,Bellaire Local,1106.6159,3,94.7127,255.6249,459.7012,296.5772,0,287.3569,45.22,7.38,5172364.27,9212897.6,8325.29,1204519.14,1084.8568,1106.6159,314196.03,6595450.02
043588,Bellefontaine City ,2096.3531,4,168.0563,511.8952,792.6732,599.4666,24.2618,595.4105,85.92,13.98,9823558.77,17006396.19,8112.37,0,2117.3309,2074.5488,184374.56,14071477.68
043596,Bellevue City,1642.1962,3,106.6564,369.7924,643.11,471.7215,50.9159,483.4545,67.43,10.95,7707412.79,13346115.39,8126.99,969803,1706.1468,1584.3322,223220.56,7214749.3
043604,Belpre City,875.6582,3,69.5158,212.975,342.969,250.0247,0.1738,239.7923,35.72,6,4102491.21,7580704.82,8657.15,0,892.9651,852.5103,290542.01,5235077.35
043612,Berea City,4842.1038,5,351.7786,1131.9411,1847.0123,1457.0695,54.3023,1455.9791,197.67,32.28,22611885.29,39509612.81,8159.6,0,4946.3534,4751.4489,341626.23,7924241.12
043620,Bexley City,2498.0591,6,155.1973,561.6252,1000.7375,758.5257,21.9733,774.4441,101.52,16.65,11620119.53,20216740.41,8092.98,1414038.59,2534.1021,2467.3316,332616.96,2495951.47
043638,Bowling Green City School District,2386.4096,5,178.4734,542.75,902.3503,736.0399,26.7961,695.6834,97.36,15.91,11138283.31,19331461.55,8100.65,3682810.24,2389.3772,2385.0781,407457.06,2570312.58
043646,Brecksville-Broadview Heights City,3399.6733,3,133.36,806.6581,1343.0867,1116.5686,0,1103.9354,136.82,22.66,15682293.83,27525132.15,8096.41,81454.59,3434.9921,3352.2721,381493.03,3197433.64
043653,Brooklyn City,1075.5509,2,79.6188,242.9415,418.0407,334.95,0,322.9989,43.67,7.17,4999296.58,8946188.96,8317.77,0,972.1736,1075.5509,379599.27,2845289.29
043661,Brunswick City,5618.243,8,361.5066,1238.4605,2236.3226,1781.9533,0,1710.4204,227.37,37.45,26040789.14,45584184.42,8113.6,17408576.18,5759.2772,5458.9898,282821.87,6635497.9
043679,Bryan City,1678.502,2,161.3383,373.5474,641.7614,474.1556,27.6992,466.8787,69.08,11.19,7893263.9,13645242.52,8129.42,0,1710.6612,1630.9083,180921.66,10795223.79
043687,Bucyrus City,980.2685,3,86.7627,259.0408,408.2358,226.2291,0,211.0976,40.31,6.54,4606944.23,8338713.58,8506.56,0,972.6628,980.2685,148713.26,9952748.34
043695,Cambridge City,1726.4295,4,136.6404,447.3046,652.5762,458.7108,31.1974,462.6745,71.11,11.51,8124348.6,14033157.98,8128.43,0,1743.3935,1706.7616,190154.26,14238538.06
043703,Campbell City,1005.6095,3,87.5445,266.5206,381.8455,255.9716,13.7273,265.0261,41.48,6.7,4737728.34,8531089.07,8483.5,0,1047.2834,960.0698,101524.97,13396914.02
043711,Canton City,7089.1597,16,554.1379,1676.3677,2536.6886,2119.6631,202.3024,2240.8239,291.81,47.26,33342082.82,57921527.4,8170.44,0,7293.2894,6948.6624,102388.43,78276425.95
043729,Celina City,2306.1048,4,171.7092,528.8236,868.2523,656.7002,80.6196,730.1528,95.11,15.37,10863931.67,18791418.59,8148.55,853958.81,2330.0156,2291.9168,285312.98,8655730.14
043737,Centerville City,7726.6769,12,236.2303,1683.1967,3170.8075,2395.2061,241.2363,2632.0732,313.94,51.51,35936131.67,62743820.02,8120.41,2979810.8,7848.6372,7609.1876,365778.97,7567275.32
043745,Chillicothe City,2485.4458,4,209.0986,617.9929,933.367,684.9576,40.0298,662.8691,102.25,16.57,11684036.58,20206462.93,8129.92,0,2469.9866,2485.4458,216940.14,17616445.12
043752,Cincinnati Public Schools,32029.105,62,2540.4693,7670.5477,11852.6606,9414.796,550.6314,9906.2934,1313.92,213.53,150200148.65,259614169.91,8105.57,7819381.9,32808.4156,30832.5072,284150.27,105453685.61
043760,Circleville City,1910.1407,3,161.2181,505.8008,751.6805,475.0855,16.3556,463.3172,78.62,12.73,8982803.75,15502870.5,8116.09,0,1890.2724,1897.4987,233123.06,12846679.14
043778,Claymont City,1430.9479,5,114.8962,352.8463,559.2289,365.9528,38.0236,372.9855,59.12,9.54,6751607.07,11777862,8230.81,2404096.67,1501.2055,1356.2251,175593.74,11775862.52
043786,Cleveland Municipal,31701.9509,93,2369.5307,7377.7372,11575.3775,9905.6334,473.6721,10373.2273,1295.45,211.35,148169553.18,257430413.56,8120.33,11962203.44,32743.6392,30779.2553,184903.95,268659859.61
043794,Cleveland Heights-University Heights City,4596.1801,1,305.1884,1025.4866,1716.1099,1436.0842,113.311,1532.6948,187.97,30.64,21496778.62,37600403.39,8180.79,0,4625.6843,4487.0491,271571.89,8775762.02
043802,Columbus City School District,43628.5795,114,3703.2009,11112.0442,15974.5424,11800.5013,1038.2907,12712.4501,1802.01,290.86,205800114.65,353814438.28,8109.69,25894167.79,43018.6033,43628.5795,405349.85,87955459.29
043810,Conneaut Area City,1475.6498,4,117.2366,375.3966,578.16,392.6785,12.1781,377.244,60.53,9.84,6919758.07,12018868.73,8144.8,0,1476.5505,1464.7182,195098.86,13051165.93
043828,Coshocton City,1419.3934,2,118.693,346.2267,589.6059,354.7222,10.1456,348.4178,58.27,9.46,6660156.51,11567070.45,8149.31,0,1458.0903,1384.0273,127189.06,14880175.34
043836,Cuyahoga Falls City,3732.2233,9,291.0595,891.7732,1437.0031,989.2629,123.1247,1071.9784,154.29,24.88,17618488.74,30649214.29,8212.05,8257326.37,3888.1144,3567.0408,286603.11,6077920.36
043844,Dayton City,12110.1869,26,960.1563,2854.0085,4032.0918,3881.8956,382.0346,4124.3083,498.38,80.73,56946157.38,98738479.4,8153.34,0,11744.2124,12110.1869,172344.99,119924601.91
043851,Deer Park Community City,1052.465,2,68.6545,220.1365,439.1247,323.9707,0.5787,312.988,42.6,7.02,4879329.2,8765815.63,8328.84,1714385.95,1077.7022,1036.0023,354427.37,1202130.66
043869,Defiance City,2325.6706,3,208.2336,511.4497,906.7943,663.0207,36.1724,683.3894,95.49,15.5,10914081.97,18897317.25,8125.53,0,2347.4748,2290.6874,155972.99,19097377.72
043877,Delaware City,5246.0574,7,405.7606,1267.8976,2095.5251,1476.8741,0,1431.9145,213.93,34.97,24475313.11,42706502.09,8140.69,1228464.03,5256.4043,5245.7302,287720.93,13010990.12
043885,Delphos City,831.3674,3,83.3207,204.7155,306.0107,211.0723,26.2483,214.5396,34.58,6,3990390.54,7360510.81,8853.5,1390085.2,823.5053,825.1924,326359.84,1617574.45
043893,Dover City,2514.4295,5,174.1592,574.2634,985.2851,762.1099,18.6119,742.372,102.35,16.76,11712553.41,20356914.53,8096.04,0,2555.08,2452.2071,198567.24,13680731.09
043901,East Cleveland City School District,1093.1965,5,76.5667,236.8331,379.5339,366.3481,33.9147,399.1142,44.76,7.29,5118280.62,9249950.34,8461.38,13733476.51,1135.874,1058.2526,141623.3,13346938.32
043919,East Liverpool City,1867.5438,5,148.3152,427.6669,718.8753,457.1422,115.5441,561.7589,78.12,12.45,8906103.29,15328923.12,8208.07,0,1878.449,1838.3853,115479.93,21927630.86
043927,East Palestine City,866.3776,3,63.9267,211.6286,334.0757,254.085,2.6617,251.5767,35.32,6,4063157.65,7518849.58,8678.49,0,869.7769,859.0943,198044.54,8299479.23
043935,Eaton Community City,1752.0303,4,141.5422,419.6371,700.2369,478.2573,12.3568,469.7268,71.73,11.68,8202032.41,14195580.23,8102.36,1122100.32,1805.912,1707.786,259813.79,7839014.84
043943,Elyria City Schools,5376.1923,9,448.9902,1338.6142,2036.5352,1551.886,0.1667,1501.3213,219.6,35.84,25118416.96,43802031.17,8147.41,0,5412.9269,5343.5003,183447.65,39385566.34
043950,Euclid City,4051.3954,8,307.8536,917.389,1445.1805,1286.8801,94.0922,1365.8154,165.98,27.01,18977463.54,33231620.36,8202.51,0,4165.7042,3909.1219,180975.41,31690494.95
043968,Fairborn City ,3971.0162,5,345.4204,1055.6303,1554.0799,947.0191,68.8665,946.0049,164.23,26.47,18752278.87,32616466.85,8213.63,0,3980.6842,3929.373,246325.22,20878279.18
043976,Fairview Park City,1364.3845,3,98.9718,307.8574,533.4532,424.1021,0,412.9797,55.38,9.1,6340571.27,11096376.73,8132.88,632587.75,1404.1516,1336.6967,353089.1,1383293.73
043984,Findlay City,4735.003,1,380.6381,1099.4992,1757.2547,1339.454,158.1569,1476.1565,195.52,31.57,22330650.27,38878097.7,8210.79,0,4840.493,4597.9145,239330.93,20451303.11
043992,Fostoria City,1607.345,2,132.0841,432.52,609.1865,432.7392,0.8152,421.4486,65.85,10.72,7529428.38,13039557.21,8112.48,0,1667.214,1553.9476,151899.14,15832993.75
044008,Franklin City,2529.003,6,182.8133,659.7025,1021.8709,664.6163,0,630.3611,103.31,16.86,11816787.37,20481810.62,8098.77,0,2592.5176,2407.6328,221288.13,11219434.52
044016,Fremont City,3097.9395,6,243.7421,740.4948,1229.2295,868.5482,15.925,833.3201,126.6,20.65,14479669.97,25178302.54,8127.44,0,3136.4416,3033.7481,262049.75,15701512.1
044024,Galion City,1461.345,4,114.8511,357.2455,576.7451,392.1198,20.3835,381.7096,60,9.74,6857807.7,11917165.66,8154.93,0,1460.5967,1434.253,140196.09,13210355.39
044032,Gallipolis City ,1735.0778,5,143.4125,425.7708,715.2783,448.1893,2.4269,426.8558,71.03,11.57,8122381.92,14087067.87,8118.98,0,1774.4627,1697.4709,195522.61,13105348.28
044040,Garfield Heights City Schools,2448.1817,5,155.7908,544.5381,949.984,795.826,2.0428,782.7243,99.05,16.32,11344784.54,19771534.08,8076.01,312393.71,2740.4641,2133.2884,140603.64,17740347.37
044057,Geneva Area City,1911.6172,5,128.9916,410.8081,738.3801,579.1613,54.276,595.2365,78.31,12.74,8953303.57,15526144.87,8121.99,187662.72,1953.871,1871.2042,257146.91,10523581.74
044065,Girard City School District,1484.5763,4,113.1785,381.3437,562.6244,390.8423,36.5874,408.5946,61.25,9.9,6996458.53,12128446.29,8169.64,0,1520.0388,1444.4817,127845.66,14678533.43
044073,Grandview Heights Schools,1145.9865,3,88.6574,258.5008,461.1977,335.2921,2.3386,336.5671,46.67,7.64,5340515.28,9477796.62,8270.43,228030.17,1127.7074,1145.9865,474525.73,1111349.68
044081,Winton Woods City,3977.8494,6,300.8817,860.4611,1549.2011,1267.3055,0,1230.9558,161.36,26.52,18474977.21,32441723.31,8155.59,0,3806.2797,3977.8494,199590.49,30845858.48
044099,Greenville City ,2224.7381,3,154.5663,473.9876,823.5961,615.9931,156.5951,759.8613,92.79,14.83,10582696.65,18241931.98,8199.59,0,2307.6764,2165.9457,301801.52,10112673.3
044107,Hamilton City,8332.6229,12,659.8814,1986.8979,3324.2499,2361.5937,0,2285.4865,339.82,55.55,38878282.61,67608209.73,8113.68,0,8379.5936,8281.3309,150333.55,77983743.01
044115,Heath City,1568.6479,4,113.4958,354.0304,635.8581,453.579,11.6845,451.4532,63.95,10.46,7317027.11,12715089.14,8105.76,367387.12,1611.798,1546.6167,265191.41,6142502.97
044123,Hillsboro City,2039.6165,5,173.1579,523.6154,776.5951,547.7796,18.4685,544.1813,83.8,13.6,9577723.98,16553644.23,8116.06,0,2121.275,1969.2229,192894.63,13642567.9
044131,Huron City Schools,1092.2744,3,70.6614,245.3652,413.0462,355.0653,8.1362,346.8817,44.33,7.28,5075013.7,9080067.2,8312.99,1302931.05,1120.6355,1065.5879,395796.62,1030726.28
044149,Ironton City School District,1207.6429,3,97.2119,271.6355,490.6394,348.119,0.037,332.1114,49.19,8.05,5628633.68,9917442.47,8212.23,0,1263.6407,1153.2085,156445.18,11648634.59
044156,Jackson City,2145.489,5,163.6024,526.5634,866.2087,553.103,36.0115,527.9431,88.21,14.3,10080210.32,17409589.31,8114.51,0,2185.4168,2119.9668,223149.61,13411308.35
044164,Kent City,2761.821,6,183.2421,614.8422,1014.8469,482.2694,466.6204,928.1956,120.27,18.41,13636948.25,23186479.49,8395.36,0,2794.9724,2719.2774,247042.3,14241951.3
044172,Kenton City,1660.311,3,136.7962,390.3005,653.2831,462.8052,17.126,464.3577,68.03,11.07,7778213.2,13469668.44,8112.74,0,1685.0728,1613.7616,186943.32,14067567.6
044180,Kettering City School District,7203.8775,12,521.289,1643.5321,2611.6348,1470.191,957.2305,2373.875,309.62,48.03,35169127.09,60168628.69,8352.26,0,7301.571,7148.5134,267921.08,23698461.15
044198,Lakewood City,4038.7554,12,287.086,917.7072,1493.4428,1202.2628,138.2565,1324.0167,166.2,26.93,18991230.29,33304100.85,8246.13,10922540.23,4066.3842,3979.2686,336909.22,4463850.48
044206,Lancaster City,5866.5631,9,412.9744,1335.0936,2237.4358,1584.8557,296.2036,1836.0861,243.35,39.11,27775399.51,48180570.77,8212.74,0,5981.7696,5753.2025,229164.58,34828424.78
044214,Lebanon City,4765.4661,5,162.2537,1105.5284,1993.162,1404.3043,100.2177,1441.1548,193.48,31.77,22149715.85,38788080.36,8139.41,12841309.71,4895.1747,4622.9845,279986.92,4763798.23
044222,Lima City,3128.0718,9,268.8403,742.9067,1141.7668,871.2003,103.3578,972.0239,129.42,20.85,14776638.41,25687322.44,8211.87,106756.49,3100.8382,3128.0718,109735.55,35155986.16
044230,Lockland Local,440.0975,2,31.1738,88.3574,150.6325,169.9339,0,166.7274,17.72,6,2332480.62,4712049.61,10706.83,0,466.1813,438.808,195213.2,5435813.57
044248,Logan-Hocking Local,3199.6378,7,217.8306,718.0917,1216.8783,936.8156,110.0217,983.7014,131.6,21.33,15038206.64,26138874.34,8169.32,5553266.85,3291.8255,3096.4147,321335.71,13728401.04
044255,London City,2008.1424,3,163.5799,510.0842,774.7565,549.0359,10.6859,546.7857,82.28,13.39,9407606.29,16278602.73,8106.3,0,1987.366,1985.8712,265137.22,7951056.01
044263,Lorain City,5713.0332,15,450.0295,1377.4254,2037.2734,1700.8798,147.4252,1827.9154,235.07,38.09,26860894.04,46793792,8190.71,0,5677.6969,5708.1442,125525.04,61057162.3
044271,Loveland City,3756.1197,6,138.3819,896.0831,1536.6132,1175.2451,9.7963,1169.1313,151.42,25.04,17352003.82,30496436.65,8119.13,7404140.7,3857.266,3659.0395,348713.93,3599831.05
044289,Madeira City,1611.5838,3,58.5,424.2412,690.545,438.2977,0,436.8919,65.23,10.74,7470428.03,12998316.25,8065.55,782569.82,1602.3082,1611.5838,356596.6,1449676.19
044297,Mansfield City,2793.5063,6,241.8221,668.9297,1077.4181,625.7023,179.6341,765.3539,117.43,18.62,13378330.05,22993207.56,8230.95,0,2973.5023,2659.3343,179247.18,26742863.7
044305,Maple Heights City,2777.8953,5,187.562,642.7935,1047.169,805.7458,94.6249,870.2859,114.31,18.52,13061694.81,22650866.1,8153.97,0,2910.2441,2611.9268,118942.57,27321432.43
044313,Mariemont City,1500.3503,4,114.4381,352.7166,597.9127,435.2829,0,428.5649,61.1,10,6991541.83,12174195.88,8114.24,1396165.98,1501.3566,1498.4021,355353.66,1350879.53
044321,Marietta City,2035.2663,4,146.646,455.747,768.7908,624.9937,39.0886,620.5271,83.22,13.57,9517740.28,16498807.78,8106.46,4142375.6,2086.6827,1959.7023,325014.23,3640224.64
044339,Marion City,3766.8366,8,326.1027,967.3944,1551.208,807.9154,114.2161,878.2741,156.68,25.11,17876123.62,30980617.1,8224.57,0,3812.2928,3727.827,119871.15,41181628.26
044347,Martins Ferry City,1243.4931,3,91.6351,268.3793,501.7906,355.5768,26.1114,356.1404,50.94,8.29,5824318.17,10205818.76,8207.38,49558.69,1273.898,1222.9604,205363.65,9981452.46
044354,Massillon City,3899.6297,6,290.9002,899.3163,1445.6893,1025.9001,237.8238,1217.0881,162.68,26,18553644.34,32233109.29,8265.68,0,3937.7107,3875.5331,138717.91,36419469.38
044362,Maumee City,2119.5444,5,150.9326,479.7669,858.4907,580.7891,49.5651,584.6013,87.01,14.13,9945492.83,17202371.71,8116.07,0,2106.662,2119.5444,241321.9,5612654.26
044370,Mayfield City,3739.1676,6,257.5879,837.8661,1461.8172,1134.8669,47.0296,1174.5795,152.43,24.93,17440504.35,30525640.08,8163.75,0,3771.3726,3713.7263,410628.27,3915907.34
044388,Medina City SD,5643.1134,9,370.0433,1252.3296,2239.3779,1781.3626,0,1728.3375,228.5,37.62,26168623.24,45799662.73,8116.03,10446550.36,5842.9928,5453.4884,328869.34,5385406.95
044396,Miamisburg City,4490.7976,9,315.5796,1016.9398,1766.2615,1337.0812,54.9356,1362.6218,183.22,29.94,20960858.74,36670077.45,8165.6,2919766.9,4544.4479,4422.5762,283436.3,10577801.94
044404,Middletown City,5709.6982,1,460.4319,1435.7015,2313.5463,1497.9724,2.0461,1429.8897,233.58,38.06,26711426.49,46484339.82,8141.3,0,5720.6696,5709.6982,194129.89,50285530.46
044412,Mt Healthy City,2532.3631,5,179.3005,549.9439,978.79,819.683,4.6456,793.9325,102.64,16.88,11752870.31,20474107.78,8084.98,3294671.42,2698.8356,2347.9769,195527.33,18886247.93
044420,Mount Vernon City,3350.1746,8,251.4925,810.4043,1339.2342,933.56,15.4835,894.4905,136.82,22.33,15649843.63,27259883.6,8136.85,478099.37,3417.5144,3288.5699,283114.7,14150034.1
044438,Napoleon Area City,1620.997,2,140.372,361.1438,606.8338,488.5608,24.0866,477.7061,66.43,10.81,7595312.11,13163504.73,8120.62,2861517.63,1689.6367,1566.4484,297351.68,4136467.54
044446,Nelsonville-York City,957.6685,3,71.1017,221.8273,374.0903,267.9248,22.7244,263.0796,39.35,6.38,4496810.23,8173850.9,8535.16,0,1003.4308,927.9979,162920.37,11142017.9
044453,Newark City,5434.7155,12,444.8585,1365.719,2131.6543,1458.9835,33.5002,1441.6191,222.79,36.23,25470452.39,44332743.88,8157.33,0,5492.5087,5372.8215,247598.7,35996782.46
044461,New Boston Local,366.8092,3,35.2027,82.233,153.1555,96.2181,0,93.5529,15.03,6,2067962.37,4338419.21,11827.45,0,342.0234,366.8092,129894.13,5614083.62
044479,New Lexington School District,1721.9072,4,130.0782,404.4327,644.1129,404.3331,138.9502,483.8156,72.55,11.48,8262999.43,14161658.68,8224.4,0,1725.2243,1721.9072,195859.6,15379416.87
044487,New Philadelphia City,2663.1646,7,206.5716,636.749,1068.6419,716.3095,34.8926,713.2604,109.23,17.75,12486441.38,21654977.29,8131.3,0,2712.571,2612.7958,231270.29,14285816.24
044495,Niles City,1861.8039,4,131.7012,430.953,754.3485,535.6803,9.1208,524.8714,75.84,12.41,8677968.59,15052624.1,8084.97,0,1891.6978,1846.0071,166506.44,16768035.37
044503,North Canton City,4092.9558,4,261.4971,852.101,1498.907,1260.3966,220.0541,1416.9744,168.99,27.29,19300982.15,33708468.66,8235.73,5457788.97,4160.088,4030.7238,233084.55,8917597.1
044511,North College Hill City,1256.4373,4,78.6127,261.6369,559.4255,356.7622,0,335.5023,50.9,8.38,5829234.87,10297085.13,8195.46,0,1305.0378,1166.6707,159250.21,12589172.08
044529,North Olmsted City,3278.6273,6,241.6016,734.2159,1304.5832,998.2267,0,980.8028,133.16,21.86,15243724.54,26623261.11,8120.25,1805185.43,3359.8772,3153.2128,287212.98,5519030.03
044537,North Ridgeville City,4149.513,5,150.2396,945.3179,1767.418,1246.2161,40.3214,1242.5459,167.71,27.66,19211498.28,33757399.72,8135.27,5689368.21,4179.2883,4107.1576,294873.11,4052140.52
044545,North Royalton City,3839.0106,3,123.5625,848.7359,1514.3153,1320.3223,32.0745,1325.5669,154.34,25.59,17693222.53,31146368.85,8113.12,267202.15,3848.9536,3806.9417,360275.43,3792707.69
044552,Norton City,2015.223,4,130.8353,427.5521,808.1901,573.1619,75.4837,636.7067,82.88,13.43,9470539.99,16390645.08,8133.41,47119.15,2066.0235,1975.5161,224607.46,9759703.18
044560,Norwalk City,2316.8697,6,173.8134,559.657,885.6498,649.3586,48.3909,634.5702,95.19,15.45,10879665.1,18831581.86,8128.03,0,2367.8267,2269.6241,166515.01,15493876.37
044578,Norwood City ,1582.7682,6,158.0414,392.0201,589.712,442.9947,0,427.6013,64.94,10.55,7423227.74,12972935.51,8196.36,3770525.48,1560.9235,1582.7682,387503,2521128.87
044586,Oakwood City,1921.9735,5,123.3964,394.4498,770.3841,622.6787,11.0646,631.4116,77.81,12.81,8911019.98,15525947.54,8078.13,3633986.85,1934.5712,1915.0418,244272.65,2627488
044594,Oberlin City Schools,727.8546,3,52.3542,162.4765,291.2852,221.7387,0,210.1184,29.55,6,3495770.91,6616076.9,9089.83,1816371.57,742.5412,721.0984,379563.8,1437578.55
044602,Oregon City,3330.7299,6,235.597,774.9303,1197.3191,915.1399,207.7436,1082.0188,138.8,22.2,15831761.39,27423505.93,8233.48,0,3288.416,3330.7299,207298.33,14855794.93
044610,Orrville City,1380.2341,3,95.4031,306.6078,571.4249,395.7073,11.0909,383.9458,56.23,9.2,6433988.5,11230264.85,8136.49,210683.97,1434.3716,1312.4347,249739.56,5745986.65
044628,Painesville City Local,2520.266,5,179.5111,609.2852,932.172,756.0139,43.2838,751.1159,103.16,16.8,11796137.24,20463273.8,8119.49,0,2547.5013,2454.6788,83764.9,28622440.01
044636,Parma City,8610.4179,12,620.5413,1866.6413,3099.9827,2602.8319,420.4207,2991.5101,355.94,57.4,40645343.18,70487972.53,8186.36,1341714.72,8675.5925,8534.7655,305172.06,15585451.25
044644,Piqua City,2927.1019,5,235.209,744.0034,1175.7029,772.1866,0,722.9597,119.74,19.51,13692998.59,23762777.74,8118.19,0,2965.6484,2901.5814,178048.24,21522688.18
044651,Port Clinton City,1297.2973,4,94.0004,280.8332,505.9116,415.4167,1.1354,404.6971,52.6,8.65,6022952.71,10618389.28,8185.01,185688.23,1337.0594,1263.8339,640111.7,2166495.42
044669,Portsmouth City,1477.7921,3,123.3218,372.4972,579.4713,402.5019,0,390.5322,60.45,9.85,6912874.7,12002755.82,8122.09,0,1493.8298,1437.6433,207493.74,13454517.13
044677,Princeton City,5567.8754,11,397.1163,1277.7644,2092.6727,1800.322,0,1756.6521,225.8,37.12,25853954.69,45242284.38,8125.59,0,5633.8922,5487.9868,377744.98,7312123.15
044685,Ravenna City,1757.8299,5,146.1335,431.4715,661.0452,502.9749,16.2049,502.9036,72.04,11.72,8236449.28,14293560.58,8131.37,1597943.13,1843.8561,1671.3874,208082.45,10595660.58
044693,Reading Community City,1352.3325,2,94.9553,290.6015,552.5433,411.1715,3.0608,395.8334,54.88,9.02,6283537.59,10999117.14,8133.44,0,1374.6461,1324.0183,202051.37,8030063
044701,Rocky River City,2453.1716,4,100.9078,576.4315,974.6408,784.1328,17.0588,790.4758,99.08,16.35,11350684.58,19797254.11,8070.06,0,2462.7863,2445.6933,452001.32,2360530.55
044719,St Bernard-Elmwood Place City,773.5264,2,55.7278,168.4942,304.1544,245.15,0,233.1745,31.36,6,3673755.32,6846588.28,8851.14,0,717.6341,773.5264,235028,7833200.17
044727,St Marys City,1947.1108,4,147.8308,428.1273,715.9,572.1636,83.089,637.2903,80.45,12.98,9187338.3,15879122.22,8155.22,0,1926.4663,1939.6269,212404.57,10840583.06
044735,Salem City,1902.7838,5,141.8253,420.4724,725.2047,589.4403,25.8411,608.21,77.65,12.69,8883486.49,15431807.37,8110.12,0,1914.555,1895.4206,213819.4,12745396.83
044743,Sandusky City,2891.2918,5,202.3013,608.2188,1071.0314,884.9591,124.7812,994.8443,119.11,19.28,13608431.42,23628526.11,8172.31,0,2941.6659,2827.6968,186339.15,25973244.9
044750,Shaker Heights City,4266.8458,7,289.1802,980.3164,1589.9268,1374.9889,32.4334,1401.1831,173.41,28.45,19849685.43,34827808.45,8162.42,10720741.5,4349.5318,4168.1561,218839.99,4507453.59
044768,Sheffield-Sheffield Lake City,1407.6099,5,91.2182,314.5051,554.0093,436.7589,11.1184,431.2066,57.19,9.38,6546089.16,11521879.17,8185.42,2729765.47,1457.6766,1383.8288,285383.32,1571770.17
044776,Shelby City,1703.431,3,126.4769,390.9746,706.5933,455.6316,23.7547,433.0255,69.78,11.36,7978814.41,13800978.34,8101.87,80674.07,1761.8929,1659.4458,227354.68,9411490.48
044784,Sidney City,2688.5772,6,208.7055,650.925,1030.0191,777.2856,21.642,746.2414,109.93,17.92,12571991.88,21816440.34,8114.49,1569727.4,2728.165,2639.8762,264361.33,13192638.17
044792,South Euclid-Lyndhurst City,3092.2318,6,247.4963,758.0172,1116.4203,946.7306,23.5674,961.9982,126.36,20.61,14452136.47,25166309.41,8138.56,0,3074.3672,3092.2318,301950.14,5335560.7
044800,South-Western City,21364.9928,3,1495.9241,4842.9583,8108.9391,6091.518,825.6533,6834.2526,881.2,142.43,100657552.24,173966382.31,8142.59,0,21101.4037,21364.9928,230680.57,136137330.15
044818,Springfield City School District,6790.9964,16,658.6305,1757.099,2661.8416,1712.5774,0.848,1677.0194,279.28,45.27,31914274.28,55350326.4,8150.55,0,6835.1734,6689.9336,117955.67,72465040.08
044826,Steubenville City,2482.3448,6,231.5817,592.1242,882.444,620.0855,156.1094,681.9972,104.26,16.55,11879721.07,20398146,8217.29,0,2518.8839,2435.9621,78992.2,29573859.53
044834,Stow-Munroe Falls City School District,4785.3008,9,305.6751,1038.755,1855.5361,1205.8344,379.5001,1552.3523,200.41,31.9,22843953.34,39577870.07,8270.72,8661744.54,4982.0621,4621.089,292028.14,5306029.84
044842,Strongsville City,5195.076,8,174.1106,1166.8958,2103.0102,1655.0323,96.0272,1684.418,210.19,34.63,24074110.71,42204274.41,8123.9,1328411.29,5201.26,5173.186,362118.22,5018427.14
